Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,target
16,1,37,0,846,55,27,23,2,0,1,2,1322,1
5,1,34,0,37,6,7,2,2,0,1,2,145,1
0,0,31,0,80,2,11,5,3,0,1,3,144,1
0,0,33,0,63,6,0,1,3,0,1,3,25,1
0,1,29,0,0,0,0,0,1,0,1,1,0,1
9,0,32,0,734,41,9,16,2,0,1,2,824,1
24,1,34,0,211,49,26,21,2,0,1,2,750,1
23,1,30,0,190,47,16,17,1,0,1,1,572,1
5,0,37,0,60,12,39,6,2,0,1,2,930,1
0,0,4,0,245,13,0,5,1,0,0,1,211,1
2,0,38,0,14,8,8,3,2,0,1,2,131,1
6,0,39,0,82,10,17,8,2,0,1,2,395,1
0,1,30,0,0,0,0,0,1,0,1,1,0,1
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
6,1,34,0,291,18,17,4,3,0,1,3,330,1
4,0,30,0,649,35,2,14,1,0,1,1,664,1
0,0,37,0,8,6,8,6,2,0,1,2,120,1
0,0,37,0,0,0,1,0,1,0,1,1,4,1
0,0,39,0,0,0,8,0,1,0,1,1,122,1
0,0,4,0,199,12,0,2,1,0,0,1,160,1
11,1,30,1,1107,90,15,19,1,0,0,1,1559,1
2,1,4,2,404,23,14,20,2,0,0,2,647,1
24,0,32,0,119,43,7,4,2,0,1,2,219,1
0,0,30,0,0,0,0,0,2,0,1,2,0,1
26,1,32,0,218,52,14,16,2,0,1,2,469,1
15,1,39,0,637,52,51,37,3,0,1,3,1065,1
21,1,30,0,131,44,14,17,1,0,0,1,443,1
9,0,32,0,734,41,9,16,2,0,1,2,824,1
0,1,6,0,172,9,0,3,2,0,0,2,121,1
0,0,35,0,0,0,3,0,2,0,1,2,27,1
8,1,8,2,407,25,7,9,2,0,0,2,468,1
20,0,28,0,174,44,11,15,1,0,1,1,410,1
8,1,28,0,715,39,0,12,2,0,1,2,581,1
11,0,28,0,1122,92,18,23,1,0,0,1,1602,1
0,0,31,0,0,0,0,0,1,0,1,1,0,1
18,0,28,0,116,41,9,15,1,0,1,1,300,1
29,1,31,0,372,58,24,17,2,0,1,2,870,1
0,0,28,0,0,0,0,0,2,0,1,2,0,1
0,0,26,0,0,0,0,0,1,0,1,1,0,1
11,0,28,0,1122,92,18,23,1,0,0,1,1602,1
0,1,27,0,0,0,0,0,4,0,0,4,0,1
17,0,29,0,25,36,0,17,1,0,1,1,32,1
12,0,34,1,1087,93,8,26,1,0,0,1,1463,1
3,0,30,0,63,2,0,3,2,0,1,2,49,1
0,1,27,0,0,0,0,0,1,0,1,1,0,1
23,0,26,0,202,43,8,13,1,0,1,1,367,1
6,0,40,0,51,8,17,6,1,0,1,1,420,1
28,1,33,0,302,59,55,23,2,0,1,2,1436,1
0,0,34,0,168,14,0,11,1,0,1,1,141,1
5,0,29,0,37,6,7,2,2,0,1,2,145,1
16,1,39,0,808,53,24,19,2,0,1,2,1235,1
31,1,34,2,287,56,28,21,2,0,0,2,885,1
15,0,26,0,99,38,4,13,1,0,1,1,174,1
5,1,29,0,1091,89,14,20,1,0,0,1,1537,1
27,1,28,0,244,51,13,15,2,0,1,2,472,1
18,0,35,0,778,60,62,48,3,0,1,3,1260,1
10,1,32,0,644,49,35,29,2,0,1,2,1320,1
10,0,34,0,652,37,7,3,2,0,1,2,695,1
5,0,37,0,60,12,39,6,2,0,1,2,930,1
21,0,30,0,144,46,7,14,1,0,1,1,282,1
11,0,37,0,734,47,17,17,2,0,1,2,1032,1
0,1,27,0,0,0,0,0,4,0,0,4,0,1
5,0,40,0,28,10,15,6,1,0,1,1,346,1
18,0,28,0,116,41,9,15,1,0,1,1,300,1
0,0,33,0,14,2,0,2,2,0,1,2,7,1
18,0,28,0,116,41,9,15,1,0,1,1,300,1
0,1,27,0,0,0,0,0,1,0,1,1,0,1
10,0,36,1,1095,98,27,23,1,0,0,1,1641,1
7,0,32,0,1070,87,1,24,1,0,0,1,1272,1
4,0,33,0,135,12,21,17,2,0,1,2,549,1
7,1,4,1,384,23,7,5,2,0,0,2,447,1
0,0,38,0,0,0,8,0,1,0,1,1,122,1
0,1,35,0,56,3,12,6,3,0,1,3,142,1
2,1,4,2,404,23,14,20,2,0,0,2,647,1
0,0,35,0,0,0,4,0,1,0,1,1,52,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
0,1,25,0,0,0,0,0,3,0,0,3,0,1
0,0,33,0,0,0,0,0,1,0,1,1,0,1
10,0,31,0,1115,95,21,22,1,0,0,1,1620,1
7,0,35,0,110,9,16,7,2,0,1,2,396,1
12,0,32,0,564,42,30,28,3,0,1,3,687,1
14,1,39,0,599,54,49,37,3,0,1,3,1012,1
6,1,34,0,498,46,38,34,2,0,1,2,1277,1
6,0,36,0,454,44,35,30,2,0,1,2,1185,1
12,1,35,1,546,47,39,33,2,0,0,2,1328,1
15,1,34,0,732,55,42,31,2,0,1,2,1479,1
24,0,32,0,119,43,7,4,2,0,1,2,219,1
0,0,34,0,168,14,0,11,1,0,1,1,141,1
5,0,31,0,37,6,7,2,3,0,1,3,79,1
4,0,26,0,663,31,0,10,1,0,1,1,621,1
7,1,4,1,384,23,7,5,2,0,0,2,447,1
0,1,31,0,0,0,0,0,3,0,1,3,0,1
6,0,34,0,164,13,8,2,2,0,1,2,274,1
11,0,36,0,368,24,24,6,3,0,1,3,475,1
7,0,35,0,110,9,16,7,2,0,1,2,396,1
7,0,41,0,37,12,15,3,2,0,1,2,307,1
26,1,32,1,207,50,21,19,2,0,0,2,636,1
0,1,31,0,41,1,2,2,3,0,1,3,34,1
0,1,25,0,382,28,12,23,2,0,1,2,574,1
4,1,29,0,613,29,0,10,1,0,1,1,570,1
3,0,30,0,63,2,0,3,2,0,1,2,49,1
5,0,33,0,37,6,7,2,2,0,1,2,145,1
30,1,37,0,268,59,31,20,2,0,1,2,952,1
18,1,34,0,911,57,37,33,2,0,1,2,1516,1
23,0,30,0,190,47,16,17,1,0,1,1,572,1
5,0,31,0,37,6,7,2,3,0,1,3,79,1
0,1,33,0,110,7,9,4,3,0,1,3,135,1
0,0,33,0,63,6,0,1,3,0,1,3,25,1
31,1,34,2,287,56,28,21,2,0,0,2,885,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
0,0,33,0,0,0,0,0,3,0,1,3,0,1
2,0,38,0,14,8,8,3,2,0,1,2,131,1
0,0,33,0,0,0,0,0,2,0,0,2,0,1
0,0,31,0,0,0,0,0,1,0,1,1,0,1
0,0,31,0,41,1,2,2,3,0,1,3,34,1
1,0,38,0,7,2,10,4,1,0,1,1,182,1
0,0,26,0,0,0,0,0,1,0,1,1,0,1
11,1,33,0,595,47,36,31,2,0,1,2,1309,1
0,1,29,0,0,0,0,0,2,0,1,2,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,28,0,631,32,0,12,1,0,1,1,588,1
9,0,35,0,338,23,37,21,3,0,1,3,664,1
12,0,35,0,561,49,32,30,3,0,1,3,709,1
6,1,34,0,291,18,17,4,3,0,1,3,330,1
5,0,35,0,473,40,37,33,2,0,1,2,1241,1
10,0,34,0,652,37,7,3,2,0,1,2,695,1
0,0,0,0,228,11,0,1,1,0,0,1,188,1
16,1,39,0,808,53,24,19,2,0,1,2,1235,1
0,0,26,0,0,0,0,0,1,0,1,1,0,1
2,1,27,0,593,27,0,9,1,0,1,1,551,1
12,1,8,4,564,35,28,24,2,0,0,2,1130,1
10,0,11,2,457,33,18,14,2,0,0,2,784,1
14,1,38,0,795,51,24,22,2,0,1,2,1224,1
4,0,10,2,348,21,10,11,2,0,0,2,485,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
5,1,2,0,338,15,7,3,2,0,0,2,398,1
7,1,32,0,530,54,59,35,2,0,1,2,1566,1
13,1,31,0,589,48,31,29,2,0,1,2,1217,1
0,0,30,0,487,25,0,9,1,0,1,1,429,1
0,0,36,0,0,0,3,0,1,0,1,1,37,1
10,0,36,1,1095,98,27,23,1,0,0,1,1641,1
18,0,35,0,778,60,62,48,3,0,1,3,1260,1
6,1,8,2,355,24,0,6,2,0,0,2,263,1
3,0,6,1,329,19,0,7,2,0,0,2,242,1
10,1,32,0,644,49,35,29,2,0,1,2,1320,1
16,1,28,0,68,40,0,12,1,0,1,1,69,1
0,0,28,0,0,0,0,0,2,0,1,2,0,1
2,1,30,0,453,48,52,33,2,0,1,2,1476,1
6,0,39,0,82,10,17,8,2,0,1,2,395,1
9,0,32,0,734,41,9,16,2,0,1,2,824,1
7,1,32,0,683,40,0,13,2,0,1,2,547,1
2,0,31,0,401,37,18,26,2,0,1,2,730,1
7,1,4,1,384,23,7,5,2,0,0,2,447,1
2,0,36,0,153,15,20,9,3,0,1,3,293,1
9,0,7,2,512,30,8,7,2,0,0,2,598,1
0,1,25,0,382,28,12,23,2,0,1,2,574,1
6,1,28,0,1081,84,8,17,1,0,0,1,1443,1
0,1,31,0,0,0,0,0,2,0,1,2,0,1
0,0,32,0,63,7,34,6,3,0,1,3,437,1
28,0,32,0,268,53,23,19,2,0,1,2,731,1
0,0,31,0,0,0,2,0,2,0,1,2,12,1
11,1,36,0,578,52,45,36,2,0,1,2,1446,1
0,0,37,0,8,6,8,6,2,0,1,2,120,1
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
4,0,5,1,434,24,1,5,2,0,0,2,353,1
0,0,31,0,80,2,11,5,3,0,1,3,144,1
0,1,31,0,0,0,0,0,2,0,1,2,0,1
16,1,39,0,808,53,24,19,2,0,1,2,1235,1
10,0,34,0,652,37,7,3,2,0,1,2,695,1
3,0,7,2,356,25,32,11,2,0,0,2,1050,1
0,0,32,0,80,1,0,3,3,0,1,3,33,1
0,1,33,0,0,0,0,0,1,0,1,1,0,1
9,0,28,0,745,37,7,12,2,0,1,2,771,1
6,1,5,2,360,17,7,4,2,0,0,2,417,1
10,0,31,0,828,46,10,14,2,0,1,2,960,1
9,1,33,0,531,44,34,31,2,0,1,2,1226,1
12,0,34,1,1087,93,8,26,1,0,0,1,1463,1
10,0,13,3,406,31,15,10,2,0,0,2,673,1
0,0,36,0,0,0,3,0,1,0,1,1,37,1
8,0,37,2,76,11,12,6,2,0,0,2,284,1
25,1,35,0,190,53,24,18,2,0,1,2,690,1
5,0,33,0,37,6,7,2,2,0,1,2,145,1
0,1,31,0,0,0,0,0,3,0,1,3,0,1
7,0,36,0,75,7,16,5,1,0,1,1,424,1
0,1,31,0,0,0,0,0,2,0,1,2,0,1
14,0,35,0,614,50,41,33,3,0,1,3,898,1
8,1,27,0,1100,88,11,18,1,0,0,1,1509,1
23,1,30,0,190,47,16,17,1,0,1,1,572,1
0,0,35,0,0,0,3,0,2,0,1,2,27,1
6,0,3,1,406,19,0,8,2,0,0,2,304,1
7,1,6,3,488,29,21,22,2,0,0,2,903,1
6,1,34,0,291,18,17,4,3,0,1,3,330,1
19,0,30,0,46,37,0,2,1,0,1,1,50,1
13,1,32,0,863,51,30,31,2,0,1,2,1399,1
3,0,30,0,184,7,8,5,3,0,1,3,155,1
6,1,39,0,206,15,26,10,3,0,1,3,404,1
0,0,34,0,168,14,0,11,1,0,1,1,141,1
0,0,28,0,0,0,0,0,1,0,1,1,0,1
18,0,28,0,116,41,9,15,1,0,1,1,300,1
0,0,28,0,0,0,0,0,1,0,1,1,0,1
0,0,4,0,0,0,0,0,1,0,0,1,0,1
12,0,34,0,761,46,7,15,2,0,1,2,797,1
3,0,35,0,138,12,7,3,3,0,1,3,124,1
27,1,28,0,244,51,13,15,2,0,1,2,472,1
8,1,8,2,406,25,7,9,2,0,0,2,467,1
2,1,30,0,590,34,0,11,1,0,1,1,550,1
1,1,37,0,130,9,19,8,3,0,1,3,266,1
31,1,34,2,287,56,28,21,2,0,0,2,885,1
9,0,34,0,561,50,66,35,3,0,1,3,1218,1
7,1,30,0,488,36,23,26,2,0,1,2,953,1
8,1,28,0,715,39,0,12,2,0,1,2,581,1
0,0,5,0,147,8,0,7,2,0,0,2,108,1
0,0,31,0,181,11,23,17,3,0,1,3,355,1
4,1,24,1,286,36,190,11,1,1,0,1,2146,1
30,1,32,0,321,54,32,22,2,0,1,2,1021,1
11,0,33,1,1106,97,17,21,1,0,0,1,1581,1
0,1,31,0,0,0,0,0,3,0,1,3,0,1
10,0,41,0,127,18,22,10,2,0,1,2,566,1
0,0,36,0,0,0,1,0,2,0,1,2,2,1
0,1,5,1,280,19,25,9,2,0,0,2,786,1
3,0,35,0,138,12,7,3,3,0,1,3,124,1
4,0,26,0,663,31,0,10,1,0,1,1,621,1
0,1,7,0,298,21,4,10,1,0,0,1,350,1
5,0,29,1,37,6,7,2,4,0,0,4,44,1
8,0,34,0,425,39,16,33,2,0,1,2,704,1
3,0,25,0,1076,82,4,16,1,0,0,1,1364,1
2,1,30,0,453,48,52,33,2,0,1,2,1476,1
1,0,32,0,87,7,1,1,2,0,1,2,83,1
12,1,31,0,764,39,7,13,2,0,1,2,800,1
2,0,33,0,41,3,9,5,2,0,1,2,183,1
4,0,31,0,1058,82,0,7,1,0,0,1,1214,1
10,0,36,1,1095,98,27,23,1,0,0,1,1641,1
32,1,32,0,424,63,44,34,2,0,1,2,1341,1
7,0,27,0,1090,90,9,18,1,0,0,1,1478,1
0,0,35,0,0,0,4,0,1,0,1,1,52,1
28,0,32,0,268,53,23,19,2,0,1,2,731,1
5,0,33,0,37,6,7,2,1,0,1,1,166,1
6,1,27,1,330,44,201,16,1,1,0,1,2214,1
1,0,3,1,284,11,0,2,2,0,0,2,205,1
5,0,34,0,156,7,7,2,3,0,1,3,134,1
9,0,32,0,501,38,2,27,2,0,1,2,433,1
5,0,37,0,60,12,39,6,2,0,1,2,930,1
1,1,28,0,631,32,0,12,1,0,1,1,588,1
2,1,4,2,404,23,14,20,2,0,0,2,647,1
0,0,25,0,0,0,0,0,2,0,1,2,0,1
16,0,23,0,116,35,1,14,1,0,1,1,119,1
0,0,36,0,0,0,1,0,2,0,1,2,2,1
3,0,7,2,356,25,32,11,2,0,0,2,1050,1
0,0,31,0,41,1,2,2,3,0,1,3,34,1
16,1,28,0,68,40,0,12,1,0,1,1,69,1
4,1,30,0,649,35,2,14,1,0,1,1,664,1
8,0,38,2,47,9,12,4,2,0,0,2,257,1
5,0,34,0,156,7,7,2,3,0,1,3,134,1
12,0,35,0,561,49,32,30,3,0,1,3,709,1
5,0,36,0,37,6,7,2,1,0,1,1,166,1
0,0,9,1,245,19,1,6,2,0,0,2,199,1
0,0,31,0,61,6,14,15,2,0,1,2,313,1
13,1,33,1,1122,98,26,24,1,0,0,1,1656,1
2,1,7,1,222,14,0,9,2,0,0,2,157,1
22,1,27,0,385,42,25,9,2,0,1,2,914,1
4,1,30,0,649,35,2,14,1,0,1,1,664,1
14,0,37,2,1131,100,36,28,1,0,0,1,1701,1
8,0,30,0,805,45,23,29,1,0,1,1,1342,1
3,1,5,0,301,13,0,3,1,0,0,1,247,1
0,0,28,0,0,0,0,0,1,0,1,1,0,1
4,0,33,0,258,17,30,19,3,0,1,3,499,1
25,1,35,0,190,53,24,18,2,0,1,2,690,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
5,0,29,0,37,6,7,2,3,0,1,3,79,1
6,1,29,2,286,42,198,12,2,1,0,2,2046,1
7,0,32,0,669,38,7,16,2,0,0,2,700,1
12,1,31,0,764,39,7,13,2,0,1,2,800,1
0,1,31,0,41,1,2,2,3,0,1,3,34,1
4,0,30,0,420,32,0,25,2,0,1,2,321,1
5,0,36,0,37,6,7,2,1,0,1,1,166,1
22,1,27,0,385,42,25,9,2,0,1,2,914,1
21,1,27,0,146,39,5,12,1,0,1,1,235,1
1,1,37,0,130,9,19,8,3,0,1,3,266,1
18,0,29,0,144,47,41,19,2,0,1,2,1072,1
8,1,27,0,1100,88,11,18,1,0,0,1,1509,1
6,1,8,2,355,24,0,6,2,0,0,2,263,1
0,0,28,0,0,0,0,0,1,0,1,1,0,1
11,0,28,0,1122,92,18,23,1,0,0,1,1602,1
0,1,34,0,77,9,13,7,3,0,1,3,161,1
2,0,2,0,309,17,0,3,2,0,0,2,222,1
2,1,27,0,593,27,0,9,1,0,1,1,551,1
7,0,41,0,37,12,15,3,2,0,1,2,307,1
13,1,31,0,589,48,31,29,2,0,1,2,1217,1
11,1,33,0,581,45,43,34,2,0,1,2,1425,1
0,0,31,0,61,6,14,15,2,0,1,2,313,1
3,0,32,0,346,33,9,31,2,0,1,2,456,1
11,1,33,1,1101,95,24,24,1,0,0,1,1624,1
4,0,31,0,454,38,27,29,2,0,1,2,1019,1
9,0,34,0,561,50,66,35,3,0,1,3,1218,1
7,0,41,0,37,12,15,3,2,0,1,2,307,1
7,1,4,1,384,23,7,5,2,0,0,2,447,1
16,0,32,2,1137,96,22,21,1,0,0,1,1637,1
0,1,33,0,110,7,9,4,3,0,1,3,135,1
5,0,29,0,37,6,7,2,3,0,1,3,79,1
5,1,6,1,390,22,7,7,2,0,0,2,450,1
5,0,29,0,37,6,7,2,3,0,1,3,79,1
7,0,32,0,669,38,7,16,2,0,0,2,700,1
6,1,31,0,501,39,36,32,2,0,1,2,1245,1
0,0,29,0,29,1,0,1,2,0,1,2,24,1
8,1,37,2,200,16,21,8,3,0,0,3,336,1
0,0,29,0,29,1,0,1,2,0,1,2,24,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
23,1,31,0,218,53,48,21,2,0,1,2,1264,1
0,0,33,0,14,2,0,2,2,0,1,2,7,1
5,1,34,0,37,6,7,2,2,0,1,2,145,1
25,1,33,0,237,55,27,22,1,0,1,1,941,1
0,0,33,0,63,6,0,1,3,0,1,3,25,1
0,0,28,0,0,0,0,0,1,0,1,1,0,1
5,1,32,0,37,6,7,2,2,0,1,2,145,1
0,0,32,0,0,0,2,0,1,0,1,1,15,1
9,0,32,0,734,41,9,16,2,0,1,2,824,1
11,0,37,0,207,17,15,2,2,0,1,2,474,1
0,0,35,0,12,6,32,4,1,0,1,1,763,1
0,0,33,0,110,7,9,4,3,0,1,3,135,1
0,1,27,0,0,0,0,0,1,0,1,1,0,1
6,1,31,0,514,41,29,29,2,0,1,2,1111,1
6,1,5,2,360,17,7,4,2,0,0,2,417,1
8,0,31,0,1095,92,19,22,1,0,0,1,1587,1
0,0,34,0,168,14,0,11,1,0,1,1,141,1
25,1,35,0,190,53,24,18,2,0,1,2,690,1
6,1,34,0,498,46,38,34,2,0,1,2,1277,1
26,1,32,1,207,50,21,19,2,0,0,2,636,1
8,1,8,2,407,25,7,9,2,0,0,2,468,1
14,1,38,0,795,51,24,22,2,0,1,2,1224,1
1,1,37,0,130,9,19,8,3,0,1,3,266,1
14,0,34,0,581,44,9,29,2,0,1,2,688,1
13,1,32,0,863,51,30,31,2,0,1,2,1399,1
0,1,37,0,97,11,17,8,3,0,1,3,223,1
0,0,37,0,0,0,1,0,1,0,1,1,4,1
9,0,35,0,338,23,37,21,3,0,1,3,664,1
0,0,30,0,0,0,0,0,2,0,1,2,0,1
0,0,31,0,0,0,2,0,2,0,1,2,12,1
0,0,31,0,61,6,14,15,2,0,1,2,313,1
14,1,39,0,599,54,49,37,3,0,1,3,1012,1
0,0,33,0,0,0,0,0,2,0,1,2,0,1
23,1,34,0,178,51,24,21,1,0,1,1,772,1
6,1,28,0,1081,84,8,17,1,0,0,1,1443,1
0,0,27,0,0,0,0,0,2,0,1,2,0,1
17,0,37,2,633,53,46,35,3,0,0,3,981,1
2,0,34,0,18,1,9,3,1,0,1,1,184,1
0,0,29,0,458,24,0,14,1,0,1,1,399,1
5,0,39,0,53,12,15,8,2,0,1,2,327,1
25,1,33,0,237,55,27,22,1,0,1,1,941,1
0,1,31,0,0,0,0,0,2,0,1,2,0,1
0,0,4,0,315,16,0,5,2,0,0,2,226,1
0,0,4,0,199,12,0,2,1,0,0,1,160,1
0,1,31,0,298,28,6,14,2,0,1,2,345,1
0,1,33,0,110,7,9,4,3,0,1,3,135,1
2,0,33,0,156,8,18,7,3,0,1,3,268,1
25,1,30,0,251,50,18,17,2,0,1,2,606,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
0,1,4,0,246,13,0,5,1,0,1,1,212,1
7,0,27,0,1090,90,9,18,1,0,0,1,1478,1
10,0,36,1,1095,98,27,23,1,0,0,1,1641,1
7,1,27,0,734,35,1,15,1,0,1,1,708,1
0,0,27,0,0,0,0,0,2,0,1,2,0,1
23,1,34,0,178,51,24,21,1,0,1,1,772,1
12,1,35,1,546,47,39,33,2,0,0,2,1328,1
0,0,35,0,0,0,0,0,1,0,1,1,0,1
1,0,38,0,7,2,10,4,1,0,1,1,182,1
11,0,36,0,368,24,24,6,3,0,1,3,475,1
13,1,32,0,863,51,30,31,2,0,1,2,1399,1
9,0,37,0,519,48,42,35,2,0,1,2,1369,1
9,1,29,0,542,40,26,27,2,0,1,2,1079,1
6,0,39,0,82,10,17,8,2,0,1,2,395,1
0,0,5,0,147,8,0,7,2,0,0,2,108,1
12,1,35,1,546,47,39,33,2,0,0,2,1328,1
0,0,33,0,50,4,7,4,3,0,0,3,89,1
10,1,32,0,644,49,35,29,2,0,1,2,1320,1
13,1,31,0,589,48,31,29,2,0,1,2,1217,1
0,0,33,0,14,2,0,2,2,0,1,2,7,1
23,1,30,0,190,47,16,17,1,0,1,1,572,1
11,1,33,0,581,45,43,34,2,0,1,2,1425,1
32,1,32,0,424,63,44,34,2,0,1,2,1341,1
16,0,25,0,70,33,0,10,1,0,1,1,71,1
15,1,38,0,825,49,26,22,2,0,1,2,1285,1
6,1,28,0,1081,84,8,17,1,0,0,1,1443,1
5,0,35,0,63,8,7,4,2,0,1,2,171,1
0,0,30,0,0,0,0,0,1,0,1,1,0,1
16,0,23,0,116,35,1,14,1,0,1,1,119,1
0,1,25,0,0,0,0,0,3,0,0,3,0,1
13,1,31,0,589,48,31,29,2,0,1,2,1217,1
3,0,35,1,19,5,5,4,2,0,0,2,96,1
1,1,28,0,631,32,0,12,1,0,1,1,588,1
14,1,9,3,592,36,15,9,2,0,0,2,853,1
7,1,32,0,683,40,0,13,2,0,1,2,547,1
14,0,35,0,614,50,41,33,3,0,1,3,898,1
1,0,38,0,7,2,10,4,1,0,1,1,182,1
0,0,35,0,0,0,3,0,2,0,1,2,27,1
8,1,28,0,715,39,0,12,2,0,1,2,581,1
7,0,35,0,110,9,16,7,2,0,1,2,396,1
4,0,30,0,420,32,0,25,2,0,1,2,321,1
10,0,34,0,1111,100,30,27,1,0,0,1,1672,1
9,1,33,0,1074,88,5,9,1,0,0,1,1381,1
0,0,35,0,0,0,0,0,1,0,1,1,0,1
11,0,28,0,1122,92,18,23,1,0,0,1,1602,1
0,0,0,0,245,7,0,4,1,0,0,1,209,1
0,1,21,0,144,7,16,1,3,0,1,3,237,1
6,1,34,0,291,18,17,4,3,0,1,3,330,1
12,0,34,1,750,44,14,18,2,0,0,2,967,1
0,0,0,0,228,11,0,1,1,0,0,1,188,1
0,1,21,0,144,7,16,1,3,0,1,3,237,1
0,1,31,0,0,0,0,0,1,0,1,1,0,1
16,1,38,0,671,58,52,38,3,0,1,3,1091,1
5,0,9,1,373,27,11,12,2,0,0,2,538,1
6,1,34,0,498,46,38,34,2,0,1,2,1277,1
15,0,33,1,1145,99,35,27,1,0,0,1,1702,1
9,0,7,2,512,30,8,7,2,0,0,2,598,1
11,1,33,0,581,45,43,34,2,0,1,2,1425,1
0,0,0,0,0,0,0,0,1,0,0,1,0,1
11,1,33,0,581,45,43,34,2,0,1,2,1425,1
11,0,36,0,239,19,15,4,2,0,1,2,501,1
1,1,37,0,130,9,19,8,3,0,1,3,266,1
11,1,33,0,581,45,43,34,2,0,1,2,1425,1
4,1,31,0,683,41,34,18,2,0,1,2,1324,1
14,0,35,0,832,53,48,22,2,0,1,2,1573,1
27,1,28,0,244,51,13,15,2,0,1,2,472,1
0,1,7,0,298,21,4,10,1,0,0,1,350,1
7,1,6,3,488,29,21,22,2,0,0,2,903,1
0,0,29,0,0,0,0,0,3,0,1,3,0,1
14,1,36,0,650,56,73,37,3,0,1,3,1329,1
13,1,32,0,1112,92,0,20,1,0,0,1,1376,1
9,1,33,0,531,44,34,31,2,0,1,2,1226,1
0,1,4,0,246,13,0,5,1,0,1,1,212,1
0,0,31,0,0,0,2,0,2,0,1,2,12,1
0,0,30,0,266,27,2,29,2,0,1,2,236,1
0,0,25,0,0,0,0,0,2,0,1,2,0,1
10,1,8,2,460,26,16,12,2,0,0,2,729,1
16,1,35,0,674,51,50,36,3,0,1,3,1066,1
4,0,5,1,434,24,1,5,2,0,0,2,353,1
6,0,39,0,82,10,17,8,2,0,1,2,395,1
12,1,29,0,808,41,8,17,2,0,1,2,875,1
0,0,35,0,0,0,4,0,1,0,1,1,52,1
19,1,40,0,859,57,31,24,2,0,1,2,1407,1
2,0,31,0,401,37,18,26,2,0,1,2,730,1
7,0,36,0,75,7,16,5,1,0,1,1,424,1
3,1,31,0,535,30,0,16,1,0,1,1,489,1
0,0,32,0,0,0,2,0,1,0,1,1,15,1
19,0,32,0,134,43,19,19,1,0,1,1,593,1
11,1,30,1,1107,90,15,19,1,0,0,1,1559,1
2,0,33,0,41,3,9,5,2,0,1,2,183,1
13,1,33,1,1122,98,26,24,1,0,0,1,1656,1
17,0,37,2,633,53,46,35,3,0,0,3,981,1
0,0,4,0,245,13,0,5,1,0,0,1,211,1
12,0,34,0,761,46,7,15,2,0,1,2,797,1
2,1,30,0,1047,81,0,22,1,0,0,1,1181,1
17,0,37,2,633,53,46,35,3,0,0,3,981,1
9,0,34,0,561,50,66,35,3,0,1,3,1218,1
0,0,32,0,0,0,0,0,2,0,1,2,0,1
10,0,31,0,828,46,10,14,2,0,1,2,960,1
2,0,38,0,110,13,17,5,3,0,1,3,232,1
8,0,30,0,805,45,23,29,1,0,1,1,1342,1
5,0,29,0,37,6,7,2,2,0,1,2,145,1
0,0,28,0,0,0,0,0,3,0,1,3,0,1
10,0,36,0,753,43,19,20,2,0,1,2,1093,1
8,0,29,0,509,42,24,27,2,0,1,2,1003,1
0,0,35,0,0,0,4,0,1,0,1,1,52,1
0,0,30,0,0,0,0,0,1,0,1,1,0,1
18,1,34,0,911,57,37,33,2,0,1,2,1516,1
0,1,24,0,571,25,0,8,1,0,1,1,524,1
9,1,33,0,531,44,34,31,2,0,1,2,1226,1
0,0,30,0,0,0,0,0,2,0,1,2,0,1
20,1,35,0,931,58,24,18,2,0,1,2,1368,1
0,0,26,0,0,0,0,0,1,0,1,1,0,1
1,0,3,1,284,11,0,2,2,0,0,2,205,1
13,1,33,1,1122,98,26,24,1,0,0,1,1656,1
4,1,30,0,649,35,2,14,1,0,1,1,664,1
11,0,37,0,734,47,17,17,2,0,1,2,1032,1
11,0,33,1,1106,97,17,21,1,0,0,1,1581,1
27,1,28,0,244,51,13,15,2,0,1,2,472,1
9,1,33,0,761,47,41,20,2,0,1,2,1482,1
5,0,35,0,63,8,7,4,2,0,1,2,171,1
5,0,34,0,156,7,7,2,3,0,1,3,134,1
11,1,35,0,777,49,20,21,2,0,1,2,1126,1
7,0,35,0,110,9,16,7,2,0,1,2,396,1
0,1,29,0,0,0,0,0,1,0,1,1,0,1
4,1,30,0,649,35,2,14,1,0,1,1,664,1
0,1,35,0,56,3,12,6,3,0,1,3,142,1
30,0,35,0,319,61,34,24,2,0,1,2,1069,1
0,0,4,0,315,16,0,5,2,0,0,2,226,1
5,0,34,0,156,7,7,2,3,0,1,3,134,1
18,0,28,0,116,41,9,15,1,0,1,1,300,1
0,0,0,0,245,7,0,4,1,0,0,1,209,1
25,1,35,0,190,53,24,18,2,0,1,2,690,1
8,0,31,0,1095,92,19,22,1,0,0,1,1587,1
9,0,35,0,212,18,28,19,2,0,1,2,802,1
