Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,target
1290,3,0,1,1,3,1,3,1,1,3,3,1,3,1,3,3,1,1,4,4,1,0,1,4,4,4,2,1,0,2,0,2,2,1,5,2,2,0,0,2,0,1,2,2,1,0,2,1,1,2,1,1,2,2,0,1,4,2,2,2,1
1983,0,3,2,2,3,1,1,1,3,1,0,1,1,4,3,1,1,1,1,1,1,4,4,4,4,1,1,1,0,2,0,2,1,1,0,5,1,4,4,1,1,1,0,2,1,1,1,0,1,1,0,4,1,1,1,1,0,4,1,2,1
199,1,4,3,0,1,3,3,3,3,3,3,3,3,1,3,1,0,3,4,1,4,1,1,4,0,0,1,1,0,2,2,1,4,2,0,1,0,4,4,0,4,4,0,4,1,2,2,0,1,0,1,4,4,0,4,2,4,0,4,1,1
2914,4,1,0,1,0,1,3,1,3,3,3,1,3,1,1,0,1,2,4,2,1,1,1,4,4,4,1,1,0,2,4,4,1,1,1,5,2,0,1,0,4,1,0,4,2,2,0,2,4,4,1,4,2,1,2,0,2,2,1,1,1
1393,0,1,0,0,0,0,1,3,3,3,3,1,1,1,3,3,3,3,4,1,0,0,4,1,4,0,0,4,0,2,4,0,1,2,2,1,0,2,1,4,2,1,4,0,4,4,2,1,4,4,0,4,2,2,1,1,4,2,2,0,1
2269,0,4,2,1,3,2,0,1,1,0,1,3,3,1,1,1,3,1,4,4,1,4,1,4,2,0,2,1,0,2,4,2,4,2,0,1,4,4,1,0,1,1,2,0,0,2,0,1,1,0,2,0,1,1,2,1,0,2,2,4,1
1277,3,4,0,2,0,1,1,3,3,2,2,3,2,2,2,1,2,2,4,1,1,4,4,1,4,1,1,4,0,2,2,0,0,2,0,0,2,1,1,4,0,4,0,4,1,1,1,0,0,0,2,2,0,0,1,0,2,0,0,2,1
3042,0,3,2,0,2,2,0,0,1,1,1,0,3,1,2,0,3,1,4,2,4,1,4,4,4,2,2,1,0,2,0,4,2,2,2,0,0,0,1,2,0,1,4,1,4,1,2,2,0,4,4,0,4,0,2,1,0,4,1,2,1
473,1,4,2,1,1,0,1,0,3,2,0,1,0,1,1,1,1,1,4,1,0,0,4,2,4,4,1,1,0,2,2,4,1,4,1,5,2,2,0,1,0,1,4,0,4,2,2,2,1,0,1,0,1,2,0,1,4,1,1,4,1
793,1,4,1,1,1,1,0,1,1,1,0,1,1,4,2,3,1,1,0,1,1,1,2,1,1,1,2,1,0,2,0,4,1,2,1,5,4,1,1,4,2,2,0,2,1,1,0,2,2,1,0,0,2,0,0,1,4,1,1,0,1
1776,1,4,2,0,3,3,2,2,1,1,1,3,1,4,1,3,1,3,4,1,1,1,4,4,4,1,0,1,0,2,0,0,0,1,0,2,4,4,2,4,2,1,4,1,4,4,4,1,2,0,2,0,4,1,4,0,1,2,0,0,1
2970,0,0,2,2,0,0,0,1,1,3,3,0,0,0,1,3,1,3,1,4,4,0,4,1,0,4,4,4,0,2,2,0,0,4,1,1,4,2,0,4,2,2,2,2,0,4,2,1,1,0,0,2,1,1,1,4,2,2,4,2,1
1223,1,0,1,3,1,3,1,0,2,1,3,3,1,4,1,1,3,1,1,1,4,2,1,4,1,1,1,4,0,2,1,4,1,1,5,1,4,0,0,2,2,0,4,2,4,2,1,1,4,1,4,4,0,1,1,0,4,1,0,0,1
120,3,1,3,1,0,2,2,2,1,3,3,1,3,4,2,3,1,1,4,4,4,1,1,4,4,1,1,1,0,2,2,2,1,2,5,2,0,4,2,2,4,2,2,2,1,0,4,2,2,2,4,1,0,2,0,0,2,2,0,4,1
2737,3,4,3,3,3,3,0,0,3,0,3,2,1,1,0,1,3,3,4,4,4,1,4,4,4,1,4,1,0,2,2,1,0,0,1,5,1,0,4,2,1,0,2,1,0,0,4,4,1,1,0,2,0,0,1,1,1,1,2,0,1
1068,1,0,2,1,3,2,0,1,3,1,1,1,0,2,0,2,3,1,1,0,1,4,1,1,1,4,2,4,0,2,2,4,1,2,2,2,1,0,2,1,0,2,2,1,1,2,4,0,2,0,0,2,4,1,4,2,2,1,0,2,1
1193,0,3,3,2,1,3,3,0,0,1,3,1,3,4,1,1,3,1,1,1,4,4,1,4,1,1,0,1,0,2,1,4,4,1,1,5,0,0,1,1,0,0,2,0,2,0,2,2,1,1,2,2,1,0,2,2,4,1,4,2,1
1758,0,4,3,3,2,1,0,3,3,3,3,0,0,0,0,0,3,3,4,4,1,1,4,1,0,4,4,4,0,2,1,0,1,1,0,0,1,4,2,4,2,1,0,1,4,2,0,0,2,0,0,0,4,1,4,4,4,1,0,2,1
1984,3,3,1,0,3,1,3,1,0,1,0,2,2,0,1,0,3,3,4,4,1,4,4,1,1,1,0,1,0,2,0,4,0,2,0,0,0,0,2,2,0,2,2,2,0,2,1,4,0,1,4,1,4,1,0,2,2,1,4,2,1
1069,4,3,1,0,2,1,2,0,1,1,3,1,1,4,2,3,3,3,4,1,4,1,1,4,4,2,2,1,0,2,0,0,2,2,0,0,2,1,1,0,4,1,4,1,1,1,1,4,1,1,0,2,0,4,2,1,2,2,1,1,1
482,3,1,2,2,3,3,2,0,3,3,2,0,1,0,2,3,3,3,1,4,1,1,4,4,1,1,1,1,0,2,0,1,4,2,2,1,1,0,0,4,1,0,1,0,2,2,1,0,2,2,0,0,2,0,4,2,0,0,2,2,1
1739,1,4,3,3,0,0,0,0,0,0,3,3,0,0,1,0,3,3,4,4,4,1,4,4,4,4,0,4,0,2,2,2,0,4,1,5,2,0,0,0,1,0,0,1,0,4,4,1,0,4,2,4,2,4,2,0,0,4,0,4,1
75,1,0,3,2,1,1,3,3,2,0,0,3,3,4,1,3,3,3,4,1,4,2,1,0,1,2,0,1,0,2,2,4,1,4,2,1,1,0,2,1,4,4,0,1,0,4,4,4,0,1,1,1,0,0,0,1,4,2,4,1,1
78,1,4,2,2,3,2,0,3,2,1,1,1,0,1,1,3,3,1,1,1,1,4,1,4,1,4,1,1,0,2,2,1,0,0,0,5,2,2,2,0,2,0,2,0,1,1,1,4,4,4,2,0,0,2,4,1,0,0,2,2,1
2415,4,3,3,3,3,3,1,3,1,3,3,1,3,0,3,3,1,1,1,4,4,2,2,1,4,1,0,1,0,2,2,2,0,1,1,1,2,0,2,4,2,4,0,4,0,2,1,1,1,4,1,1,0,2,0,2,4,2,2,0,1
1434,1,1,1,1,0,1,1,1,1,3,1,0,1,4,1,3,2,1,4,4,1,4,1,1,1,1,2,1,0,2,2,0,4,2,5,5,1,1,4,2,4,1,1,4,4,1,1,1,1,0,1,1,0,1,1,0,0,2,0,1,1
578,4,0,0,0,3,0,3,3,1,3,3,3,1,4,3,3,3,1,0,0,1,1,4,1,4,4,0,4,0,2,2,2,1,4,5,5,4,4,2,2,4,2,2,4,2,1,4,2,2,0,2,4,4,2,2,1,0,0,2,0,1
710,4,1,0,2,1,3,3,0,1,3,2,0,1,0,1,1,0,2,1,1,1,0,1,4,1,1,0,1,0,2,0,4,2,2,2,2,0,1,1,0,2,4,2,4,2,1,1,4,1,0,0,2,4,1,1,0,4,2,1,1,1
2060,1,1,3,2,1,3,2,2,0,0,1,3,1,0,1,0,1,3,2,4,4,4,1,4,1,1,0,1,0,2,1,2,1,0,5,2,0,2,0,2,1,1,1,0,2,1,1,1,2,2,1,0,1,1,1,1,4,2,4,2,1
348,0,0,0,3,1,1,0,1,1,3,2,1,1,1,1,0,3,1,1,4,1,4,2,4,4,1,1,1,0,2,2,4,2,0,5,1,1,4,0,2,2,4,2,2,0,2,2,1,1,2,0,0,0,2,4,0,1,0,4,2,1
349,3,1,3,2,0,2,2,1,1,3,2,2,1,4,1,3,1,3,1,1,1,4,1,1,1,1,0,1,0,2,2,2,4,2,1,1,1,2,2,4,0,1,2,4,2,4,2,2,0,0,1,1,2,1,0,1,4,2,0,2,1
811,3,3,2,2,1,0,2,2,0,1,3,1,1,0,1,1,1,2,0,4,1,0,4,4,1,1,1,1,0,2,0,4,4,1,0,2,1,0,2,1,2,0,1,4,2,1,0,2,2,0,2,2,0,2,1,4,0,2,0,1,1
2839,4,0,0,3,0,0,3,0,2,1,3,2,3,4,3,1,3,1,4,2,4,4,2,4,4,4,0,0,0,2,2,1,0,1,5,0,1,0,0,0,4,0,1,4,2,4,2,2,1,0,2,1,0,4,0,4,0,0,4,4,1
2666,0,4,1,1,3,3,2,2,3,3,2,3,2,4,3,3,1,1,4,4,2,2,1,1,1,4,2,1,0,2,1,0,2,2,0,5,2,0,0,2,1,4,1,4,1,1,0,1,4,2,2,1,0,4,1,0,4,4,4,4,1
971,4,1,3,3,0,2,2,0,2,2,3,3,3,4,2,3,1,3,1,4,4,1,1,1,4,4,4,4,0,2,2,0,4,1,0,0,4,1,4,1,1,1,1,0,4,1,1,0,2,0,1,1,4,0,1,4,1,4,2,1,1
205,1,4,3,3,1,3,1,1,0,0,0,1,0,4,0,0,0,0,4,0,4,4,4,1,4,4,0,4,0,2,1,4,0,1,1,5,2,1,1,4,4,4,1,4,2,2,0,0,2,0,0,1,4,4,4,2,1,1,0,4,1
2660,4,0,0,3,1,3,1,1,3,3,1,3,3,2,1,1,3,2,1,1,4,2,2,0,1,4,0,1,0,2,1,0,0,4,2,1,1,0,2,0,2,0,2,0,0,4,0,4,1,1,0,2,0,2,0,1,4,1,0,1,1
1874,4,3,3,2,2,3,0,3,1,3,1,3,3,4,1,3,1,0,4,1,4,4,4,1,1,1,4,1,0,2,4,2,0,4,1,5,2,4,0,1,1,0,4,2,4,4,4,1,0,1,0,1,1,0,2,4,2,2,4,4,1
528,4,4,3,1,1,3,2,3,3,2,3,1,3,1,1,3,1,3,1,1,4,4,1,1,1,0,1,4,0,2,2,4,2,0,5,1,0,4,2,2,4,0,0,1,1,2,2,2,2,0,4,1,0,1,1,1,4,0,4,1,1
1513,0,3,2,0,1,2,1,3,1,0,2,3,2,1,3,2,1,3,4,4,4,2,1,1,4,4,4,1,0,2,0,0,0,1,1,5,1,1,4,2,1,0,0,0,0,2,4,2,2,0,0,2,1,2,0,0,2,1,1,2,1
255,0,0,2,0,1,3,3,0,3,0,3,3,3,2,3,1,1,3,4,4,4,2,4,4,4,4,4,1,0,2,1,1,4,0,1,1,0,4,2,0,2,0,0,4,0,0,2,0,2,0,0,0,2,0,0,0,0,4,2,0,1
205,1,4,3,3,1,3,1,1,0,0,0,1,0,4,0,0,0,0,4,0,4,4,4,1,4,4,0,4,0,2,1,4,0,1,1,5,2,1,1,4,4,4,1,4,2,2,0,0,2,0,0,1,4,4,4,2,1,1,0,4,1
1983,0,3,2,2,3,1,1,1,3,1,0,1,1,4,3,1,1,1,1,1,1,4,4,4,4,1,1,1,0,2,0,2,1,1,0,5,1,4,4,1,1,1,0,2,1,1,1,0,1,1,0,4,1,1,1,1,0,4,1,2,1
581,3,4,3,1,1,3,2,3,3,1,3,3,1,0,3,2,2,2,0,4,1,4,1,0,1,4,4,4,0,2,2,1,4,0,5,1,4,0,4,2,4,2,1,1,4,2,1,4,2,0,4,2,0,1,4,4,2,0,1,4,1
1558,4,0,3,0,3,0,3,0,3,0,2,3,3,4,3,3,3,3,4,4,4,4,4,4,0,0,1,4,0,2,0,0,4,2,0,1,1,0,2,4,1,0,0,1,0,2,2,2,2,0,1,0,4,0,0,0,0,2,4,0,1
1297,3,1,0,1,0,2,1,1,0,1,3,2,1,1,2,2,3,1,1,4,4,1,1,1,1,4,2,1,0,2,0,0,4,1,5,0,2,0,2,1,4,2,1,4,1,1,2,1,0,4,1,4,1,1,1,4,2,1,4,2,1
28,3,3,1,1,3,2,2,2,1,3,2,0,1,1,1,1,0,1,2,4,1,4,2,2,1,1,0,1,0,2,2,1,1,1,2,1,2,4,2,1,4,2,1,1,1,1,2,2,0,0,2,4,1,4,0,4,2,1,2,4,1
1218,4,3,1,3,3,1,3,1,3,1,3,3,1,0,1,3,0,1,1,4,4,4,2,4,1,4,1,4,0,2,0,4,0,1,1,1,1,4,2,0,4,4,1,0,1,1,2,0,2,1,1,1,4,2,1,0,2,4,4,2,1
3150,1,0,3,1,3,3,3,2,3,3,2,3,1,4,1,1,3,3,4,1,0,4,1,4,1,0,0,1,0,2,1,4,1,1,5,2,2,2,0,0,0,4,2,4,2,1,4,2,2,4,2,0,1,1,2,4,4,4,4,2,1
1823,3,1,1,0,1,0,2,1,1,1,0,2,3,4,3,3,3,1,4,1,4,2,0,1,1,1,0,4,0,2,4,1,4,4,2,1,2,1,1,1,1,0,2,2,0,2,4,1,4,4,1,0,2,4,2,4,2,4,2,0,1
3174,1,4,2,3,1,1,3,2,3,2,2,2,3,4,1,1,3,1,4,1,0,1,1,1,4,1,4,1,0,2,2,4,4,2,1,5,2,2,4,1,2,4,1,4,0,1,1,1,0,4,2,2,0,1,1,1,0,2,0,2,1
1278,1,1,0,0,0,2,2,0,0,1,0,2,0,0,2,3,0,3,4,1,0,4,4,1,1,4,2,1,0,2,0,0,1,1,1,1,1,0,2,0,1,1,4,1,1,1,4,1,4,2,4,4,4,1,4,1,0,2,0,2,1
204,1,4,3,0,0,2,2,0,3,3,1,0,1,0,1,2,3,0,4,4,4,4,4,2,4,4,4,1,0,2,2,2,1,4,0,1,1,0,4,0,4,4,4,4,4,4,2,1,1,1,0,2,4,4,4,2,4,4,1,0,1
3154,1,0,3,1,3,3,3,2,3,3,3,3,1,4,1,1,3,3,4,1,0,4,1,4,1,0,0,1,0,2,1,4,1,1,5,2,2,2,0,0,0,4,2,4,2,1,4,2,2,4,2,0,1,1,2,4,4,4,4,2,1
875,0,1,1,1,1,1,0,3,1,1,3,1,0,1,3,1,3,2,1,4,1,4,1,4,1,4,2,1,0,2,1,4,1,1,0,5,0,0,0,4,2,4,1,0,1,1,4,4,2,2,2,2,2,1,1,1,0,1,0,0,1
840,0,4,2,3,0,0,3,3,1,2,2,0,0,1,2,0,3,3,1,4,4,1,1,4,4,4,2,1,0,2,0,4,1,0,1,1,4,4,1,4,0,4,2,0,2,2,0,1,0,2,2,2,1,1,4,4,1,1,0,2,1
2338,1,1,1,1,3,2,2,1,3,2,0,3,2,1,1,0,1,3,1,1,4,4,2,1,1,0,2,1,0,2,0,2,1,2,5,5,4,1,4,4,2,0,0,4,1,1,0,2,1,2,2,2,2,0,1,1,1,0,2,1,1
159,0,4,1,3,3,3,3,3,2,1,3,3,1,4,1,3,2,0,0,1,1,0,0,1,2,0,2,1,0,2,2,2,1,0,2,0,0,1,1,4,1,4,2,0,0,2,0,1,2,1,1,0,1,4,1,1,4,1,1,0,1
2492,1,1,0,2,1,3,2,1,1,1,2,1,2,1,1,1,3,1,1,1,1,4,2,1,1,1,2,1,0,2,0,2,2,4,2,0,2,1,4,4,1,1,4,1,0,0,4,4,2,1,4,1,4,1,4,2,2,0,1,0,1
2477,4,3,1,3,3,2,1,1,1,1,3,2,1,4,2,1,1,3,1,4,4,1,1,1,4,1,1,1,0,2,2,4,0,4,2,2,2,0,0,0,0,2,0,1,0,1,0,0,0,2,0,2,2,0,1,0,1,2,1,4,1
971,4,1,3,3,0,2,2,0,2,2,3,3,3,4,2,3,1,3,1,4,4,1,1,1,4,4,4,4,0,2,2,0,4,1,0,0,4,1,4,1,1,1,1,0,4,1,1,0,2,0,1,1,4,0,1,4,1,4,2,1,1
1716,1,0,1,0,0,0,0,0,3,3,1,3,3,1,3,3,3,1,4,1,4,4,4,1,2,4,2,1,0,2,0,2,4,2,5,0,2,0,4,1,1,1,0,0,0,0,0,4,4,0,1,1,1,0,0,0,2,0,0,2,1
305,3,1,3,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,4,1,4,1,4,1,4,2,1,0,2,2,2,1,4,2,2,1,1,1,1,4,2,2,1,0,0,2,2,1,1,1,2,2,2,0,1,0,2,2,0,1
307,4,3,0,1,1,3,2,0,3,1,3,3,3,2,1,3,1,3,1,1,1,1,1,4,2,2,1,1,0,2,4,4,2,0,2,2,0,2,2,0,2,0,0,1,1,1,2,2,0,1,4,4,1,4,2,2,0,0,1,1,1
261,4,0,1,1,0,3,3,3,3,2,0,3,3,2,2,1,2,0,4,4,4,4,1,4,4,4,4,4,0,2,2,2,1,0,2,5,0,2,1,4,1,2,1,1,4,2,0,2,1,1,0,2,0,2,0,4,4,4,1,1,1
1093,4,4,0,3,3,3,3,1,3,1,1,0,3,4,2,3,1,3,4,0,1,1,4,4,4,4,0,1,0,2,2,4,2,4,5,0,0,4,0,4,0,2,4,2,0,0,0,0,2,2,0,0,2,1,4,4,2,1,0,2,1
379,0,0,2,1,1,0,2,0,3,0,3,2,3,1,3,2,3,2,4,4,1,4,1,4,4,4,2,1,0,2,4,0,1,4,2,0,0,2,0,4,0,0,1,0,2,1,1,0,2,2,2,0,2,2,0,1,0,0,2,1,1
2041,4,1,1,2,1,3,2,0,1,2,1,3,2,1,3,3,3,2,2,1,4,2,4,1,4,1,1,1,0,2,0,4,2,4,2,2,4,2,2,4,2,1,4,2,0,0,1,4,1,1,0,0,2,0,2,2,0,1,1,0,1
1852,4,1,3,1,0,3,0,1,1,3,3,3,3,1,3,1,3,2,2,2,2,4,1,0,4,4,1,1,0,2,2,4,0,4,2,0,2,0,1,0,2,0,2,4,4,2,0,0,1,1,4,2,1,2,1,0,4,2,0,2,1
2067,4,1,1,2,1,3,2,0,1,2,1,3,2,1,3,3,3,2,2,1,4,2,4,1,4,1,1,1,0,2,0,4,2,4,2,2,4,2,2,4,2,1,4,2,0,0,1,4,1,1,0,0,2,0,2,2,0,1,1,0,1
531,1,4,1,1,1,3,2,0,3,2,1,1,1,4,1,0,2,0,0,4,1,4,1,1,1,1,0,1,0,2,2,1,1,2,1,1,4,2,0,4,1,4,4,4,2,0,1,0,0,1,4,4,2,0,0,2,0,0,0,4,1
626,1,4,2,0,2,2,1,3,3,2,2,0,1,2,1,1,1,1,1,0,4,4,1,0,4,4,2,1,0,2,2,0,2,1,0,2,1,2,1,0,0,1,1,0,4,4,4,2,1,0,2,2,2,1,0,0,0,1,4,2,1
1964,0,3,0,2,0,1,1,1,3,1,0,1,1,4,3,1,0,1,1,4,1,1,4,4,4,1,1,1,0,2,0,2,1,0,2,5,1,4,4,1,1,1,4,2,1,1,1,0,1,1,0,4,1,1,1,1,0,4,1,0,1
3044,0,1,1,1,3,3,2,1,1,3,1,1,1,0,1,1,1,3,1,1,2,1,2,1,2,2,1,1,0,2,2,4,2,1,1,0,2,0,2,2,0,1,2,0,2,1,4,2,2,4,2,4,1,1,0,1,2,1,4,2,1
30,3,3,1,1,3,1,0,1,0,1,0,2,1,1,1,3,1,1,2,2,4,2,4,0,1,1,0,1,0,2,0,4,4,1,1,0,0,1,1,1,2,0,2,0,2,2,2,2,4,2,0,2,1,2,1,1,4,0,1,1,1
1275,3,3,1,1,3,1,3,1,1,3,3,1,3,1,3,3,1,1,4,4,1,0,1,4,4,4,2,1,0,2,0,2,2,1,5,2,2,0,0,2,0,4,2,2,1,0,2,1,1,1,1,1,2,2,0,1,4,2,2,2,1
2761,1,1,3,2,1,3,1,3,1,0,1,0,1,1,0,3,1,3,1,1,4,1,1,0,1,4,1,4,0,2,2,2,1,0,2,5,0,1,4,2,1,4,0,4,2,0,0,1,4,2,2,0,1,2,0,0,0,0,2,2,1
538,4,1,1,1,3,2,0,1,3,1,3,1,1,2,2,1,3,1,4,1,1,1,4,1,1,1,4,1,0,2,2,1,4,2,2,1,1,2,4,2,0,2,4,0,1,4,1,0,1,1,4,2,1,1,2,1,1,0,1,1,1
254,4,1,1,3,0,0,1,0,3,1,3,2,3,1,0,3,2,3,1,4,4,4,2,4,2,4,4,1,0,2,2,2,4,0,0,0,0,0,0,1,4,4,2,4,4,2,1,4,2,1,0,0,2,4,1,0,0,2,1,4,1
493,1,1,2,1,2,3,1,0,1,1,0,2,2,1,1,3,2,3,1,1,4,4,2,2,2,4,1,1,0,2,2,2,0,1,0,5,1,4,1,2,1,1,1,2,4,1,1,4,2,0,0,2,2,0,1,1,1,1,2,1,1
2540,1,1,1,0,1,0,0,1,0,2,3,2,3,4,3,3,3,2,1,1,4,2,2,1,1,1,2,4,0,2,4,1,4,4,2,0,1,1,1,1,0,0,0,2,0,0,0,1,4,4,1,0,2,4,2,4,2,4,2,2,1
1514,4,0,1,3,3,0,0,0,0,3,0,3,0,4,3,1,3,3,0,4,4,1,4,0,4,1,0,4,0,2,2,0,4,0,0,0,4,1,4,4,1,0,2,0,1,0,0,0,0,0,0,2,4,2,1,0,0,0,1,0,1
2220,1,4,2,0,1,1,3,1,3,1,0,0,3,1,3,1,1,3,4,4,1,1,4,1,1,1,1,0,0,2,2,1,4,2,1,5,2,1,4,1,1,4,2,1,4,2,1,1,1,4,2,4,2,2,2,1,4,2,4,2,1
1068,1,0,2,1,3,2,0,1,3,1,1,1,0,2,0,2,3,1,1,0,1,4,1,1,1,4,2,4,0,2,2,4,1,2,2,2,1,0,2,1,0,2,2,1,1,2,4,0,2,0,0,2,4,1,4,2,2,1,0,2,1
2918,1,1,3,2,1,3,1,0,1,2,1,3,1,4,2,2,1,3,4,4,1,4,1,4,4,1,1,1,0,2,2,0,0,1,0,1,1,0,4,2,2,0,2,2,1,2,1,4,2,1,1,1,2,1,1,4,2,1,1,4,1
251,4,3,1,3,2,0,0,0,0,1,0,1,0,4,2,0,1,3,4,1,4,4,4,4,4,4,4,1,0,2,2,1,4,0,5,5,0,2,4,4,1,2,4,4,0,1,0,1,1,0,0,2,0,0,0,2,4,0,1,1,1
2083,3,0,1,1,0,2,2,3,1,3,3,3,3,4,3,3,3,3,2,4,4,1,4,0,1,1,1,1,0,2,1,1,0,2,1,0,0,1,0,2,4,2,1,1,1,0,2,2,2,1,4,1,4,2,0,4,2,0,2,4,1
2940,1,1,1,0,1,1,1,1,1,0,3,1,1,1,1,3,0,3,2,2,1,4,1,4,4,1,1,4,0,2,2,0,2,0,1,1,1,1,0,2,1,0,0,2,1,0,2,0,0,1,4,1,0,1,4,2,1,4,1,4,1
2117,4,3,2,3,3,1,0,3,2,2,3,3,3,4,2,2,3,3,4,4,2,2,4,4,4,4,1,1,0,2,0,0,2,0,5,5,4,4,2,4,2,0,4,4,1,0,2,2,1,0,0,0,2,2,1,4,2,0,1,4,1
3109,3,4,3,3,1,3,0,0,3,3,2,1,3,0,3,3,2,3,1,1,4,0,4,4,4,1,0,4,0,2,0,1,4,1,1,5,2,2,4,4,2,4,1,4,0,1,1,1,0,4,2,2,0,1,1,1,0,2,0,2,1
1539,3,1,0,0,0,1,3,1,3,1,3,2,2,1,3,3,1,3,1,4,1,4,1,4,4,4,2,1,0,2,0,4,2,0,1,2,2,1,4,2,1,1,1,2,0,0,2,1,1,1,1,1,1,2,0,2,0,4,4,2,1
2938,3,4,1,3,1,3,1,3,1,3,1,3,1,4,1,3,1,3,1,4,4,4,1,4,1,4,2,1,0,2,2,4,4,1,5,1,1,1,1,0,4,2,0,1,0,1,1,0,1,1,4,2,0,0,1,2,4,1,4,1,1
1966,3,4,2,2,2,3,3,2,3,3,2,0,2,2,2,2,0,0,1,0,2,2,2,2,0,1,0,4,0,2,1,4,2,4,2,1,4,0,4,2,0,2,2,4,4,4,1,4,4,4,2,0,1,4,4,1,0,0,4,2,1
380,4,1,1,1,3,3,3,1,1,1,3,2,3,0,3,3,3,3,1,1,4,4,4,4,1,4,0,0,0,2,0,0,4,4,5,2,1,4,2,2,0,1,1,0,4,4,4,2,2,0,0,2,0,0,0,0,2,0,4,2,1
1563,0,0,0,3,2,3,2,0,0,3,3,3,1,4,2,2,0,3,4,4,4,4,4,4,4,4,0,4,0,2,1,0,4,2,5,5,4,2,4,2,4,1,0,4,4,0,2,4,2,0,0,0,1,4,2,2,0,0,0,0,1
2172,3,3,2,1,1,2,0,3,1,3,1,0,2,1,1,1,1,3,1,1,4,1,2,1,1,1,1,1,0,2,2,1,4,1,1,1,0,1,4,1,1,4,4,2,0,0,2,4,0,4,4,4,1,1,0,1,0,1,4,4,1
968,3,0,2,2,2,0,1,3,2,0,0,2,1,1,1,0,2,3,1,0,4,2,1,1,1,4,0,1,0,2,2,0,2,0,5,1,1,2,4,2,0,2,4,4,2,1,0,2,2,1,4,1,0,2,1,4,4,1,0,2,1
928,0,1,3,1,0,1,3,2,0,2,0,1,0,2,3,1,3,3,4,2,4,4,4,1,4,1,1,4,0,2,2,2,1,0,1,0,2,4,1,2,4,0,2,4,2,1,1,0,0,1,4,1,4,2,2,0,1,4,1,4,1
3033,4,3,0,1,0,0,0,3,2,0,3,3,0,2,1,3,2,3,2,4,4,1,4,1,4,1,0,1,0,2,2,4,1,0,2,0,2,4,2,2,4,2,1,4,2,2,2,0,0,1,0,0,1,4,2,2,2,1,1,0,1
835,1,4,1,0,1,0,3,3,3,2,1,3,3,2,3,3,3,3,4,1,4,2,2,1,4,1,0,1,0,2,0,1,0,4,2,5,1,2,0,2,2,0,0,2,2,1,4,4,4,4,2,4,2,4,4,4,1,1,1,0,1
200,0,1,2,3,3,3,1,0,3,2,0,0,2,4,3,3,0,3,4,4,4,2,1,1,4,4,1,1,0,2,1,4,4,1,1,0,4,0,4,4,2,2,0,4,4,1,4,4,0,1,1,0,0,4,2,4,0,1,4,2,1
2067,4,1,1,2,1,3,2,0,1,2,1,3,2,1,3,3,3,2,2,1,4,2,4,1,4,1,1,1,0,2,0,4,2,4,2,2,4,2,2,4,2,1,4,2,0,0,1,4,1,1,0,0,2,0,2,2,0,1,1,0,1
2064,3,3,2,2,1,0,2,2,0,1,3,1,1,0,1,1,1,2,0,4,1,0,4,4,1,1,1,1,0,2,0,4,4,1,0,2,1,0,2,1,2,0,1,4,2,1,0,2,2,0,2,2,0,2,1,4,0,2,0,1,1
1408,1,1,2,2,2,3,3,1,3,0,2,1,3,2,1,1,1,3,4,1,4,1,4,1,1,4,2,4,0,2,2,0,2,0,0,1,2,1,1,0,0,2,0,0,1,2,0,0,2,0,2,0,4,4,1,4,2,0,0,4,1
1059,1,1,3,3,2,0,1,3,1,1,1,1,2,2,2,1,3,2,4,2,4,2,1,0,4,4,4,1,0,2,0,1,2,2,2,1,4,2,4,2,1,4,2,0,0,1,0,1,4,2,1,0,2,1,4,4,2,0,0,4,1
2433,0,3,1,0,0,2,1,1,3,1,0,1,0,1,0,1,3,3,1,4,2,1,4,1,1,4,4,1,0,2,2,2,0,4,2,2,2,2,2,4,2,4,1,4,0,1,2,2,4,2,0,1,0,2,1,4,2,1,1,0,1
2953,4,1,0,2,1,3,3,3,3,3,1,3,3,4,3,1,3,1,4,1,4,1,1,4,1,4,4,1,0,2,2,0,4,1,0,5,1,4,4,1,4,1,2,0,0,1,1,1,1,2,0,2,4,2,0,1,0,0,2,1,1
524,0,1,1,3,3,3,3,3,3,0,3,3,1,4,1,1,3,1,4,4,4,1,4,1,4,0,1,1,0,2,2,4,2,4,2,1,1,4,2,0,1,1,1,4,2,0,1,0,2,1,1,0,0,2,1,2,1,0,4,2,1
2578,4,1,1,1,3,1,1,3,2,0,3,1,1,1,0,3,1,1,1,4,1,1,4,4,4,1,1,1,0,2,2,2,0,2,5,2,2,0,2,2,0,4,2,1,1,4,4,1,4,0,1,0,1,2,4,4,2,2,4,2,1
195,0,0,0,0,1,3,3,0,3,0,1,3,3,4,0,3,3,3,4,1,1,1,4,2,4,4,2,1,0,2,2,0,0,0,0,0,0,4,1,0,4,2,4,1,1,4,0,1,0,4,0,4,2,4,4,1,4,1,0,0,1
