Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,target
5191,5224,4640,9103,1743,1743,5171,5191,6535,13376,12444,11802,4384,10636,11802,10983,5
4061,3929,2294,9405,340,340,4060,4061,7052,12540,12961,13200,4085,12906,13200,11617,5
1402,1121,139,5765,68,68,1416,1402,10084,6856,12799,13473,7607,13493,13473,12075,5
3629,3584,1729,9334,195,195,3627,3629,3600,12212,12601,13322,4238,13122,13322,3722,5
5998,6124,5565,9526,2026,2026,6008,5998,10560,11682,12155,11541,3960,9744,11541,12899,5
3643,3530,2493,8279,950,950,3651,3643,5828,11934,12814,12604,5141,12418,12604,12680,5
3263,3252,2472,7169,1318,1318,3275,3263,10911,11358,12401,12218,6279,12156,12218,8907,5
4238,4433,3343,8670,1224,1224,4250,4238,6377,10648,11863,12320,4776,11868,12320,11816,5
4481,4320,3429,9114,1082,1082,4455,4481,10633,12972,13102,12452,4381,11935,12452,9902,5
5668,5864,4783,9722,1428,1428,5681,5668,5119,11100,11901,12129,3774,10885,12129,13057,5
1971,1723,1133,4753,1303,1303,1953,1971,10257,12935,12847,12258,8635,12745,12258,13202,5
3353,3193,2450,7487,1202,1202,3362,3353,8484,12618,12973,12346,5906,12277,12346,12433,5
3020,3605,1893,7402,904,904,3113,3020,5964,3692,9399,12620,6061,12665,12620,8651,5
5112,4752,3227,10022,301,301,5090,5112,8994,13366,13474,13242,3464,12654,13242,11640,5
6024,5860,4697,10168,936,936,6000,6024,8619,13472,13140,12613,3321,11406,12613,11851,5
3656,3940,1785,9232,241,241,3696,3656,9913,7311,11548,13298,4237,13103,13298,10949,5
3740,3531,2637,8393,984,984,3752,3740,7409,12296,13157,12572,5032,12355,12572,12802,5
2737,2638,1127,7830,330,330,2750,2737,12222,12152,12532,13212,5592,13182,13212,11704,5
4496,4586,3982,8498,1628,1628,4496,4496,6130,11731,12275,11926,4943,11154,11926,12121,5
2931,3247,1742,7276,838,838,2986,2931,5424,7101,10957,12705,6122,12772,12705,12186,5
6024,5860,4697,10168,936,936,6000,6024,8619,13472,13140,12613,3321,11406,12613,11851,5
4317,5068,5534,5005,5314,5314,4339,4317,10005,8822,8878,8301,8435,8073,8301,10093,6
6211,7140,6842,8252,5107,5107,6290,6211,1105,3905,6605,8278,5412,7126,8278,2563,6
5181,6234,6308,5770,6347,6347,5250,5181,9465,4651,6340,7277,7637,7243,7277,10043,6
4893,5695,6294,5163,6985,6985,4975,4893,1235,3918,8267,6447,8426,6999,6447,3613,6
6220,7000,7308,6934,7694,7694,6245,6220,1436,9072,7740,5913,6541,6170,5913,7515,6
5221,6357,6770,4991,8239,8239,5275,5221,3504,5658,5931,5347,8522,6360,5347,6229,6
7048,7776,7994,7909,8677,8677,7050,7048,12810,12476,7214,4966,5533,5448,4966,9261,6
4343,5191,5822,4586,6533,6533,4395,4343,6997,4864,8276,7008,8909,7511,7008,6308,6
4337,5844,6385,3651,8942,8942,4423,4337,4252,2680,4598,4625,9890,6383,4625,4713,6
5943,6659,6749,7377,5808,5808,5967,5943,3761,9699,8489,7825,6052,7065,7825,10174,6
6028,6740,6807,7686,5602,5602,6077,6028,8605,6643,8382,7873,5887,7046,7873,4156,6
3034,3428,4043,4095,3625,3625,3098,3034,9124,6416,10684,9945,9364,9594,9945,9503,6
3486,4419,5248,3522,6750,6750,3560,3486,11982,4681,7586,6842,9965,7835,6842,8005,6
7391,8129,8248,8396,9038,9038,7423,7391,4863,8064,6249,4576,5114,5160,4576,7310,6
7613,8278,8498,8387,9827,9827,7657,7613,1548,7745,6362,3763,5176,4746,3763,4728,6
5451,6656,7201,4784,9310,9310,5491,5451,2615,6182,5495,4254,8774,5745,4254,4624,6
5069,5511,5332,7800,2755,2755,5081,5069,4552,10325,10464,10751,5773,9177,10751,4592,6
6036,6728,7079,6894,7183,7183,6064,6036,4105,9354,8584,6398,6587,6472,6398,7085,6
6408,7693,7662,7000,8538,8538,6581,6408,5357,530,4079,4719,6931,5600,4719,648,6
7622,8293,8433,8714,9301,9301,7685,7622,6384,3360,6237,4196,4914,4921,4196,2608,6
5318,6289,6705,5484,7589,7589,5361,5318,1621,5353,6871,5917,8068,6566,5917,4028,6
5700,6431,6313,7693,4391,4391,5747,5700,4196,6893,8629,9122,5825,7768,9122,5872,6
3914,4567,4976,4921,4216,4216,3944,3914,3299,10035,9434,9412,8497,8774,9412,12524,6
6346,6948,7233,7542,6903,6903,6354,6346,3605,11996,8928,6707,5902,6451,6707,9284,6
7696,8468,8470,8754,9420,9420,7716,7696,1236,9666,4971,4174,4804,4874,4174,4979,6
6324,6982,6501,8989,3503,3503,6353,6324,2998,9232,8543,10024,4532,7955,10024,6776,6
7273,8565,8042,9222,7255,7255,7499,7273,615,143,2203,5497,4897,5524,5497,93,6
7880,8461,8232,9775,6702,6702,7925,7880,6813,6958,6640,6895,3752,5683,6895,8641,6
5174,5995,6075,6403,5084,5084,5222,5174,9491,7611,7897,8464,7087,7751,8464,7013,6
3058,3113,3615,4704,2694,2694,3097,3058,6281,10067,12178,10879,8725,10321,10879,10546,6
7666,8304,8363,9048,8758,8758,7698,7666,1089,9548,6489,4799,4517,5116,4799,4536,6
4890,5654,6119,5618,5981,5981,4944,4890,11396,7682,8517,7369,8017,7411,7369,2526,6
7319,8072,8120,8690,8313,8313,7385,7319,11104,3347,6233,5059,4989,5363,5059,1655,6
4267,5173,5788,4478,6611,6611,4305,4267,10705,6486,7790,6873,9065,7489,6873,4335,6
6869,7563,7799,7925,8068,8068,6897,6869,11072,8910,7784,5511,5575,5719,5511,6478,6
7234,8036,8244,7806,9488,9488,7274,7234,3046,5891,6024,4135,5699,5045,4135,6487,6
6483,7098,7566,7084,8191,8191,6465,6483,9222,12408,8797,5421,6369,5854,5421,7944,6
5558,6333,6639,6345,6574,6574,5572,5558,11939,8449,8173,6939,7174,6916,6939,5556,6
4397,5150,5991,4411,7177,7177,4417,4397,5771,8260,8874,6386,9082,7207,6386,6577,6
7147,8118,8238,7600,9629,9629,7241,7147,6984,2261,4851,3897,6027,4984,3897,2999,6
5293,6695,6595,5497,7345,7345,5340,5293,1982,5083,4547,6269,7954,6734,6269,8763,6
4937,6090,6376,5126,7214,7214,5009,4937,1994,5358,6006,6266,8460,6904,6266,3568,6
7483,8346,8572,7562,10574,10574,7560,7483,1110,2275,4724,2969,6130,4422,2969,2135,6
7725,8542,8499,8845,9419,9419,7792,7725,1327,3060,4538,4155,4742,4842,4155,4188,6
4775,6190,6107,5417,6229,6229,4900,4775,3211,1634,4794,7000,8361,7320,7000,1194,6
5318,6289,6705,5484,7589,7589,5361,5318,1621,5353,6871,5917,8068,6566,5917,4028,6
7456,8182,8216,8860,8441,8441,7517,7456,3403,4047,6138,4938,4839,5278,4938,1723,6
3522,4338,5203,3660,6432,6432,3556,3522,3507,9355,8436,7154,9810,7959,7154,8263,6
1947,2066,2092,3356,2425,2425,1972,1947,8496,7276,11092,11137,10102,11287,11137,10784,6
6198,6731,6674,8376,4513,4513,6204,6198,9164,11304,9713,9074,5111,7494,9074,8379,6
6690,7645,7623,7887,7601,7601,6739,6690,2091,4356,5685,5855,5734,5934,5855,3067,6
5976,6769,7138,6443,7711,7711,5965,5976,12635,13280,7802,5964,6950,6290,5964,11348,6
5405,6337,6461,6220,6297,6297,5430,5405,9658,6441,7122,7256,7262,7105,7256,6494,6
8372,9100,9055,9685,9796,9796,8457,8372,1343,1268,4777,3669,3930,4318,3669,1733,6
5397,6281,6628,5812,7091,7091,5418,5397,13428,7624,7423,6462,7678,6770,6462,6392,6
4247,4840,4645,6584,2659,2659,4306,4247,7189,4159,9815,10858,6933,9712,10858,5667,6
5712,6456,6695,6813,6239,6239,5745,5712,6448,8732,8473,7301,6703,6972,7301,6203,6
7307,8285,8596,6388,11121,11121,7358,7307,695,4628,4286,2532,7075,4234,2532,8247,6
6101,6552,6515,8454,4096,4096,6148,6101,8495,6347,10376,9410,5088,7698,9410,5629,6
3485,4577,5438,3271,7540,7540,3551,3485,12888,5920,6681,6045,10232,7460,6045,6648,6
7302,7794,7473,9678,4307,4307,7333,7302,11555,8925,9198,9189,3872,6927,9189,5208,6
5382,6202,6275,7069,4952,4952,5441,5382,8142,3763,7906,8204,6854,7532,8204,730,6
6185,6942,6960,7705,5984,5984,6213,6185,10675,8308,7874,7614,5751,6866,7614,8912,6
5607,6537,7036,5504,8317,8317,5647,5607,1671,5070,6985,5304,7965,6172,5304,7800,6
4608,5952,7048,3194,10473,10473,4643,4608,1063,6775,5140,3086,10408,5407,3086,2758,6
7034,7775,7955,8194,8237,8237,7086,7034,13035,5212,7102,5253,5414,5544,5253,3426,6
7266,8126,7884,9090,6873,6873,7335,7266,1463,3670,5446,6595,4487,5939,6595,3792,6
8307,8710,8533,10138,6956,6956,8315,8307,8990,12262,8021,6648,3367,5357,6648,8820,6
7631,8122,7786,9932,4440,4440,7697,7631,4675,3281,8574,8889,3656,6582,8889,2349,6
7494,8045,8084,9137,7570,7570,7506,7494,3193,12719,8043,6050,4371,5616,6050,8566,6
3115,5142,3996,4376,3293,3293,3291,3115,7769,721,2974,10289,9085,9796,10289,9319,6
7728,8652,8320,9340,8080,8080,7789,7728,1448,3174,3613,5461,4205,5324,5461,5072,6
5726,6437,6602,7104,5726,5726,5785,5726,8306,5214,8761,7817,6416,7167,7817,5626,6
6746,7550,7409,8569,6238,6238,6802,6746,5064,3840,6822,7165,5048,6437,7165,2837,6
4428,5341,6093,4292,7530,7530,4421,4428,11657,11153,7642,6064,9183,7021,6064,6991,6
6411,7025,7137,7963,6184,6184,6424,6411,12793,10458,8846,7411,5490,6686,7411,8479,6
3912,5003,5783,3670,7697,7697,3957,3912,3183,8742,6734,5860,9847,7160,5860,5464,6
5369,6095,5789,7825,3329,3329,5407,5369,2511,5446,8620,10180,5739,8537,10180,4817,6
3682,4762,5082,4246,5302,5302,3773,3682,2031,3631,6795,8248,9251,8359,8248,7024,6
6576,7238,7430,7840,7181,7181,6599,6576,5051,8435,8324,6392,5663,6213,6392,6870,6
6193,7311,7893,5134,10308,10308,6205,6193,11394,10145,5379,3356,8320,5060,3356,8364,6
5517,6091,6265,7171,4824,4824,5535,5517,9682,9125,9647,8679,6350,7679,8679,5701,6
5399,6021,6583,5865,6910,6910,5375,5399,12479,13003,9257,6703,7557,6879,6703,9391,6
6029,6627,6561,8157,4525,4525,6101,6029,2413,4220,9308,8983,5385,7546,8983,5479,6
3673,4272,4653,4819,3844,3844,3700,3673,5077,9909,9817,9742,8611,9111,9742,10247,6
7805,8607,8851,8056,10875,10875,7883,7805,718,2038,4446,2681,5629,4145,2681,2167,6
6429,7305,7395,7478,7424,7424,6487,6429,12139,3310,6660,6103,6086,6161,6103,4819,6
7804,8658,8913,7660,11154,11154,7876,7804,9582,2698,4013,2478,5868,4023,2478,5436,6
4403,5800,6861,3093,10294,10294,4473,4403,6940,4298,5049,3272,10488,5575,3272,3048,6
4861,5405,5764,6116,4682,4682,4917,4861,5633,6083,9992,8882,7341,8092,8882,7539,6
5100,6015,6036,6212,5189,5189,5120,5100,3796,10624,7234,8407,7239,7758,8407,8498,6
7297,7878,7811,9238,6404,6404,7336,7297,4429,7094,8157,7111,4305,6103,7111,5297,6
5927,6878,6378,8133,4082,4082,5986,5927,3039,4443,6676,9545,5278,7868,9545,12600,6
5534,6858,6747,5931,7257,7257,5592,5534,4694,4311,4827,6385,7465,6687,6385,10442,6
4267,5173,5788,4478,6611,6611,4305,4267,10705,6486,7790,6873,9065,7489,6873,4335,6
6725,7778,7904,7149,9011,9011,6782,6725,1339,4025,5136,4532,6441,5396,4532,3903,6
7767,8438,8373,9349,8302,8302,7810,7767,6344,5989,5927,5208,4221,5204,5208,3918,6
5784,6441,6504,7579,5021,5021,5892,5784,3870,2201,9109,8432,6007,7422,8432,3578,6
6271,6872,7290,7142,7471,7471,6273,6271,11497,12391,9057,6091,6361,6224,6091,6136,6
4849,5750,6406,4770,7689,7689,4874,4849,13429,10445,7585,5896,8745,6748,5896,6227,6
4862,5838,5622,6502,3965,3965,4923,4862,5158,5881,7069,9593,6966,8443,9593,7913,6
6077,7213,7562,5746,9225,9225,6155,6077,11430,3555,5401,4336,7783,5548,4336,4988,6
5544,6322,6649,6309,6621,6621,5571,5544,3470,6685,8159,6875,7222,6888,6875,4860,6
5175,6216,6794,4846,8451,8451,5236,5175,11842,6247,6464,5130,8673,6275,5130,5763,6
5263,5900,6048,6745,4696,4696,5290,5263,12340,8603,9152,8896,6715,7896,8896,8551,6
5660,6838,7100,5614,8363,8363,5706,5660,1502,6733,5579,5200,7919,6094,5200,5204,6
5032,6192,6510,4916,7795,7795,5099,5032,6586,4230,5884,5830,8547,6664,5830,8458,6
6732,7324,7082,9110,4496,4496,6757,6732,10390,7542,8771,8947,4460,7142,8947,3990,6
6481,7421,7720,6772,8871,8871,6478,6481,3328,10811,6201,4647,6869,5538,4647,3038,6
4490,5783,5652,5243,5312,5312,4589,4490,3738,2573,5462,8282,8197,7988,8282,9162,6
4964,5715,5599,6958,3596,3596,5015,4964,1360,7558,8525,9868,6604,8552,9868,4454,6
7526,8108,8119,9163,7666,7666,7553,7526,3859,10366,7657,5922,4352,5553,5922,7023,6
6462,7670,8245,5109,11013,11013,6573,6462,1664,1478,4409,2480,8702,4499,2480,760,6
7309,7914,8005,8827,7708,7708,7311,7309,12923,12091,7804,5897,4685,5649,5897,6990,6
8008,8774,8939,8675,10679,10679,8056,8008,678,8660,4506,2896,4954,4161,2896,2499,6
7958,8682,9023,8005,11147,11147,7987,7958,951,10864,4818,2526,5426,3990,2526,10195,6
6954,7948,8218,6914,10012,10012,7011,6954,10354,4804,5028,3505,6794,4888,3505,2229,6
9003,10110,11505,9089,12192,12192,9069,9003,13058,2918,3004,1318,4654,1415,1318,978,6
4816,6039,6007,5531,5819,5819,4871,4816,13313,6289,5641,7660,8016,7559,7660,4356,6
6497,6981,7033,8540,5202,5202,6508,6497,12358,8178,9852,8294,5000,6993,8294,4876,6
7309,7914,8005,8827,7708,7708,7311,7309,12923,12091,7804,5897,4685,5649,5897,6990,6
6380,7428,8051,5238,10589,10589,6432,6380,1940,5373,5621,3056,8274,4860,3056,6050,6
3895,4387,4057,6560,2241,2241,3928,3895,10373,10063,10508,11315,6846,10463,11315,11847,6
6990,7954,8223,6923,10015,10015,7027,6990,13179,6838,5167,3570,6661,4906,3570,4228,6
6331,7297,7728,6049,9383,9383,6334,6331,9143,12112,6126,4226,7419,5414,4226,6727,6
6789,7515,7761,7781,8117,8117,6814,6789,2422,9227,7513,5447,5766,5730,5447,5578,6
4236,4927,5535,4776,5630,5630,4276,4236,7808,6199,9236,7997,8662,7985,7997,10502,6
6094,6707,7064,7072,6946,6946,6103,6094,11153,11980,9133,6669,6356,6533,6669,9347,6
5930,7118,6804,7711,5567,5567,6150,5930,2743,318,5268,7531,6223,6961,7531,605,6
7412,8128,8263,8591,8883,8883,7516,7412,9771,1544,6390,4568,5079,5154,4568,1997,6
4480,4510,4398,7818,2059,2059,4487,4480,5387,11523,12452,11476,5678,10398,11476,7124,6
4921,6270,5899,6034,5068,5068,5045,4921,5669,2505,5001,8462,7447,7862,8462,6340,6
5255,5988,6558,5433,7348,7348,5280,5255,11806,9061,8482,6284,7998,6762,6284,10138,6
6797,7932,8089,6950,9683,9683,6907,6797,1765,1519,4364,3711,6935,5035,3711,855,6
6164,7408,7968,4788,10690,10690,6197,6164,966,7901,4735,3006,8624,4907,3006,11583,6
5379,6631,7224,4431,9643,9643,5418,5379,5250,5370,5279,4048,9021,5656,4048,9941,6
7082,7792,7644,9007,6295,6295,7124,7082,10571,7302,7282,7220,4541,6266,7220,5210,6
6840,7472,7568,8375,6925,6925,6846,6840,4004,12161,8370,6704,5066,6193,6704,10732,6
6212,7351,7929,5117,10392,10392,6254,6212,13091,7405,5239,3254,8372,5006,3254,6534,6
5328,6291,6458,5939,6563,6563,5351,5328,6622,8241,6944,7022,7490,7047,7022,8414,6
6350,7516,7549,6704,8509,8509,6376,6350,1158,9100,4837,5049,6838,5765,5049,5073,6
7103,7888,7403,9452,4741,4741,7162,7103,1839,4237,6422,8724,4113,6852,8724,4858,6
5268,6488,7606,3384,11033,11033,5278,5268,6702,11388,5417,2652,10053,4966,2652,11756,6
6099,7050,7194,6869,7451,7451,6178,6099,6099,3871,6647,6114,6650,6299,6114,5850,6
5535,6577,6612,6304,6545,6545,5550,5535,1849,9109,6341,7028,7162,6960,7028,7822,6
7622,8293,8433,8714,9301,9301,7685,7622,6384,3360,6237,4196,4914,4921,4196,2608,6
6478,7423,7920,6005,9824,9824,6479,6478,12055,10370,6168,3788,7491,5185,3788,5929,6
4624,5254,5187,6598,3221,3221,4644,4624,11561,8728,9557,10392,6782,9057,10392,12304,6
6159,7304,7819,5458,9962,9962,6208,6159,5543,4718,5235,3533,8228,5164,3533,1932,6
4869,5639,5785,6090,4743,4743,4889,4869,11888,11073,8465,8835,7349,8054,8835,8596,6
4054,4394,4842,5501,3492,3492,4064,4054,8845,11913,11301,10095,7920,9154,10095,11003,6
4999,5880,6762,4370,8910,8910,5004,4999,11515,11734,7488,4738,9097,6181,4738,9023,6
8077,8386,7806,10600,2898,2898,8107,8077,2809,10851,9889,10630,2888,7215,10630,6740,6
6619,7308,7022,8878,4717,4717,6640,6619,12054,10260,8067,8831,4615,7159,8831,7561,6
7138,7820,8049,8070,8714,8714,7148,7138,11190,13047,7517,4963,5342,5398,4963,11499,6
5986,6708,6756,7699,5492,5492,6006,5986,1966,11065,8407,7938,5909,7093,7938,3269,6
3262,4097,5238,3074,7446,7446,3309,3262,9337,6191,8128,6123,10431,7612,6123,6035,6
7302,7794,7473,9678,4307,4307,7333,7302,11555,8925,9198,9189,3872,6927,9189,5208,6
6478,7423,7920,6005,9824,9824,6479,6478,12055,10370,6168,3788,7491,5185,3788,5929,6
6207,7427,7366,6817,7941,7941,6294,6207,4143,3300,4798,5548,6787,6024,5548,3580,6
5434,6361,6923,5263,8290,8290,5423,5434,5209,12163,7160,5318,8202,6248,5318,7411,6
6285,7196,7650,6332,9009,9009,6360,6285,13492,3583,6577,4465,7330,5529,4465,2151,6
7144,7766,7337,9589,4194,4194,7176,7144,4018,8394,8171,9305,3956,7054,9305,5082,6
6659,7245,7335,8463,6151,6151,6678,6659,12104,9376,8962,7287,5124,6513,7287,4161,6
6881,7529,8032,7239,9304,9304,6895,6881,3321,10976,8180,4272,6310,5241,4272,5148,6
5519,6460,6651,6248,6686,6686,5533,5519,8201,9873,7032,6802,7290,6863,6802,4441,6
6800,7683,7918,7264,8987,8987,6843,6800,8452,6998,6156,4664,6191,5422,4664,9285,6
6533,7422,7616,7177,8249,8249,6555,6533,1430,7932,6510,5324,6334,5791,5324,5840,6
3818,5063,5746,3648,7658,7658,3948,3818,7436,2026,5967,5726,10001,7136,5726,1951,6
2039,2791,4555,1392,9192,9192,2051,2039,13421,9454,6759,4428,12122,7420,4428,7282,6
6842,7435,7440,8727,6052,6052,6877,6842,12381,6152,8770,7456,4817,6488,7456,5180,6
4604,5471,5561,5870,4395,4395,4665,4604,11113,4115,7767,9064,7682,8286,9064,4446,6
3058,3113,3615,4704,2694,2694,3097,3058,6281,10067,12178,10879,8725,10321,10879,10546,6
6577,7392,7748,6896,8832,8832,6577,6577,5075,12139,7028,4811,6543,5572,4811,9039,6
3695,4285,4491,5265,3230,3230,3737,3695,12726,8897,9880,10261,8294,9433,10261,4266,6
3894,4383,5569,3950,6826,6826,3922,3894,13314,10944,10519,6734,9564,7590,6734,6458,6
7213,8136,8251,8025,9333,9333,7252,7213,1356,6640,5032,4064,5806,5018,4064,947,6
5636,6529,7068,5482,8429,8429,5615,5636,1773,12625,7247,5224,7955,6125,5224,9712,6
7284,8188,8380,7493,10084,10084,7332,7284,8586,5466,4963,3500,6091,4761,3500,4282,6
5336,5802,5841,7530,3623,3623,5357,5336,12777,7958,10479,9906,5955,8409,9906,7486,6
6807,7378,7595,8330,7062,7062,6855,6807,6582,6201,8983,6448,5216,6111,6448,5085,6
4755,5487,6024,5316,6100,6100,4809,4755,11099,5839,8665,7336,8233,7465,7336,4229,6
4366,5775,6422,3635,9050,9050,4433,4366,11623,3963,5009,4512,9908,6301,4512,4461,6
3688,5032,6028,2941,9158,9158,3760,3688,12283,5131,5477,4380,10622,6506,4380,3692,6
5170,5922,6133,6396,5237,5237,5257,5170,2373,3504,8393,8175,7224,7619,8175,3027,6
5905,6674,6870,7370,6113,6113,5976,5905,3541,3788,8097,7053,6486,6777,7053,1011,6
3429,3923,3923,5327,2588,2588,3457,3429,3427,10782,10415,10978,8082,10220,10978,9928,6
4336,5375,6066,4141,7663,7663,4377,4336,8486,6340,6909,5940,9338,7007,5940,8006,6
5566,6123,6507,6678,5924,5924,5597,5566,10704,5996,9764,7608,6845,7172,7608,5881,6
5702,6181,6282,7680,4329,4329,5710,5702,4125,11933,10414,9284,5735,7841,9284,11305,6
5001,5903,6235,5530,6399,6399,5047,5001,7379,7253,7371,7093,8004,7251,7093,4727,6
5302,6031,6549,5612,7126,7126,5319,5302,7903,10518,8547,6503,7809,6841,6503,10345,6
5992,7004,7602,5282,9665,9665,6046,5992,4784,5552,6258,4049,8116,5442,4049,11511,6
4670,6094,7207,2911,10903,10903,4722,4670,3755,6358,4816,2796,10511,5231,2796,12936,6
6985,7586,7418,9097,5444,5444,6997,6985,12420,11295,8460,8152,4404,6673,8152,8927,6
5376,6319,6920,5114,8433,8433,5390,5376,10174,9275,7055,5158,8382,6202,5158,6277,6
7037,7869,8230,7033,9944,9944,7054,7037,13295,10815,6175,3643,6498,4927,3643,4800,6
4604,5471,5561,5870,4395,4395,4665,4604,11113,4115,7767,9064,7682,8286,9064,4446,6
4184,5291,5251,5318,4318,4318,4240,4184,1724,4601,6433,9079,8302,8499,9079,2814,6
5120,6059,6894,4432,9055,9055,5133,5120,9495,11144,7060,4548,9058,6034,4548,6885,6
4366,5775,6422,3635,9050,9050,4433,4366,11623,3963,5009,4512,9908,6301,4512,4461,6
7737,8554,8641,8280,10321,10321,7779,7737,1484,6315,4472,3360,5188,4504,3360,9389,6
4476,6139,5743,4998,5853,5853,4592,4476,10416,2148,3923,7770,8451,7773,7770,9966,6
6428,7623,8121,5251,10744,10744,6567,6428,8004,815,4489,2799,8448,4705,2799,1869,6
5944,6387,5962,9026,2693,2693,5961,5944,11495,11190,10585,10838,4495,8775,10838,6849,6
5899,7256,7863,4515,10669,10669,5922,5899,12488,9963,4402,2913,9083,4940,2913,2820,6
4087,4799,5669,4178,6734,6734,4124,4087,11205,7467,8979,6858,9296,7564,6858,8303,6
6323,7257,7032,8092,5765,5765,6356,6323,6302,8309,6398,7680,5521,6823,7680,3329,6
5546,6330,6271,7496,4503,4503,5603,5546,11082,3519,8122,8746,6267,7691,8746,1643,6
3850,4493,4707,5210,3550,3550,3889,3850,11865,9524,9507,10029,8222,9204,10029,10029,6
7209,7746,7133,9845,3229,3229,7220,7209,3040,11391,8856,10317,3684,7623,10317,7010,6
3377,4476,4943,3801,5644,5644,3435,3377,5363,6496,6518,7800,9774,8319,7800,3446,6
6691,7469,7894,6872,9168,9168,6685,6691,12523,12602,7183,4499,6528,5393,4499,10903,6
4768,6245,6875,3702,9734,9734,4854,4768,2229,3317,4478,3880,9802,5811,3880,6544,6
5832,6752,7181,5994,8199,8199,5864,5832,13287,8946,6981,5353,7538,6088,5353,4956,6
3060,3555,4098,4066,3734,3734,3099,3060,8149,10019,10060,9845,9378,9516,9845,9842,6
4913,5984,6330,5091,7165,7165,4981,4913,4293,5293,6451,6348,8444,6957,6348,4994,6
4469,5067,5328,5759,4059,4059,4474,4469,10339,11389,9864,9563,7612,8596,9563,12129,6
6866,7741,7834,8031,8045,8045,6944,6866,1639,3315,6213,5372,5649,5654,5372,2181,6
5455,6691,6901,5445,8067,8067,5544,5455,6604,2586,5316,5470,8076,6316,5470,5130,6
4844,5992,6274,4979,7163,7163,4925,4844,4985,4174,6049,6412,8513,7005,6412,7140,6
4554,5101,5168,6434,3303,3303,4590,4554,13159,7210,10117,10278,7004,9023,10278,9194,6
7661,8399,8672,8079,10519,10519,7725,7661,952,3471,5512,2988,5670,4348,2988,1468,6
6124,7172,7625,5895,9251,9251,6181,6124,9369,5921,5872,4219,7789,5479,4219,2253,6
5029,6426,6966,4048,9543,9543,5056,5029,2011,8949,4747,4122,9411,5834,4122,9332,6
6891,7935,8098,7051,9615,9615,6972,6891,1099,2840,4803,3908,6564,5081,3908,3058,6
6716,7617,7764,7522,8362,8362,6794,6716,924,2823,6132,5192,6026,5659,5192,4986,6
7297,7878,7811,9238,6404,6404,7336,7297,4429,7094,8157,7111,4305,6103,7111,5297,6
4859,5746,6268,5017,7096,7096,4910,4859,13154,6339,7648,6476,8472,7025,6476,7338,6
6099,7050,7194,6869,7451,7451,6178,6099,6099,3871,6647,6114,6650,6299,6114,5850,6
5185,6261,6487,5406,7234,7234,5230,5185,12483,7966,6220,6349,8056,6833,6349,7442,6
5984,6899,6459,8172,4268,4268,6051,5984,6692,4600,6897,9315,5290,7714,9315,9274,6
3721,4488,4736,4843,3941,3941,3758,3721,11006,9635,8718,9642,8606,9017,9642,9229,6
5424,6499,6741,5678,7476,7476,5480,5424,12522,4309,6155,6075,7851,6588,6075,5279,6
5455,6691,6901,5445,8067,8067,5544,5455,6604,2586,5316,5470,8076,6316,5470,5130,6
6304,7103,6451,9024,3388,3388,6336,6304,5473,8995,7480,10170,4491,8051,10170,7406,6
4504,5435,6070,4489,7251,7251,4555,4504,1469,5563,7373,6330,9002,7128,6330,7424,6
5770,6329,6128,8519,3310,3310,5782,5770,1980,11502,9819,10067,5182,8262,10067,1756,6
4761,5543,5886,5568,5521,5521,4862,4761,3241,2733,8368,7998,7950,7730,7998,5668,6
6500,7301,7553,7380,7939,7939,6519,6500,1173,7181,7139,5493,6297,5887,5493,2566,6
6986,8004,8048,7721,9004,9004,7090,6986,1900,1957,4829,4488,5940,5290,4488,2448,6
5393,6647,7156,4709,9305,9305,5418,5393,6650,7374,5263,4250,8867,5763,4250,4192,6
5449,6451,6634,5899,7021,7021,5467,5449,5230,7874,6693,6605,7509,6800,6605,10027,6
6644,7814,8193,5683,10633,10633,6705,6644,7734,4141,4503,2965,7917,4724,2965,3490,6
5832,6752,7181,5994,8199,8199,5864,5832,13287,8946,6981,5353,7538,6088,5353,4956,6
5761,6487,5768,9081,2464,2464,5868,5761,3037,2294,8519,10970,4597,9004,10970,1513,6
5518,6785,6961,5591,8046,8046,5589,5518,1584,3206,5072,5395,8039,6244,5395,2544,6
2235,6490,2805,3429,2899,2899,2388,2235,7077,560,64,10637,10068,10574,10637,7259,6
5700,6727,6711,6929,6161,6161,5756,5700,1572,5118,6416,7177,6780,6939,7177,2270,6
5387,6508,6707,5646,7428,7428,5439,5387,1678,4250,5938,6130,7877,6627,6130,5680,6
5311,6618,7433,3886,10444,10444,5360,5311,12975,4750,5003,3184,9622,5261,3184,5515,6
7562,8210,8368,8660,9160,9160,7599,7562,13195,7143,6743,4383,4919,5010,4383,3880,6
8015,8562,8394,9858,7144,7144,8103,8015,3397,2019,6584,6218,3750,5388,6218,1853,6
6082,6704,6718,7927,5131,5131,6129,6082,6844,5649,9080,8457,5531,7294,8457,8113,6
5416,6251,6895,5366,8130,8130,5451,5416,1261,5347,7717,5384,8204,6284,5384,3690,6
8665,9265,9503,9844,10264,10264,8698,8665,10810,5961,6144,3358,3699,4055,3358,5698,6
5606,6509,6361,7257,4992,4992,5665,5606,3548,3408,7177,8537,6280,7565,8537,5588,6
