Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,target
518,73,62,14,31,0,0,24,8,2
740,61,63,29,25,0,0,13,8,2
1148,61,58,27,43,0,0,18,8,2
179,66,60,32,20,0,0,26,8,2
1148,61,58,27,43,0,0,18,8,2
741,61,58,29,24,0,0,14,8,2
179,66,60,32,20,0,0,26,8,2
1148,61,58,27,43,0,0,18,8,2
1148,61,58,27,43,0,0,18,8,2
1126,50,50,32,37,0,0,31,8,2
598,63,59,27,30,0,0,28,8,2
323,61,72,25,34,0,0,28,8,2
485,59,61,36,19,0,0,29,8,2
761,58,57,28,25,0,0,30,13,2
532,71,68,35,33,0,0,16,8,2
1148,61,58,27,43,0,0,18,8,2
1026,54,43,31,36,0,0,39,8,2
532,71,68,35,33,0,0,16,8,2
1381,64,64,21,22,0,0,32,8,2
234,61,64,36,20,0,0,28,8,2
1447,25,44,24,16,0,0,16,8,2
109,53,55,30,33,0,0,26,8,2
403,58,56,30,27,0,0,8,8,2
54,33,24,30,26,0,0,28,8,2
339,65,67,19,33,0,0,19,8,2
48,67,66,23,35,0,0,20,12,2
109,53,55,30,33,0,0,26,8,2
485,59,61,36,19,0,0,29,8,2
38,58,52,25,31,0,0,22,8,2
1447,25,44,24,16,0,0,16,8,2
484,58,67,24,21,0,0,28,8,2
517,68,48,16,20,0,0,33,8,2
762,58,57,28,25,0,0,29,13,2
741,61,58,29,24,0,0,14,8,2
403,58,56,30,27,0,0,8,8,2
759,61,57,26,23,0,0,31,8,2
1126,50,50,32,37,0,0,31,8,2
532,71,68,35,33,0,0,16,8,2
485,59,61,36,19,0,0,29,8,2
1370,55,49,20,25,0,0,23,8,2
1381,64,64,21,22,0,0,32,8,2
38,58,52,25,31,0,0,22,8,2
762,58,57,28,25,0,0,29,13,2
234,61,64,36,20,0,0,28,8,2
1148,61,58,27,43,0,0,18,8,2
598,63,59,27,30,0,0,28,8,2
109,53,55,30,33,0,0,26,8,2
483,58,67,24,21,0,0,30,17,2
109,53,55,30,33,0,0,26,8,2
71,65,70,25,34,0,0,36,8,2
760,58,59,29,24,0,0,30,8,2
339,65,67,19,33,0,0,19,8,2
339,65,67,19,33,0,0,19,8,2
1449,35,50,31,16,0,0,29,8,2
598,63,59,27,30,0,0,28,8,2
762,58,57,28,25,0,0,29,13,2
39,52,53,27,12,0,0,33,8,2
323,61,72,25,34,0,0,28,8,2
38,58,52,25,31,0,0,22,8,2
532,71,68,35,33,0,0,16,8,2
101,64,48,23,26,0,0,31,8,2
38,58,52,25,31,0,0,22,8,2
484,58,67,24,21,0,0,28,8,2
1370,55,49,20,25,0,0,23,8,2
1148,61,58,27,43,0,0,18,8,2
483,58,67,24,21,0,0,30,17,2
179,66,60,32,20,0,0,26,8,2
741,61,58,29,24,0,0,14,8,2
1370,55,49,20,25,0,0,23,8,2
71,65,70,25,34,0,0,36,8,2
518,73,62,14,31,0,0,24,8,2
38,58,52,25,31,0,0,22,8,2
109,53,55,30,33,0,0,26,8,2
48,67,66,23,35,0,0,20,12,2
48,67,66,23,35,0,0,20,12,2
598,63,59,27,30,0,0,28,8,2
760,58,59,29,24,0,0,30,8,2
596,30,27,38,18,0,0,20,8,2
762,58,57,28,25,0,0,29,13,2
39,52,53,27,12,0,0,33,8,2
54,33,24,30,26,0,0,28,8,2
517,68,48,16,20,0,0,33,8,2
1370,55,49,20,25,0,0,23,8,2
1370,55,49,20,25,0,0,23,8,2
1447,25,44,24,16,0,0,16,8,2
48,67,66,23,35,0,0,20,12,2
596,30,27,38,18,0,0,20,8,2
1126,50,50,32,37,0,0,31,8,2
1370,55,49,20,25,0,0,23,8,2
485,59,61,36,19,0,0,29,8,2
740,61,63,29,25,0,0,13,8,2
596,30,27,38,18,0,0,20,8,2
48,67,66,23,35,0,0,20,12,2
598,63,59,27,30,0,0,28,8,2
109,53,55,30,33,0,0,26,8,2
1026,54,43,31,36,0,0,39,8,2
101,64,48,23,26,0,0,31,8,2
339,65,67,19,33,0,0,19,8,2
598,63,59,27,30,0,0,28,8,2
339,65,67,19,33,0,0,19,8,2
598,63,59,27,30,0,0,28,8,2
761,58,57,28,25,0,0,30,13,2
740,61,63,29,25,0,0,13,8,2
109,53,55,30,33,0,0,26,8,2
1370,55,49,20,25,0,0,23,8,2
234,61,64,36,20,0,0,28,8,2
54,33,24,30,26,0,0,28,8,2
532,71,68,35,33,0,0,16,8,2
517,68,48,16,20,0,0,33,8,2
760,58,59,29,24,0,0,30,8,2
597,64,66,33,32,0,0,22,8,2
483,58,67,24,21,0,0,30,17,2
517,68,48,16,20,0,0,33,8,2
597,64,66,33,32,0,0,22,8,2
179,66,60,32,20,0,0,26,8,2
101,64,48,23,26,0,0,31,8,2
101,64,48,23,26,0,0,31,8,2
403,58,56,30,27,0,0,8,8,2
71,65,70,25,34,0,0,36,8,2
484,58,67,24,21,0,0,28,8,2
71,65,70,25,34,0,0,36,8,2
1126,50,50,32,37,0,0,31,8,2
1026,54,43,31,36,0,0,39,8,2
484,58,67,24,21,0,0,28,8,2
1449,35,50,31,16,0,0,29,8,2
762,58,57,28,25,0,0,29,13,2
109,53,55,30,33,0,0,26,8,2
1447,25,44,24,16,0,0,16,8,2
1148,61,58,27,43,0,0,18,8,2
759,61,57,26,23,0,0,31,8,2
762,58,57,28,25,0,0,29,13,2
234,61,64,36,20,0,0,28,8,2
38,58,52,25,31,0,0,22,8,2
109,53,55,30,33,0,0,26,8,2
518,73,62,14,31,0,0,24,8,2
741,61,58,29,24,0,0,14,8,2
1370,55,49,20,25,0,0,23,8,2
39,52,53,27,12,0,0,33,8,2
741,61,58,29,24,0,0,14,8,2
1126,50,50,32,37,0,0,31,8,2
323,61,72,25,34,0,0,28,8,2
741,61,58,29,24,0,0,14,8,2
759,61,57,26,23,0,0,31,8,2
48,67,66,23,35,0,0,20,12,2
598,63,59,27,30,0,0,28,8,2
741,61,58,29,24,0,0,14,8,2
38,58,52,25,31,0,0,22,8,2
179,66,60,32,20,0,0,26,8,2
1381,64,64,21,22,0,0,32,8,2
596,30,27,38,18,0,0,20,8,2
759,61,57,26,23,0,0,31,8,2
39,52,53,27,12,0,0,33,8,2
741,61,58,29,24,0,0,14,8,2
1148,61,58,27,43,0,0,18,8,2
760,58,59,29,24,0,0,30,8,2
39,52,53,27,12,0,0,33,8,2
740,61,63,29,25,0,0,13,8,2
54,33,24,30,26,0,0,28,8,2
741,61,58,29,24,0,0,14,8,2
39,52,53,27,12,0,0,33,8,2
178,66,63,27,20,0,0,26,8,2
71,65,70,25,34,0,0,36,8,2
760,58,59,29,24,0,0,30,8,2
1447,25,44,24,16,0,0,16,8,2
1381,64,64,21,22,0,0,32,8,2
596,30,27,38,18,0,0,20,8,2
403,58,56,30,27,0,0,8,8,2
1148,61,58,27,43,0,0,18,8,2
339,65,67,19,33,0,0,19,8,2
598,63,59,27,30,0,0,28,8,2
759,61,57,26,23,0,0,31,8,2
741,61,58,29,24,0,0,14,8,2
403,58,56,30,27,0,0,8,8,2
598,63,59,27,30,0,0,28,8,2
532,71,68,35,33,0,0,16,8,2
761,58,57,28,25,0,0,30,13,2
403,58,56,30,27,0,0,8,8,2
101,64,48,23,26,0,0,31,8,2
339,65,67,19,33,0,0,19,8,2
71,65,70,25,34,0,0,36,8,2
1447,25,44,24,16,0,0,16,8,2
759,61,57,26,23,0,0,31,8,2
1370,55,49,20,25,0,0,23,8,2
179,66,60,32,20,0,0,26,8,2
1449,35,50,31,16,0,0,29,8,2
234,61,64,36,20,0,0,28,8,2
741,61,58,29,24,0,0,14,8,2
1370,55,49,20,25,0,0,23,8,2
234,61,64,36,20,0,0,28,8,2
485,59,61,36,19,0,0,29,8,2
759,61,57,26,23,0,0,31,8,2
762,58,57,28,25,0,0,29,13,2
234,61,64,36,20,0,0,28,8,2
234,61,64,36,20,0,0,28,8,2
101,64,48,23,26,0,0,31,8,2
48,67,66,23,35,0,0,20,12,2
517,68,48,16,20,0,0,33,8,2
48,67,66,23,35,0,0,20,12,2
483,58,67,24,21,0,0,30,17,2
740,61,63,29,25,0,0,13,8,2
323,61,72,25,34,0,0,28,8,2
71,65,70,25,34,0,0,36,8,2
483,58,67,24,21,0,0,30,17,2
740,61,63,29,25,0,0,13,8,2
483,58,67,24,21,0,0,30,17,2
234,61,64,36,20,0,0,28,8,2
54,33,24,30,26,0,0,28,8,2
761,58,57,28,25,0,0,30,13,2
1148,61,58,27,43,0,0,18,8,2
517,68,48,16,20,0,0,33,8,2
101,64,48,23,26,0,0,31,8,2
596,30,27,38,18,0,0,20,8,2
234,61,64,36,20,0,0,28,8,2
48,67,66,23,35,0,0,20,12,2
54,33,24,30,26,0,0,28,8,2
596,30,27,38,18,0,0,20,8,2
517,68,48,16,20,0,0,33,8,2
179,66,60,32,20,0,0,26,8,2
741,61,58,29,24,0,0,14,8,2
109,53,55,30,33,0,0,26,8,2
234,61,64,36,20,0,0,28,8,2
741,61,58,29,24,0,0,14,8,2
101,64,48,23,26,0,0,31,8,2
1449,35,50,31,16,0,0,29,8,2
761,58,57,28,25,0,0,30,13,2
485,59,61,36,19,0,0,29,8,2
761,58,57,28,25,0,0,30,13,2
518,73,62,14,31,0,0,24,8,2
38,58,52,25,31,0,0,22,8,2
741,61,58,29,24,0,0,14,8,2
39,52,53,27,12,0,0,33,8,2
517,68,48,16,20,0,0,33,8,2
532,71,68,35,33,0,0,16,8,2
71,65,70,25,34,0,0,36,8,2
485,59,61,36,19,0,0,29,8,2
234,61,64,36,20,0,0,28,8,2
339,65,67,19,33,0,0,19,8,2
109,53,55,30,33,0,0,26,8,2
760,58,59,29,24,0,0,30,8,2
339,65,67,19,33,0,0,19,8,2
54,33,24,30,26,0,0,28,8,2
532,71,68,35,33,0,0,16,8,2
54,33,24,30,26,0,0,28,8,2
761,58,57,28,25,0,0,30,13,2
38,58,52,25,31,0,0,22,8,2
323,61,72,25,34,0,0,28,8,2
598,63,59,27,30,0,0,28,8,2
323,61,72,25,34,0,0,28,8,2
517,68,48,16,20,0,0,33,8,2
596,30,27,38,18,0,0,20,8,2
740,61,63,29,25,0,0,13,8,2
1381,64,64,21,22,0,0,32,8,2
48,67,66,23,35,0,0,20,12,2
483,58,67,24,21,0,0,30,17,2
109,53,55,30,33,0,0,26,8,2
39,52,53,27,12,0,0,33,8,2
517,68,48,16,20,0,0,33,8,2
323,61,72,25,34,0,0,28,8,2
1370,55,49,20,25,0,0,23,8,2
518,73,62,14,31,0,0,24,8,2
1381,64,64,21,22,0,0,32,8,2
1381,64,64,21,22,0,0,32,8,2
38,58,52,25,31,0,0,22,8,2
759,61,57,26,23,0,0,31,8,2
1026,54,43,31,36,0,0,39,8,2
179,66,60,32,20,0,0,26,8,2
517,68,48,16,20,0,0,33,8,2
39,52,53,27,12,0,0,33,8,2
48,67,66,23,35,0,0,20,12,2
1381,64,64,21,22,0,0,32,8,2
762,58,57,28,25,0,0,29,13,2
109,53,55,30,33,0,0,26,8,2
1449,35,50,31,16,0,0,29,8,2
39,52,53,27,12,0,0,33,8,2
741,61,58,29,24,0,0,14,8,2
101,64,48,23,26,0,0,31,8,2
403,58,56,30,27,0,0,8,8,2
403,58,56,30,27,0,0,8,8,2
1447,25,44,24,16,0,0,16,8,2
179,66,60,32,20,0,0,26,8,2
39,52,53,27,12,0,0,33,8,2
484,58,67,24,21,0,0,28,8,2
485,59,61,36,19,0,0,29,8,2
760,58,59,29,24,0,0,30,8,2
596,30,27,38,18,0,0,20,8,2
485,59,61,36,19,0,0,29,8,2
403,58,56,30,27,0,0,8,8,2
598,63,59,27,30,0,0,28,8,2
485,59,61,36,19,0,0,29,8,2
54,33,24,30,26,0,0,28,8,2
39,52,53,27,12,0,0,33,8,2
234,61,64,36,20,0,0,28,8,2
234,61,64,36,20,0,0,28,8,2
71,65,70,25,34,0,0,36,8,2
178,66,63,27,20,0,0,26,8,2
179,66,60,32,20,0,0,26,8,2
596,30,27,38,18,0,0,20,8,2
1026,54,43,31,36,0,0,39,8,2
485,59,61,36,19,0,0,29,8,2
48,67,66,23,35,0,0,20,12,2
1126,50,50,32,37,0,0,31,8,2
1026,54,43,31,36,0,0,39,8,2
485,59,61,36,19,0,0,29,8,2
1126,50,50,32,37,0,0,31,8,2
1332,55,64,19,35,0,0,34,8,3
238,57,68,21,27,0,0,35,8,3
1063,61,67,18,33,0,0,18,8,3
37,62,59,20,23,0,0,23,8,3
1421,69,70,8,28,0,0,35,28,3
304,62,55,10,20,0,0,33,8,3
1421,69,70,8,28,0,0,35,28,3
1332,55,64,19,35,0,0,34,8,3
1384,67,77,10,18,0,0,31,8,3
515,51,48,12,38,0,0,40,19,3
1324,53,51,14,6,0,0,36,8,3
1357,58,58,10,17,0,0,35,8,3
1159,72,57,10,27,0,0,32,19,3
528,68,72,23,51,0,0,9,8,3
699,62,56,13,22,0,0,29,8,3
349,68,51,14,71,0,0,29,36,3
304,62,55,10,20,0,0,33,8,3
699,62,56,13,22,0,0,29,8,3
238,57,68,21,27,0,0,35,8,3
1419,54,58,15,34,0,0,28,17,3
37,62,59,20,23,0,0,23,8,3
1143,63,64,20,23,0,0,40,8,3
1324,53,51,14,6,0,0,36,8,3
1357,58,58,10,17,0,0,35,8,3
1357,58,58,10,17,0,0,35,8,3
1234,61,55,22,26,0,0,36,8,3
1413,69,70,8,28,0,0,35,28,3
1143,63,64,20,23,0,0,40,8,3
304,62,55,10,20,0,0,33,8,3
1031,61,71,22,24,0,0,28,8,3
492,73,66,14,67,0,0,35,49,3
1421,69,70,8,28,0,0,35,28,3
1397,56,58,19,25,0,0,24,8,3
1384,67,77,10,18,0,0,31,8,3
336,58,57,25,22,0,0,37,8,3
349,68,51,14,71,0,0,29,36,3
1070,69,54,12,28,0,0,37,16,3
1234,61,55,22,26,0,0,36,8,3
1413,69,70,8,28,0,0,35,28,3
1419,54,58,15,34,0,0,28,17,3
1234,61,55,22,26,0,0,36,8,3
515,51,48,12,38,0,0,40,19,3
1397,56,58,19,25,0,0,24,8,3
722,58,74,10,21,0,0,34,18,3
700,62,58,5,25,0,0,36,8,3
1332,55,64,19,35,0,0,34,8,3
1397,56,58,19,25,0,0,24,8,3
1413,69,70,8,28,0,0,35,28,3
1419,54,58,15,34,0,0,28,17,3
1431,61,59,15,26,0,0,25,8,3
1357,58,58,10,17,0,0,35,8,3
238,57,68,21,27,0,0,35,8,3
304,62,55,10,20,0,0,33,8,3
1368,59,58,13,30,0,0,29,14,3
349,68,51,14,71,0,0,29,36,3
1405,61,53,13,16,0,0,33,29,3
1144,64,68,21,21,0,0,34,8,3
1324,53,51,14,6,0,0,36,8,3
367,54,54,21,30,0,0,38,8,3
699,62,56,13,22,0,0,29,8,3
516,54,58,16,33,0,0,34,8,3
1397,56,58,19,25,0,0,24,8,3
1398,64,58,25,16,0,0,29,8,3
1063,61,67,18,33,0,0,18,8,3
492,73,66,14,67,0,0,35,49,3
1070,69,54,12,28,0,0,37,16,3
29,64,73,14,36,0,0,36,19,3
1368,59,58,13,30,0,0,29,14,3
1033,69,51,27,15,0,0,31,8,3
1234,61,55,22,26,0,0,36,8,3
1357,58,58,10,17,0,0,35,8,3
1070,69,54,12,28,0,0,37,16,3
29,64,73,14,36,0,0,36,19,3
1397,56,58,19,25,0,0,24,8,3
528,68,72,23,51,0,0,9,8,3
1033,69,51,27,15,0,0,31,8,3
367,54,54,21,30,0,0,38,8,3
367,54,54,21,30,0,0,38,8,3
1421,69,70,8,28,0,0,35,28,3
1234,61,55,22,26,0,0,36,8,3
1398,64,58,25,16,0,0,29,8,3
1344,61,55,15,9,0,0,29,12,3
700,62,58,5,25,0,0,36,8,3
1234,61,55,22,26,0,0,36,8,3
492,73,66,14,67,0,0,35,49,3
1384,67,77,10,18,0,0,31,8,3
37,62,59,20,23,0,0,23,8,3
344,75,62,12,44,0,0,32,17,3
722,58,74,10,21,0,0,34,18,3
1143,63,64,20,23,0,0,40,8,3
1337,64,67,18,28,0,0,37,11,3
1143,63,64,20,23,0,0,40,8,3
1450,65,64,10,34,0,0,21,8,3
1413,69,70,8,28,0,0,35,28,3
1431,61,59,15,26,0,0,25,8,3
1159,72,57,10,27,0,0,32,19,3
700,62,58,5,25,0,0,36,8,3
344,75,62,12,44,0,0,32,17,3
336,58,57,25,22,0,0,37,8,3
1159,72,57,10,27,0,0,32,19,3
1332,55,64,19,35,0,0,34,8,3
699,62,56,13,22,0,0,29,8,3
1413,69,70,8,28,0,0,35,28,3
1063,61,67,18,33,0,0,18,8,3
1234,61,55,22,26,0,0,36,8,3
1144,64,68,21,21,0,0,34,8,3
1033,69,51,27,15,0,0,31,8,3
344,75,62,12,44,0,0,32,17,3
1450,65,64,10,34,0,0,21,8,3
1031,61,71,22,24,0,0,28,8,3
1398,64,58,25,16,0,0,29,8,3
1031,61,71,22,24,0,0,28,8,3
1063,61,67,18,33,0,0,18,8,3
1144,64,68,21,21,0,0,34,8,3
1397,56,58,19,25,0,0,24,8,3
344,75,62,12,44,0,0,32,17,3
29,64,73,14,36,0,0,36,19,3
1329,61,63,5,34,0,0,29,8,3
515,51,48,12,38,0,0,40,19,3
1322,80,65,7,33,0,0,32,8,3
1070,69,54,12,28,0,0,37,16,3
743,62,54,22,23,0,0,34,8,3
1329,61,63,5,34,0,0,29,8,3
1322,80,65,7,33,0,0,32,8,3
699,62,56,13,22,0,0,29,8,3
699,62,56,13,22,0,0,29,8,3
1322,80,65,7,33,0,0,32,8,3
626,60,61,13,24,0,0,24,8,3
1397,56,58,19,25,0,0,24,8,3
743,62,54,22,23,0,0,34,8,3
722,58,74,10,21,0,0,34,18,3
29,64,73,14,36,0,0,36,19,3
516,54,58,16,33,0,0,34,8,3
37,62,59,20,23,0,0,23,8,3
1144,64,68,21,21,0,0,34,8,3
1322,80,65,7,33,0,0,32,8,3
1384,67,77,10,18,0,0,31,8,3
238,57,68,21,27,0,0,35,8,3
29,64,73,14,36,0,0,36,19,3
349,68,51,14,71,0,0,29,36,3
699,62,56,13,22,0,0,29,8,3
1393,76,51,30,20,0,0,33,8,3
123,59,55,16,24,0,0,29,8,3
1329,61,63,5,34,0,0,29,8,3
1421,69,70,8,28,0,0,35,28,3
1421,69,70,8,28,0,0,35,28,3
743,62,54,22,23,0,0,34,8,3
1337,64,67,18,28,0,0,37,11,3
1332,55,64,19,35,0,0,34,8,3
1070,69,54,12,28,0,0,37,16,3
1144,64,68,21,21,0,0,34,8,3
1329,61,63,5,34,0,0,29,8,3
344,75,62,12,44,0,0,32,17,3
699,62,56,13,22,0,0,29,8,3
349,68,51,14,71,0,0,29,36,3
29,64,73,14,36,0,0,36,19,3
123,59,55,16,24,0,0,29,8,3
1159,72,57,10,27,0,0,32,19,3
1070,69,54,12,28,0,0,37,16,3
349,68,51,14,71,0,0,29,36,3
1368,59,58,13,30,0,0,29,14,3
123,59,55,16,24,0,0,29,8,3
1332,55,64,19,35,0,0,34,8,3
1144,64,68,21,21,0,0,34,8,3
349,68,51,14,71,0,0,29,36,3
1337,64,67,18,28,0,0,37,11,3
1344,61,55,15,9,0,0,29,12,3
1329,61,63,5,34,0,0,29,8,3
1159,72,57,10,27,0,0,32,19,3
516,54,58,16,33,0,0,34,8,3
1329,61,63,5,34,0,0,29,8,3
1413,69,70,8,28,0,0,35,28,3
626,60,61,13,24,0,0,24,8,3
238,57,68,21,27,0,0,35,8,3
1368,59,58,13,30,0,0,29,14,3
1033,69,51,27,15,0,0,31,8,3
516,54,58,16,33,0,0,34,8,3
1324,53,51,14,6,0,0,36,8,3
722,58,74,10,21,0,0,34,18,3
344,75,62,12,44,0,0,32,17,3
1421,69,70,8,28,0,0,35,28,3
344,75,62,12,44,0,0,32,17,3
1332,55,64,19,35,0,0,34,8,3
1070,69,54,12,28,0,0,37,16,3
1033,69,51,27,15,0,0,31,8,3
743,62,54,22,23,0,0,34,8,3
743,62,54,22,23,0,0,34,8,3
1357,58,58,10,17,0,0,35,8,3
699,62,56,13,22,0,0,29,8,3
722,58,74,10,21,0,0,34,18,3
37,62,59,20,23,0,0,23,8,3
29,64,73,14,36,0,0,36,19,3
304,62,55,10,20,0,0,33,8,3
1031,61,71,22,24,0,0,28,8,3
492,73,66,14,67,0,0,35,49,3
1405,61,53,13,16,0,0,33,29,3
37,62,59,20,23,0,0,23,8,3
123,59,55,16,24,0,0,29,8,3
1070,69,54,12,28,0,0,37,16,3
1419,54,58,15,34,0,0,28,17,3
1031,61,71,22,24,0,0,28,8,3
304,62,55,10,20,0,0,33,8,3
1368,59,58,13,30,0,0,29,14,3
1384,67,77,10,18,0,0,31,8,3
1322,80,65,7,33,0,0,32,8,3
367,54,54,21,30,0,0,38,8,3
1337,64,67,18,28,0,0,37,11,3
1431,61,59,15,26,0,0,25,8,3
1344,61,55,15,9,0,0,29,12,3
1063,61,67,18,33,0,0,18,8,3
1431,61,59,15,26,0,0,25,8,3
1159,72,57,10,27,0,0,32,19,3
1450,65,64,10,34,0,0,21,8,3
1421,69,70,8,28,0,0,35,28,3
1322,80,65,7,33,0,0,32,8,3
1070,69,54,12,28,0,0,37,16,3
1329,61,63,5,34,0,0,29,8,3
1450,65,64,10,34,0,0,21,8,3
1450,65,64,10,34,0,0,21,8,3
516,54,58,16,33,0,0,34,8,3
367,54,54,21,30,0,0,38,8,3
1397,56,58,19,25,0,0,24,8,3
37,62,59,20,23,0,0,23,8,3
700,62,58,5,25,0,0,36,8,3
1393,76,51,30,20,0,0,33,8,3
367,54,54,21,30,0,0,38,8,3
1063,61,67,18,33,0,0,18,8,3
1413,69,70,8,28,0,0,35,28,3
238,57,68,21,27,0,0,35,8,3
1234,61,55,22,26,0,0,36,8,3
699,62,56,13,22,0,0,29,8,3
1337,64,67,18,28,0,0,37,11,3
1070,69,54,12,28,0,0,37,16,3
1368,59,58,13,30,0,0,29,14,3
492,73,66,14,67,0,0,35,49,3
336,58,57,25,22,0,0,37,8,3
722,58,74,10,21,0,0,34,18,3
1033,69,51,27,15,0,0,31,8,3
1405,61,53,13,16,0,0,33,29,3
1357,58,58,10,17,0,0,35,8,3
1398,64,58,25,16,0,0,29,8,3
1384,67,77,10,18,0,0,31,8,3
1337,64,67,18,28,0,0,37,11,3
1450,65,64,10,34,0,0,21,8,3
1368,59,58,13,30,0,0,29,14,3
700,62,58,5,25,0,0,36,8,3
1384,67,77,10,18,0,0,31,8,3
1419,54,58,15,34,0,0,28,17,3
1070,69,54,12,28,0,0,37,16,3
1405,61,53,13,16,0,0,33,29,3
1063,61,67,18,33,0,0,18,8,3
1033,69,51,27,15,0,0,31,8,3
1143,63,64,20,23,0,0,40,8,3
1324,53,51,14,6,0,0,36,8,3
336,58,57,25,22,0,0,37,8,3
1143,63,64,20,23,0,0,40,8,3
1397,56,58,19,25,0,0,24,8,3
1337,64,67,18,28,0,0,37,11,3
1419,54,58,15,34,0,0,28,17,3
344,75,62,12,44,0,0,32,17,3
1421,69,70,8,28,0,0,35,28,3
1450,65,64,10,34,0,0,21,8,3
1234,61,55,22,26,0,0,36,8,3
1033,69,51,27,15,0,0,31,8,3
1144,64,68,21,21,0,0,34,8,3
37,62,59,20,23,0,0,23,8,3
1413,69,70,8,28,0,0,35,28,3
29,64,73,14,36,0,0,36,19,3
1357,58,58,10,17,0,0,35,8,3
1234,61,55,22,26,0,0,36,8,3
699,62,56,13,22,0,0,29,8,3
1033,69,51,27,15,0,0,31,8,3
492,73,66,14,67,0,0,35,49,3
1397,56,58,19,25,0,0,24,8,3
492,73,66,14,67,0,0,35,49,3
1357,58,58,10,17,0,0,35,8,3
1393,76,51,30,20,0,0,33,8,3
1397,56,58,19,25,0,0,24,8,3
1344,61,55,15,9,0,0,29,12,3
1337,64,67,18,28,0,0,37,11,3
1159,72,57,10,27,0,0,32,19,3
1063,61,67,18,33,0,0,18,8,3
304,62,55,10,20,0,0,33,8,3
1332,55,64,19,35,0,0,34,8,3
1357,58,58,10,17,0,0,35,8,3
1031,61,71,22,24,0,0,28,8,3
743,62,54,22,23,0,0,34,8,3
1344,61,55,15,9,0,0,29,12,3
1413,69,70,8,28,0,0,35,28,3
1450,65,64,10,34,0,0,21,8,3
1413,69,70,8,28,0,0,35,28,3
1337,64,67,18,28,0,0,37,11,3
367,54,54,21,30,0,0,38,8,3
1234,61,55,22,26,0,0,36,8,3
37,62,59,20,23,0,0,23,8,3
367,54,54,21,30,0,0,38,8,3
367,54,54,21,30,0,0,38,8,3
1397,56,58,19,25,0,0,24,8,3
1450,65,64,10,34,0,0,21,8,3
29,64,73,14,36,0,0,36,19,3
700,62,58,5,25,0,0,36,8,3
1413,69,70,8,28,0,0,35,28,3
1397,56,58,19,25,0,0,24,8,3
1405,61,53,13,16,0,0,33,29,3
700,62,58,5,25,0,0,36,8,3
1393,76,51,30,20,0,0,33,8,3
1344,61,55,15,9,0,0,29,12,3
123,59,55,16,24,0,0,29,8,3
1368,59,58,13,30,0,0,29,14,3
1431,61,59,15,26,0,0,25,8,3
1431,61,59,15,26,0,0,25,8,3
1322,80,65,7,33,0,0,32,8,3
1384,67,77,10,18,0,0,31,8,3
1337,64,67,18,28,0,0,37,11,3
1419,54,58,15,34,0,0,28,17,3
743,62,54,22,23,0,0,34,8,3
1368,59,58,13,30,0,0,29,14,3
1431,61,59,15,26,0,0,25,8,3
1450,65,64,10,34,0,0,21,8,3
1421,69,70,8,28,0,0,35,28,3
1419,54,58,15,34,0,0,28,17,3
626,60,61,13,24,0,0,24,8,3
1159,72,57,10,27,0,0,32,19,3
743,62,54,22,23,0,0,34,8,3
349,68,51,14,71,0,0,29,36,3
1324,53,51,14,6,0,0,36,8,3
1033,69,51,27,15,0,0,31,8,3
1450,65,64,10,34,0,0,21,8,3
1070,69,54,12,28,0,0,37,16,3
1368,59,58,13,30,0,0,29,14,3
626,60,61,13,24,0,0,24,8,3
336,58,57,25,22,0,0,37,8,3
349,68,51,14,71,0,0,29,36,3
700,62,58,5,25,0,0,36,8,3
722,58,74,10,21,0,0,34,18,3
700,62,58,5,25,0,0,36,8,3
1419,54,58,15,34,0,0,28,17,3
528,68,72,23,51,0,0,9,8,3
1234,61,55,22,26,0,0,36,8,3
1398,64,58,25,16,0,0,29,8,3
1234,61,55,22,26,0,0,36,8,3
1329,61,63,5,34,0,0,29,8,3
1421,69,70,8,28,0,0,35,28,3
626,60,61,13,24,0,0,24,8,3
344,75,62,12,44,0,0,32,17,3
1450,65,64,10,34,0,0,21,8,3
1070,69,54,12,28,0,0,37,16,3
1234,61,55,22,26,0,0,36,8,3
1033,69,51,27,15,0,0,31,8,3
1063,61,67,18,33,0,0,18,8,3
344,75,62,12,44,0,0,32,17,3
516,54,58,16,33,0,0,34,8,3
528,68,72,23,51,0,0,9,8,3
344,75,62,12,44,0,0,32,17,3
367,54,54,21,30,0,0,38,8,3
349,68,51,14,71,0,0,29,36,3
1070,69,54,12,28,0,0,37,16,3
699,62,56,13,22,0,0,29,8,3
722,58,74,10,21,0,0,34,18,3
1324,53,51,14,6,0,0,36,8,3
1322,80,65,7,33,0,0,32,8,3
1393,76,51,30,20,0,0,33,8,3
1344,61,55,15,9,0,0,29,12,3
722,58,74,10,21,0,0,34,18,3
1405,61,53,13,16,0,0,33,29,3
1393,76,51,30,20,0,0,33,8,3
1450,65,64,10,34,0,0,21,8,3
516,54,58,16,33,0,0,34,8,3
1324,53,51,14,6,0,0,36,8,3
1159,72,57,10,27,0,0,32,19,3
1344,61,55,15,9,0,0,29,12,3
1431,61,59,15,26,0,0,25,8,3
1337,64,67,18,28,0,0,37,11,3
123,59,55,16,24,0,0,29,8,3
1368,59,58,13,30,0,0,29,14,3
1413,69,70,8,28,0,0,35,28,3
1397,56,58,19,25,0,0,24,8,3
1234,61,55,22,26,0,0,36,8,3
1070,69,54,12,28,0,0,37,16,3
