battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range(class)
13,1,2,1,1,0,28,8,58,0,12,103,142,1444,12,13,13,0,0,0,2
129,1,0,1,0,0,52,8,15,3,11,492,465,179,12,8,12,0,0,0,0
292,1,0,0,0,1,45,3,14,0,18,556,951,416,7,3,7,1,0,1,1
923,0,0,0,0,1,21,4,21,5,11,824,698,1535,14,6,11,1,0,0,3
456,1,20,0,4,1,56,0,52,4,14,72,557,325,12,1,14,1,0,0,0
629,0,1,0,4,0,57,2,6,1,6,1096,1033,1193,14,3,15,0,1,1,3
991,1,20,1,3,1,45,7,9,4,9,301,951,515,2,4,18,1,0,0,1
797,0,18,0,11,0,32,3,9,0,14,50,865,296,11,10,7,0,1,0,0
398,1,23,1,0,1,56,1,20,7,0,217,395,1497,12,12,7,1,1,1,3
390,0,1,1,2,1,42,4,19,2,3,196,1076,1345,9,5,10,1,1,0,3
493,1,8,0,2,0,17,2,84,6,9,719,656,701,4,4,7,1,1,0,1
556,1,0,1,0,1,9,1,10,3,0,707,805,42,9,9,12,1,0,1,0
415,0,2,1,9,0,49,4,44,3,15,1019,1039,130,7,8,4,1,1,0,0
877,0,25,1,5,1,18,8,24,6,17,197,291,312,6,10,8,1,0,0,0
861,0,20,0,0,1,19,1,90,6,0,551,268,1556,12,14,6,1,1,1,3
663,1,0,1,4,1,43,3,24,4,6,1135,1104,1128,12,8,13,1,0,1,3
45,1,0,0,10,0,9,3,2,4,14,462,238,725,5,4,14,1,1,1,1
710,1,21,1,13,0,17,5,66,6,19,304,778,563,4,4,17,0,0,0,1
269,1,11,1,13,0,46,4,107,6,18,282,713,674,12,2,16,1,0,0,1
431,0,8,1,5,0,25,0,11,3,16,1087,1039,467,0,1,9,0,1,0,1
140,1,0,0,11,0,1,2,11,5,15,871,654,138,2,6,17,0,1,0,0
235,0,8,0,14,0,41,8,97,5,15,89,7,129,7,6,5,1,1,1,0
696,0,11,1,5,0,47,1,113,2,20,971,683,1397,7,11,14,1,1,0,3
205,0,0,1,2,1,8,4,108,1,9,1045,913,1115,3,6,0,1,1,1,2
415,0,0,1,0,1,17,8,117,7,9,271,277,402,14,12,10,1,1,0,0
640,1,14,1,1,1,27,8,61,5,12,937,618,1046,10,2,5,1,1,1,3
922,1,25,0,3,0,18,5,108,5,5,436,80,1500,0,1,5,0,1,1,3
72,0,3,0,2,1,26,0,52,4,3,813,559,1171,11,4,2,1,1,1,2
741,0,21,1,5,0,55,4,44,1,12,534,92,300,6,4,14,0,1,1,0
9,1,1,1,12,0,48,0,95,2,16,111,85,533,4,7,6,1,0,0,0
654,1,1,1,3,0,44,2,7,6,12,852,941,41,12,0,10,1,0,1,0
344,1,0,0,15,0,51,9,51,7,19,251,108,1225,7,6,6,1,0,0,2
564,1,18,0,0,0,56,4,24,4,1,1053,901,1258,8,4,14,0,0,1,3
314,0,0,1,11,0,11,2,79,0,15,231,51,330,3,4,15,1,0,0,0
1063,1,5,0,16,1,32,0,77,1,17,887,979,202,13,2,0,1,0,1,1
1076,0,8,1,2,0,29,3,93,7,6,892,625,1005,3,2,5,0,0,0,3
1002,0,17,0,4,0,49,2,78,4,7,407,779,414,7,0,12,1,0,0,1
137,0,2,0,5,0,17,8,93,3,17,773,1096,993,11,3,3,0,0,1,2
204,0,21,1,7,0,4,0,20,1,10,620,719,293,8,6,16,0,1,1,0
27,1,9,0,0,1,51,6,55,2,0,467,147,404,10,10,5,1,0,1,0
864,0,13,0,0,0,51,9,106,5,0,921,514,592,2,5,4,1,0,0,2
821,0,12,1,3,1,31,8,31,1,19,115,303,113,4,0,5,1,1,0,0
638,0,0,0,4,0,50,4,87,3,19,401,117,1152,8,6,6,0,0,0,2
39,1,23,0,0,1,52,0,92,6,15,137,1045,501,1,1,17,1,0,1,0
533,0,0,0,1,1,26,4,59,0,7,1130,1089,910,8,11,8,1,1,1,3
366,1,0,0,12,0,61,6,99,7,18,1058,936,1448,6,1,5,0,0,1,3
1082,0,22,1,3,1,62,1,82,3,20,196,757,479,0,3,13,1,1,1,1
449,0,0,1,0,1,21,3,84,3,1,680,309,1350,2,4,5,1,0,0,3
869,0,0,1,1,0,57,4,17,3,3,396,942,1471,12,10,10,0,1,1,3
436,0,0,0,13,1,59,2,66,2,20,333,432,609,12,10,1,1,1,1,1
780,0,21,0,7,0,56,1,10,2,16,339,90,36,9,8,11,1,1,1,0
332,1,0,0,9,0,53,0,76,4,10,646,250,360,9,12,11,0,1,0,0
424,1,20,1,13,0,47,9,19,2,17,239,15,34,4,1,4,0,0,1,0
82,0,20,0,1,1,51,1,66,3,2,395,473,412,14,12,5,1,0,0,0
1,0,10,1,7,0,35,1,119,1,12,595,976,590,1,1,12,0,1,0,1
337,1,2,0,0,1,2,0,80,1,0,31,876,687,7,4,1,1,1,0,1
840,1,9,1,0,1,36,2,79,4,0,41,173,987,7,11,17,1,0,0,2
858,1,20,1,6,0,16,2,87,0,7,700,364,830,0,3,18,1,1,1,2
1081,1,0,1,3,0,41,9,7,5,10,295,126,1056,4,4,1,0,1,1,2
905,0,7,0,8,1,10,8,33,6,17,328,808,516,12,16,10,1,1,1,1
820,1,9,0,0,0,39,0,52,3,1,596,828,990,0,4,13,1,0,0,2
1054,1,9,0,7,0,55,2,65,6,11,770,493,45,0,3,17,0,0,0,0
866,0,12,0,1,0,11,8,17,2,2,146,200,119,0,0,2,0,1,1,0
142,0,20,1,0,0,55,7,51,6,3,360,1079,1449,12,1,2,0,1,0,3
440,0,12,0,1,1,58,3,119,1,13,554,672,414,1,0,1,1,1,1,0
450,0,23,0,0,0,26,5,104,2,4,1070,1078,493,9,10,1,0,1,0,1
3,1,0,1,2,1,44,8,92,4,14,235,961,757,8,5,6,1,0,0,1
476,0,0,0,12,1,12,6,76,6,14,211,967,146,3,3,2,1,1,1,0
890,0,16,0,2,1,61,5,5,6,8,1039,1103,918,14,13,5,1,0,1,3
853,0,23,1,0,1,50,1,9,2,7,1028,849,731,2,0,4,1,0,0,2
1053,0,23,1,5,1,16,1,55,1,14,407,52,245,11,2,1,1,0,0,0
530,1,23,1,3,0,37,7,70,6,14,878,925,600,5,0,10,0,0,0,1
23,0,6,0,10,0,61,6,109,6,14,114,1034,1121,12,1,17,0,1,0,2
405,0,16,0,4,0,3,4,74,4,13,353,405,1433,1,4,11,1,0,0,3
56,0,7,0,1,0,28,7,82,7,5,698,294,1065,6,6,14,0,1,1,2
1061,1,16,0,1,0,5,1,85,6,9,716,279,1463,6,9,4,0,1,1,3
130,1,12,1,3,1,20,0,8,0,5,505,428,741,2,2,15,1,1,0,1
164,0,2,1,0,1,19,7,8,0,7,441,242,632,12,11,7,1,0,1,1
272,0,12,0,3,1,33,2,23,2,7,563,971,690,7,8,11,1,1,1,1
36,0,14,1,1,0,35,3,74,4,4,313,31,1029,12,3,8,1,1,0,1
94,1,4,0,1,1,1,0,22,7,7,1110,950,1356,11,13,1,1,0,1,3
934,0,2,1,11,0,25,3,74,4,13,498,159,477,11,3,17,1,0,1,1
883,1,2,1,0,0,17,0,57,1,3,348,102,411,8,2,5,0,0,0,1
230,0,0,1,1,0,62,9,26,3,7,29,590,1175,1,0,0,0,0,0,2
353,1,0,0,0,1,31,8,80,5,0,811,933,831,2,5,2,1,1,0,2
109,0,5,0,9,1,16,1,107,7,12,374,422,1008,2,5,16,1,1,1,1
1036,0,25,1,0,1,14,7,95,7,11,794,427,792,2,3,17,1,1,0,2
660,1,20,0,3,0,30,0,71,3,6,721,348,1201,14,18,1,1,0,0,3
739,1,2,1,4,0,26,1,44,0,5,771,503,475,9,5,15,1,0,1,1
66,1,20,0,16,1,49,5,31,0,17,204,629,1044,5,4,5,1,0,1,2
1060,0,0,1,5,0,16,6,111,5,20,51,405,160,2,4,6,1,1,1,0
996,0,0,1,3,0,15,6,9,5,6,1110,941,208,12,3,7,1,0,1,1
395,1,0,0,7,0,40,0,31,2,8,605,829,286,11,9,4,0,1,0,0
946,0,0,0,6,0,21,6,43,5,19,366,859,1060,7,6,18,1,1,1,3
872,1,0,0,5,1,21,1,12,5,7,107,17,236,2,3,15,1,1,0,0
434,1,0,0,4,0,43,4,117,0,5,146,545,134,4,1,8,1,1,0,0
664,0,21,0,1,0,25,5,57,3,20,666,786,27,0,2,6,0,0,1,0
841,1,20,0,2,0,39,0,8,6,18,656,753,128,7,0,7,0,1,1,0
752,0,2,1,1,0,58,7,117,6,12,594,237,565,14,0,0,1,0,1,1
616,0,5,0,0,1,29,5,6,6,1,801,840,1044,10,5,8,1,1,0,3
507,1,18,0,13,0,6,4,118,2,14,320,317,278,4,6,11,1,1,0,0
15,1,19,0,0,1,60,5,48,5,0,418,151,947,11,12,5,1,1,1,1
690,0,3,1,3,1,8,1,64,0,12,1054,1017,331,5,0,6,1,1,1,1
13,0,6,1,0,1,37,3,11,4,7,704,663,247,3,0,8,1,1,1,0
776,0,3,1,8,0,57,8,31,2,16,960,646,1416,10,2,13,1,0,1,3
591,1,3,1,0,0,22,8,76,5,0,93,958,1482,9,13,15,0,1,0,3
1013,1,0,1,1,0,21,0,99,7,3,926,687,532,10,7,15,0,1,0,2
422,0,20,0,3,0,12,1,25,4,4,465,582,737,2,5,12,0,0,0,1
22,1,21,0,1,0,38,8,38,5,2,677,430,414,11,11,0,0,1,0,0
396,1,23,1,7,0,31,5,49,3,13,34,558,654,12,16,13,1,0,1,1
606,0,6,0,11,0,35,6,46,6,20,867,839,787,5,1,2,1,0,0,2
968,0,6,1,0,0,12,6,24,4,1,136,414,924,13,6,5,1,1,1,2
897,1,0,0,1,1,53,0,60,4,3,608,185,973,8,10,5,1,1,1,2
994,0,21,0,0,1,28,3,72,0,13,131,276,478,10,3,17,1,0,0,1
607,0,0,0,8,0,53,8,66,2,15,901,763,622,1,2,9,1,0,1,1
837,1,0,1,6,1,2,0,25,2,12,531,618,182,5,3,10,1,0,0,0
81,0,10,0,9,1,16,8,82,1,14,276,111,847,10,9,6,1,0,0,1
547,1,1,0,2,0,28,6,25,4,3,277,689,1019,12,8,5,1,0,0,2
875,1,3,0,8,1,56,7,56,1,10,774,577,639,13,3,15,1,0,0,2
258,1,21,0,0,1,56,0,43,3,15,890,1095,822,11,8,11,1,0,0,2
655,1,20,1,3,0,60,8,10,3,13,180,828,290,9,13,16,1,0,0,0
142,1,10,0,0,0,0,9,9,2,2,227,272,55,0,2,6,1,1,1,0
206,1,20,1,1,1,8,0,105,6,14,376,781,617,14,3,16,1,1,1,1
476,0,15,0,6,1,33,7,79,4,16,809,985,1241,11,15,14,1,0,0,3
641,0,0,1,2,1,33,0,114,1,3,189,200,703,10,13,13,1,1,1,1
960,1,3,0,4,0,59,8,50,6,9,212,939,1025,3,3,5,0,1,1,3
867,0,0,0,0,1,58,0,10,3,0,72,398,79,10,1,9,1,1,0,0
183,0,10,0,1,0,12,2,98,4,13,281,69,681,14,11,7,1,1,1,0
851,1,0,1,13,1,30,6,94,0,20,969,1028,429,12,4,18,1,1,0,1
12,1,2,0,4,0,55,0,106,2,7,136,599,187,1,0,18,1,1,1,0
641,1,8,1,2,0,10,0,25,0,13,734,880,1096,12,1,10,0,0,0,3
359,1,13,1,4,1,53,6,44,0,12,38,415,626,3,5,8,1,0,1,1
730,1,20,1,11,0,45,6,58,1,13,96,487,275,13,6,3,0,0,0,0
561,0,21,0,1,0,16,3,6,6,2,918,808,57,11,8,1,1,1,1,0
651,0,19,1,0,0,44,0,58,6,1,920,617,894,2,3,13,0,0,1,2
227,0,18,0,3,0,43,7,81,0,9,448,600,1311,10,6,11,0,1,1,3
754,0,18,0,1,0,41,7,102,1,11,292,336,1385,9,4,14,0,0,0,3
187,1,1,1,5,0,33,7,22,7,10,73,768,920,9,1,14,1,1,0,1
896,1,14,1,0,1,57,6,68,5,0,109,253,1226,1,1,7,1,1,0,3
65,0,0,1,1,0,55,2,108,1,5,943,652,1405,10,4,9,1,1,1,3
615,1,16,1,0,0,34,3,27,7,1,403,54,805,13,14,13,0,1,0,1
209,1,8,1,1,0,62,1,8,1,7,310,75,1496,12,10,7,0,0,0,3
0,1,0,1,14,0,20,4,94,5,20,199,838,1167,12,3,15,0,0,0,2
534,1,13,1,2,1,42,1,59,1,9,527,150,161,6,4,12,1,1,1,0
1069,0,11,1,11,1,56,2,0,7,19,555,283,886,9,12,0,1,1,0,2
91,1,17,1,0,1,61,8,58,1,1,702,950,972,9,3,3,1,1,0,2
749,0,24,0,11,1,44,7,78,3,17,581,586,1086,12,14,0,1,1,1,3
380,0,17,0,8,0,14,5,73,7,10,802,688,1194,12,12,18,0,1,0,3
756,0,8,1,15,1,33,0,93,4,20,93,622,1213,9,9,4,1,0,1,3
995,0,16,0,4,1,39,3,64,7,5,231,1081,1038,10,8,9,1,0,0,3
891,1,16,1,1,0,10,8,106,0,6,391,493,547,4,4,3,1,0,1,1
134,1,16,1,9,1,7,0,51,2,11,1026,741,910,9,2,15,1,0,0,2
441,1,14,0,4,0,52,6,27,2,9,521,517,1017,4,3,7,1,0,1,2
102,1,1,1,1,1,48,2,17,4,13,160,352,765,8,12,10,1,0,0,1
91,0,1,0,8,0,14,1,63,0,14,868,810,829,11,15,2,0,1,0,2
850,0,0,1,13,0,3,8,99,7,18,338,559,244,11,6,8,1,1,1,0
769,1,7,1,0,1,50,0,25,6,9,410,165,1077,8,10,1,1,1,1,2
1074,1,14,1,2,0,29,8,71,0,17,647,815,1147,8,5,17,0,0,1,3
245,1,2,0,2,1,60,6,54,7,9,1046,733,971,11,12,16,1,0,1,2
741,1,13,1,0,0,8,5,94,3,1,122,38,1021,11,5,11,1,0,1,2
744,1,13,1,3,1,53,7,49,4,6,385,937,437,6,9,9,1,1,1,1
688,1,20,1,2,0,7,1,75,7,16,617,706,137,7,11,6,0,0,0,0
618,0,10,0,1,0,12,4,110,0,3,356,40,751,3,1,3,1,1,0,1
49,0,25,1,1,0,6,6,50,1,3,702,917,814,4,2,12,1,0,1,1
316,0,1,1,1,0,58,0,3,1,3,931,529,354,5,0,4,0,0,1,0
663,1,12,0,2,0,8,1,120,5,6,264,814,1090,0,4,13,0,1,0,2
245,0,19,0,10,0,53,4,6,5,12,140,538,350,7,11,1,1,1,0,0
222,0,0,1,3,0,41,5,73,4,6,449,168,1160,12,13,2,0,1,0,2
1034,0,8,0,3,0,22,9,6,3,4,720,560,929,4,2,13,1,1,0,2
510,1,25,0,10,0,54,3,116,2,17,572,268,898,14,11,12,1,1,0,2
301,1,7,1,10,1,29,7,32,2,11,557,373,1072,8,3,17,1,0,0,2
577,0,19,0,1,1,49,9,60,6,2,405,0,760,3,0,8,1,0,0,1
823,0,21,1,0,1,0,5,102,3,0,929,671,854,5,1,0,1,1,0,2
1034,0,5,1,5,1,12,8,74,3,6,14,19,951,8,0,14,1,0,1,2
980,1,14,1,3,1,10,8,118,5,11,247,1082,214,2,6,12,1,0,1,0
173,1,10,0,0,1,30,9,51,6,1,674,642,683,14,13,5,1,0,1,1
651,0,10,1,0,1,42,0,38,5,1,141,993,485,2,1,6,1,1,1,1
282,0,8,1,9,1,44,7,55,0,14,387,107,1240,9,12,4,1,0,0,2
147,1,19,0,11,1,33,1,23,2,13,455,217,727,9,11,2,1,0,1,1
375,1,5,1,2,0,0,5,22,7,14,742,397,615,2,5,13,0,0,0,1
742,0,6,1,2,1,36,2,36,4,6,662,676,1265,2,1,6,1,1,1,3
358,0,15,1,1,0,18,7,112,6,3,351,47,519,6,3,6,1,1,0,0
664,1,17,1,0,1,47,4,21,3,1,106,288,839,8,0,10,1,1,0,1
894,0,3,0,2,0,59,2,92,4,3,165,111,1534,12,11,18,0,1,1,3
788,1,0,0,0,0,48,8,68,7,15,253,276,89,12,4,2,1,0,1,0
435,0,3,0,10,1,19,0,80,6,15,967,622,813,10,6,10,1,0,1,2
3,0,23,1,0,0,38,4,98,2,0,531,505,96,1,0,14,1,0,0,0
480,0,22,0,13,1,26,1,0,7,18,319,183,936,5,0,7,1,1,1,2
1026,0,9,0,0,0,27,5,66,6,2,280,96,1115,3,7,0,1,1,1,2
273,0,7,1,8,0,57,0,79,2,9,667,970,881,11,11,17,1,0,1,2
1041,1,15,0,11,0,14,7,106,7,12,1132,1048,640,12,3,11,0,0,1,2
269,1,8,1,8,1,38,6,90,2,13,1069,798,1078,8,7,18,1,1,1,2
562,1,24,0,9,1,40,8,102,5,17,303,308,294,6,5,18,1,1,0,0
365,1,13,1,0,1,25,0,87,3,1,18,178,464,12,10,3,1,0,0,0
93,0,2,0,0,1,7,2,47,1,0,80,8,1523,8,1,3,1,0,1,2
550,1,9,0,8,0,42,1,102,6,20,593,370,679,9,1,12,0,0,0,1
196,1,0,0,9,1,49,2,24,4,12,229,567,1089,6,6,7,1,1,1,2
437,1,11,0,12,0,13,0,32,7,14,747,615,222,7,2,14,1,1,1,0
232,0,15,1,4,0,49,2,5,5,12,793,576,1327,0,4,4,1,0,1,3
91,1,0,1,2,1,55,1,8,2,7,722,296,899,13,15,15,1,1,1,1
40,1,17,1,0,1,16,6,56,1,1,972,1024,1259,7,10,18,1,0,0,3
130,1,17,1,2,0,1,3,4,1,9,871,545,1035,14,2,7,1,1,1,2
48,0,15,1,3,0,45,2,35,6,12,175,132,1143,9,4,13,1,0,0,2
791,0,10,1,12,1,12,4,107,3,15,841,442,1079,1,5,2,1,0,0,3
388,1,16,1,2,1,9,0,41,1,9,454,545,893,6,7,14,1,0,0,2
305,1,0,1,9,0,28,3,17,2,10,244,201,152,7,0,2,1,1,1,0
1001,0,0,0,0,1,5,5,24,3,1,731,376,1125,4,0,1,1,1,0,3
707,1,13,1,0,1,22,0,66,5,0,274,101,1456,7,10,3,1,0,0,3
565,0,10,1,0,0,0,8,81,0,1,959,956,277,10,13,18,0,1,0,1
157,0,14,0,11,1,11,0,1,7,15,485,679,94,12,11,3,1,1,1,0
899,0,23,0,0,1,60,6,78,0,0,526,783,40,5,6,12,1,0,0,0
593,1,17,0,0,1,38,7,36,6,1,275,1003,1151,4,8,15,1,1,1,3
462,0,0,0,0,1,7,8,70,5,2,982,941,766,4,5,14,1,0,1,2
393,1,22,0,11,0,54,2,45,7,13,426,81,1177,9,8,3,0,1,1,2
584,1,0,0,5,0,60,0,76,5,7,182,392,268,10,3,8,1,1,0,0
178,1,18,1,7,1,37,5,108,6,11,902,780,1420,14,3,13,1,1,1,3
9,0,2,1,1,1,50,6,100,1,10,22,189,1499,3,3,5,1,0,1,2
432,1,0,1,10,0,9,4,87,2,14,398,52,215,9,4,9,0,1,0,0
316,1,17,1,12,1,8,0,90,6,18,964,718,1197,3,2,9,1,1,0,3
387,1,0,0,4,1,35,6,67,0,8,430,39,1065,3,6,10,1,0,1,2
456,0,13,1,0,0,25,8,21,0,8,1049,796,29,9,5,9,1,1,0,0
583,0,23,1,2,0,58,7,107,7,6,995,990,500,8,1,18,0,1,1,1
375,1,23,1,7,1,0,5,35,6,15,223,992,836,14,8,11,1,0,0,2
896,0,13,1,16,0,32,0,60,1,17,117,278,897,12,15,17,1,0,1,2
455,1,23,1,0,0,47,4,105,1,2,845,422,668,3,4,3,1,1,1,1
156,0,14,0,0,0,24,2,36,6,1,170,83,504,5,6,14,1,1,1,0
294,0,2,0,2,1,56,0,43,1,3,126,179,1261,7,7,0,1,0,0,2
22,0,19,0,1,0,30,2,8,5,20,39,371,306,12,7,4,0,1,0,0
708,1,15,1,0,0,33,4,25,2,0,209,18,1001,12,16,2,1,0,1,2
415,0,22,1,0,1,43,5,114,4,1,759,740,632,12,7,7,1,0,1,1
714,0,0,0,6,1,55,6,4,2,12,111,196,968,13,4,12,1,0,0,2
741,0,20,1,11,1,39,9,16,3,20,151,174,699,2,0,7,1,1,1,1
433,0,14,1,2,1,20,2,116,7,14,198,224,673,3,5,2,1,1,1,1
952,1,11,1,0,0,48,0,106,4,2,663,429,1403,6,7,14,0,0,1,3
97,0,13,0,2,0,18,7,62,2,8,175,4,279,12,6,12,0,0,0,0
359,1,2,0,13,1,49,3,52,2,15,568,222,875,5,1,18,1,0,1,1
1014,0,0,0,2,1,3,6,54,0,11,612,607,229,10,4,4,1,1,0,1
225,1,12,1,0,1,56,8,88,2,10,65,773,1297,2,6,0,1,0,0,2
160,1,11,0,7,1,0,3,101,7,9,931,643,101,5,6,2,1,1,1,0
272,0,20,0,10,1,22,6,68,3,15,1005,643,1548,8,8,10,1,1,0,3
495,0,4,0,1,0,9,9,101,3,7,765,1050,682,3,5,9,1,1,1,1
62,0,0,0,8,0,30,6,27,2,11,831,889,1130,1,1,18,0,1,1,2
1017,0,13,1,3,1,54,1,105,6,4,376,173,769,5,5,17,1,1,1,2
479,0,2,1,1,1,27,6,43,1,20,261,962,554,12,9,13,1,0,1,1
692,1,0,0,5,1,55,5,101,7,12,673,707,1154,10,7,16,1,0,1,3
953,1,9,0,5,0,49,8,83,6,10,166,1018,930,6,9,9,0,0,0,2
356,0,0,1,3,1,7,7,60,2,20,453,148,256,13,15,14,1,0,0,0
60,1,16,1,0,0,22,3,55,3,5,343,297,1368,7,11,6,1,0,1,2
558,1,15,0,0,0,3,3,66,5,3,773,817,707,4,6,2,1,1,1,2
543,0,0,0,2,0,25,0,7,7,5,230,73,916,9,0,6,1,1,1,2
12,1,11,0,7,1,35,0,92,0,9,774,907,1294,7,8,3,1,1,1,3
734,0,21,0,0,1,54,8,104,2,1,1029,806,3,9,4,18,1,1,0,0
167,0,0,1,6,1,4,3,114,3,9,1032,1099,122,3,4,6,1,0,1,0
80,1,20,1,3,0,33,6,46,2,16,587,407,1431,8,1,7,0,0,1,3
673,1,20,0,2,1,53,3,29,0,7,649,388,967,0,1,1,1,0,0,2
953,1,12,1,0,1,62,5,81,0,3,898,1070,140,5,2,16,1,1,0,1
527,0,5,0,4,0,14,0,50,3,8,385,721,999,2,1,13,0,0,1,2
148,0,22,1,5,1,18,3,93,1,6,408,723,2,7,6,2,1,1,1,0
163,1,0,1,4,0,8,5,118,0,5,180,440,188,5,7,13,0,1,0,0
621,1,15,1,5,0,34,2,65,5,6,398,175,965,14,1,10,0,1,0,2
485,1,21,1,0,0,59,2,8,0,6,869,854,1494,6,10,15,0,1,0,3
58,1,0,0,9,1,60,2,90,4,13,531,459,1130,10,12,3,1,1,1,2
1070,1,0,1,0,0,38,2,106,6,19,415,312,139,3,7,15,1,1,0,0
935,1,0,1,5,1,53,4,6,6,7,35,87,59,9,7,12,1,0,1,0
765,1,20,0,2,1,30,0,34,4,3,271,648,270,11,5,15,1,1,1,0
797,1,4,0,4,1,2,4,5,0,19,723,467,776,3,3,13,1,1,0,2
545,0,11,0,0,0,37,0,66,1,9,1052,932,1240,8,1,15,0,0,1,3
1089,1,3,1,2,1,5,5,8,7,4,567,152,85,6,8,4,1,1,0,0
533,0,18,0,7,1,33,3,72,6,19,640,1031,1004,14,16,12,1,1,1,2
359,1,11,1,11,1,22,5,76,7,17,521,128,1073,11,13,3,1,0,1,2
498,1,7,0,5,1,48,9,64,3,20,753,550,525,2,3,18,1,1,1,1
164,0,23,0,10,0,57,7,33,5,13,916,650,656,6,9,1,1,1,0,1
849,1,11,1,0,0,45,7,59,7,15,1102,1019,269,11,0,3,1,1,0,1
25,1,20,0,1,1,19,2,84,6,9,293,723,1030,2,5,16,1,1,0,2
773,1,0,1,0,0,18,4,46,1,0,1077,1056,175,9,9,11,1,1,1,1
1044,0,0,0,0,1,27,5,44,4,9,668,264,86,4,2,4,1,0,1,0
3,1,23,1,2,0,52,3,83,1,10,927,769,890,12,11,0,1,0,0,2
308,0,12,1,1,1,39,2,23,0,14,365,466,833,10,3,16,1,1,0,1
595,0,13,1,2,0,41,4,33,4,3,146,77,1313,11,13,3,0,1,1,3
312,1,0,0,1,1,29,4,8,5,2,358,306,1307,14,2,11,1,1,0,3
159,0,20,1,1,0,47,5,19,5,3,883,923,58,0,0,8,1,0,1,0
426,0,5,0,6,0,50,8,46,1,20,753,718,184,14,18,17,1,1,1,0
393,0,1,0,5,1,4,0,56,5,8,48,33,1220,10,7,5,1,0,1,2
901,0,0,0,4,0,11,6,105,5,12,663,275,1177,2,1,8,1,0,0,3
690,1,0,1,0,0,50,5,25,5,0,175,325,734,0,1,8,0,1,0,1
996,1,0,1,14,0,47,1,59,6,18,65,652,1197,11,15,3,1,1,0,3
936,0,11,1,5,0,5,0,21,3,6,567,218,587,4,4,1,0,1,1,1
435,0,9,0,0,0,58,7,101,0,17,344,15,112,10,12,10,1,0,0,0
769,0,0,1,1,1,18,7,92,7,10,574,872,1326,11,11,4,1,1,0,3
679,1,18,0,8,1,25,8,73,6,12,1083,850,1515,13,16,0,1,0,1,3
182,0,13,0,1,0,10,1,43,0,11,759,468,362,2,6,17,0,1,1,0
133,0,17,0,1,1,37,1,4,0,5,712,370,747,8,7,4,1,0,0,1
2,1,13,1,1,1,11,6,51,0,4,1049,881,1180,14,6,7,1,0,1,3
381,0,10,0,13,1,5,6,16,2,18,717,819,375,8,9,6,1,0,1,1
296,0,5,1,3,1,2,2,31,0,4,1009,718,342,7,10,2,1,1,1,1
957,1,3,0,4,1,17,8,63,1,5,839,918,891,9,1,3,1,0,0,2
732,0,1,1,1,1,52,3,54,2,2,183,990,1284,2,3,9,1,0,1,3
402,0,24,0,7,0,40,8,46,5,17,356,557,460,12,0,12,0,0,1,0
1050,1,13,1,0,1,29,7,7,3,10,872,630,966,2,3,6,1,0,0,3
492,0,2,1,1,1,23,7,11,1,8,862,711,12,14,7,1,1,0,1,0
97,1,11,1,3,1,10,1,51,6,17,379,234,927,12,1,8,1,0,0,1
799,0,22,0,4,1,44,5,38,0,5,229,410,670,11,9,0,1,0,1,1
895,1,10,1,4,1,4,8,90,0,15,501,357,1338,1,4,8,1,1,1,3
65,0,9,1,10,1,6,4,62,7,14,94,71,1207,4,7,8,1,0,1,2
744,0,19,0,2,0,35,1,76,7,3,258,46,213,10,0,12,1,1,0,0
281,0,2,0,2,0,21,0,30,6,7,254,596,221,9,5,4,0,0,0,0
799,0,1,0,12,0,56,3,90,0,13,958,925,1395,12,2,15,0,1,1,3
673,0,11,0,4,1,10,6,94,4,16,1069,883,435,9,9,3,1,0,0,1
637,0,9,0,5,1,4,1,78,5,8,1015,952,1431,8,10,9,1,1,0,3
84,1,0,0,4,1,8,0,1,5,6,91,759,691,11,3,16,1,1,1,1
253,0,7,1,5,1,13,2,98,5,8,448,911,1002,7,2,4,1,1,0,2
361,0,15,0,2,1,10,2,78,4,6,929,874,723,6,9,8,1,0,0,2
887,1,13,0,0,1,7,7,20,1,1,556,240,1157,13,16,4,1,0,0,3
64,1,13,0,0,1,17,2,88,2,0,879,827,93,7,8,2,1,1,0,0
269,1,8,1,1,1,47,6,61,5,13,587,345,1501,11,14,18,1,1,1,3
753,1,23,1,10,1,26,1,85,4,15,661,403,364,7,1,5,1,0,1,1
88,1,0,1,7,0,56,4,50,4,8,819,1075,692,9,5,3,1,0,0,1
307,1,23,1,6,1,44,3,4,3,11,805,591,258,3,4,2,1,1,1,0
571,1,7,0,10,1,58,5,92,6,14,951,744,1193,6,4,17,1,0,1,3
632,0,1,0,0,1,29,2,45,3,0,247,339,442,9,7,11,1,0,1,0
871,0,5,0,7,0,34,0,97,4,9,948,1057,508,3,6,8,0,0,0,2
67,1,0,0,1,1,57,6,66,7,4,634,1003,47,11,10,4,1,1,1,0
620,0,10,1,10,0,54,2,15,0,19,338,761,917,8,0,11,1,1,1,2
828,0,23,0,0,1,42,9,57,7,0,301,213,880,2,4,17,1,0,0,2
336,0,14,1,1,0,40,0,53,6,11,342,820,1428,5,0,5,1,1,0,3
430,0,9,1,10,0,0,0,73,6,20,175,670,992,2,5,11,1,0,0,2
