tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,class
5473,5423,8113,5000,9808,1216,2156,1448,9653,8981,8299,1958,9895,1
1592,6325,1796,1798,4620,2203,7472,5842,9097,7856,7732,5881,4747,1
6064,7447,6547,6033,243,9317,7039,8512,1999,6798,4705,8426,9298,1
1604,8832,3906,4672,2116,8254,4282,6647,7156,1570,3014,5449,2124,0
8694,985,6888,2752,2901,3351,5948,8575,2662,6363,6237,1329,2320,0
3685,6102,5169,6832,6438,2844,9955,246,4392,6781,1794,1145,5005,1
2818,5253,3793,9956,390,7561,6429,9923,8243,3957,8675,6985,7269,1
8599,6122,8093,4204,1214,6020,8484,6570,3071,999,7270,9155,7910,1
7348,9762,6378,7247,1829,3019,7241,9454,7403,9169,6211,6416,9883,1
64,350,8719,9929,9767,2674,333,2209,461,3839,8882,7470,5979,1
5555,7957,200,9952,7955,3942,321,6404,7957,2257,7838,3905,3248,0
5567,6393,1811,3556,2809,6678,4353,6995,7947,5238,6036,9766,9321,1
5935,7475,9699,6670,8958,1628,4960,2024,5967,8653,7865,634,9293,1
7783,9115,9435,7301,492,9661,6258,7453,8289,4289,6416,5017,9547,1
8424,6129,5977,3997,4333,5225,980,9673,7351,2902,6169,9728,9417,1
5469,7243,6740,4965,9357,5663,746,922,9814,2117,1967,845,6193,1
6664,9585,7586,6238,9253,2352,3686,1713,4858,9074,7354,9013,9933,1
7436,9545,1728,1018,2093,8630,9083,1509,4724,1080,2579,8564,467,0
2713,6350,9084,8023,2072,7534,8776,2944,2738,3426,643,8076,5636,1
3963,3381,2030,2931,1060,6965,7186,7283,1388,2115,6925,2671,1554,0
864,7935,4688,5757,8859,2865,5244,750,3900,3321,9983,3524,5896,1
3827,870,6494,9690,3175,9846,1653,5953,9268,9921,5851,9845,6463,1
9116,1592,1942,279,9952,712,126,2118,381,3787,2284,1618,949,0
3764,5079,5831,7901,3063,4997,7351,5271,3183,281,1517,7071,4239,1
873,380,6499,2917,7455,3569,5331,2626,7592,7365,1668,4819,2071,0
1465,5442,3390,1974,6539,4665,2173,6069,1840,5140,9641,2672,4820,1
3785,8654,7652,4746,6122,865,9649,2962,2545,8156,8000,1909,8480,1
613,7027,1464,4710,2156,5555,3577,9973,5439,7583,4189,4844,3326,0
4563,6855,120,3179,4440,7602,1901,6238,9843,7914,2644,9459,9022,1
4558,8434,7688,1634,1903,1512,8962,9070,4241,7277,5931,5376,7101,1
8976,5584,9467,6839,5124,1384,6372,7071,1635,3052,1754,5591,5114,1
720,9282,4128,321,1621,9952,5944,4181,6319,7842,8917,1118,3153,0
7351,5527,9315,4116,4985,1716,4449,8847,3176,3029,4646,9066,7325,1
6762,3231,449,7566,9114,6443,678,1058,2759,3940,4187,7963,4161,1
3006,2456,644,8993,4771,4360,6145,4810,6195,5166,579,9912,4544,1
5568,1559,454,2881,8667,7328,1489,429,1670,3168,2407,2807,632,0
6401,7798,1109,1221,9532,2139,3436,1046,1813,1132,9013,4460,166,0
4915,840,3205,7503,4567,6939,238,8399,2435,1209,8172,9628,6643,1
3582,1198,2853,1902,8427,937,6878,1912,5606,7270,4124,954,1517,0
5979,7545,1843,2889,2414,7904,9181,1586,7089,4811,4866,5675,6405,1
2875,3504,6149,239,5651,5761,3925,4430,7906,6750,4217,9320,4166,1
921,2971,7464,5257,2246,3611,9784,5553,7521,7954,8420,9988,8649,1
65,7275,4748,6581,4239,8486,3538,3973,1679,6442,6652,5777,7363,1
812,7479,967,3087,3387,6708,4481,5986,4949,716,6886,1327,1655,0
7199,2954,8495,956,7379,7859,375,3413,7293,9005,4063,1616,5957,1
2380,7982,4170,2877,349,8525,8917,6688,5311,2272,7902,7504,6552,1
3196,1129,1895,3370,136,8648,9251,7854,6775,8174,2340,9542,7339,1
1864,6255,8585,5815,8518,1375,5270,2873,9284,2338,2016,1918,2517,0
5250,5564,4178,4133,3872,7841,7755,902,7655,6241,9479,7950,9985,1
2402,9725,1925,5844,155,8756,8753,8113,7918,5979,47,9682,6557,1
669,9222,8670,1996,5639,2616,7716,3808,4309,1127,3663,8916,2504,0
7802,9644,4445,3958,9981,1252,553,364,4263,1246,3785,1977,3474,0
5263,6500,8808,9796,6577,8076,4338,430,7728,5575,1288,9852,9229,1
9376,7582,1946,5485,2670,8227,8074,1957,2805,4904,718,4558,4851,1
7352,6979,6858,6028,7009,2113,4184,5923,6356,2325,3635,965,6126,1
2773,5511,6479,7562,3048,4072,8055,5505,3126,5540,7667,8236,9339,1
2010,7893,4118,1399,2474,8710,724,9156,6697,1656,1228,6827,1881,0
1283,590,2022,4711,2029,9315,2464,7554,8117,3016,8259,6803,3732,1
3190,3553,9107,7475,9898,1310,516,1899,3118,3848,9797,1260,6074,1
3446,2330,8942,4085,1367,9222,7215,4208,779,7519,8229,8023,6188,1
8684,6282,5333,8672,3963,7125,4060,5186,8713,4971,4649,6343,9518,1
7540,2959,3643,5113,3205,2975,5357,9086,2038,6693,2188,3722,3405,0
7800,4866,3579,9955,6428,7779,1884,3397,9875,8269,2726,7873,9584,1
8065,214,7939,8167,4445,2940,9646,3148,1879,7840,6068,1453,1961,0
481,2161,5263,5368,3689,7494,4609,4682,2506,8514,1033,7650,3473,0
740,2634,2974,5709,1866,3775,8683,7171,1149,7756,2447,7676,4515,1
1815,5680,7963,267,3992,4784,8896,2657,7650,1712,7134,2991,1992,0
1537,7187,5938,2080,8360,1914,478,7448,1970,6714,9517,2572,7115,1
8532,3275,8893,4757,2422,9646,7712,1302,3718,6676,6518,168,5715,1
3909,2205,793,2279,1306,5242,8130,7449,2501,8596,2810,9976,5158,1
8746,3206,4694,5528,7091,2840,7475,1771,6046,6791,6399,5115,8491,1
6102,7637,3431,8061,6704,1187,6674,4794,5145,3014,8143,8870,9085,1
8321,7222,6296,798,9294,1454,5893,262,1827,22,7112,358,2851,0
2975,5077,8076,3246,900,8327,6628,6931,7395,8947,2355,3341,7353,1
7039,5724,6936,303,7381,1203,5780,4661,5424,4565,3435,4308,4554,1
7493,2974,193,4399,6040,6768,125,6673,2263,8617,5656,9223,5126,1
5195,866,2810,1151,9431,626,5734,702,4403,7959,9115,2231,2891,0
3753,4479,5848,9081,9020,2312,4273,1864,5855,9222,2905,7740,8878,1
3912,1113,1603,6992,262,5940,9038,9773,929,5690,8623,4163,1053,0
9220,633,6690,7905,3829,7093,8319,1145,2774,5626,2430,3169,1998,0
2093,8397,6869,5325,1491,4053,8351,7960,5882,4838,6024,3621,6518,1
5214,8178,1826,872,1429,8570,4328,7614,5776,3327,5149,2888,1999,0
6311,4284,4740,2291,9512,829,3735,2122,4870,9991,5362,8600,9573,1
4113,2789,4458,8138,7120,1982,9811,253,4075,6588,4774,5060,6216,1
7312,3045,8401,457,8566,3500,2827,3099,4876,6276,9730,9644,4930,1
5537,8269,3568,9584,4271,2693,6103,7158,9051,6684,4000,5774,9180,1
4736,3077,3150,6641,2585,4901,8249,5257,7184,7140,596,7788,8354,1
8377,8535,6164,374,7234,8678,962,2246,1193,7252,3326,7491,3274,0
8380,4062,4757,8498,5537,6947,6353,979,407,1204,6975,5317,4958,1
7511,4118,4733,9999,7153,6465,5221,301,1315,6267,9225,4281,7278,1
6354,9874,7606,7140,2863,2539,5904,9490,7048,1651,9763,2596,9042,1
5916,1069,3424,4560,5756,7438,3400,3134,4057,6545,9519,5988,7454,1
6589,841,1275,4157,1947,9673,8544,1261,8391,9697,9765,1037,2695,0
9720,9220,6645,9726,9100,333,1937,5945,7286,9328,3737,9790,9893,1
4000,8544,4537,6174,3642,6983,6032,3835,6876,9549,5386,4740,9389,1
5899,4423,615,537,9984,200,1642,268,2473,2502,3694,6690,319,0
7609,1709,8116,7525,4197,652,8632,6765,6117,4146,8820,6605,9045,1
6437,8534,2712,9417,9411,303,193,6642,5745,4377,5585,5084,7264,1
9398,9826,8647,5333,8186,3521,3294,3411,1889,8250,2254,7230,8167,1
2065,8400,6429,7416,6014,1021,6359,6219,9206,4875,1825,2975,4127,1
5977,941,5893,2039,2127,3412,9548,6195,1216,353,235,2818,587,0
1632,4646,2356,9154,1700,2531,8140,9267,7613,9153,3193,5219,4558,1
6474,1337,6391,5316,2101,6110,8612,4488,5523,8110,850,5524,4439,1
1455,6827,5828,8878,1771,8152,6764,4900,4104,2877,6137,9641,7610,1
7700,9760,2457,7611,5646,6780,4682,2661,1281,4542,6816,5970,5564,1
1755,5822,6975,1069,3204,9870,6265,1285,4492,6183,5525,189,4327,1
7487,7247,497,636,6136,6270,6002,1181,2172,5640,8472,4375,104,0
7972,4055,205,7607,8098,2299,476,7627,1915,2978,4096,8491,4021,1
5410,4484,7157,2680,5662,2636,8160,3311,9985,9663,7594,2996,9906,1
5641,9490,4538,181,933,7034,5137,9597,3378,83,8879,2015,2925,0
7024,4496,4851,3120,8900,2385,5412,954,5192,3332,6039,7826,8198,1
9985,1053,4324,1442,8591,2925,454,6000,2753,8329,3281,8695,707,0
2363,8182,4405,6516,2197,9269,7761,2005,1707,1740,7797,4951,5427,1
9545,8080,4191,3165,8065,1269,355,8844,5029,7752,3685,6238,7613,1
6162,2746,8698,8689,891,8955,6396,6555,6615,2008,3360,7883,8082,1
4901,2400,7894,9887,5645,5023,2177,6924,3749,7400,9217,9030,8858,1
420,2395,7210,5973,3688,1282,6284,9220,1364,521,2244,792,285,0
13,8897,8019,4402,1273,8279,4565,8071,8159,2803,7571,6821,3954,1
5232,3423,7433,9242,3329,6946,6203,4101,5253,9523,6167,9377,9532,1
2708,6470,1497,4541,678,5133,9679,7775,3068,1624,6043,3693,1177,0
6431,224,3131,4165,1116,6722,7224,7345,8103,7518,1362,5250,3345,0
6836,5475,8022,8718,4372,4864,5988,4984,1289,1897,7222,8115,8407,1
8728,3529,1673,9687,761,9539,4172,8547,5957,1344,9180,6470,4811,1
8908,6815,5085,6122,8899,780,4220,3751,5934,7236,9829,1601,9445,1
586,9581,7755,3389,6241,3028,1170,9128,7535,5535,851,5065,1111,0
5131,3091,7689,8786,6977,1486,4924,5846,6917,5949,5763,9136,9363,1
9301,6431,3100,5477,7832,1903,5299,3664,9888,8381,2691,5733,9452,1
6861,6085,684,4422,673,8571,5461,8568,2370,6280,9381,8117,5536,1
7875,463,3223,9208,3605,6469,3169,7262,4810,2051,1351,6427,4513,1
4415,2676,6503,3378,1991,7357,5408,6633,5615,8490,4678,71,5502,1
325,6505,9559,73,5311,2240,5166,7160,9207,1251,9436,4833,2174,0
2297,8605,8339,3348,3346,2997,5922,8311,66,779,5540,96,1885,0
99,2093,6293,333,3162,1273,8572,7631,4510,9110,5084,9748,1446,0
9482,7830,6593,799,3133,9801,7168,542,1791,484,3913,493,1214,0
658,3221,6002,488,232,8124,7734,9069,7275,6602,4547,8490,1867,0
330,8766,1762,4297,1685,6619,3981,9366,8165,8605,5366,3848,2952,0
5018,358,4560,758,6722,3190,5594,3827,5386,3891,7624,6334,3156,0
5256,3362,4712,2026,6912,8889,2324,1160,8909,5903,2709,5623,7836,1
5669,820,3746,117,8716,7090,521,1543,4823,1002,3358,7655,993,0
8695,8319,8149,2220,3411,7435,1280,8444,6609,2049,8848,6526,8067,1
3156,8748,8899,8195,5649,9110,3303,1707,8292,1180,4045,366,3210,0
4829,7398,6209,223,1520,9189,5602,5510,8644,4086,9344,5477,8014,1
8974,6309,9431,93,5996,7809,2099,3714,3861,5400,8641,1676,7279,1
1104,2176,9610,3090,5278,8365,4643,1597,9789,178,890,8799,172,0
5533,6735,2430,6852,7861,1824,6408,2594,716,2757,6235,3841,3133,0
8432,2401,6992,7110,6099,5617,7358,527,9157,3264,9234,2341,9040,1
5394,8485,6377,7314,237,8951,9910,6028,911,6493,8592,6705,9372,1
7114,8845,2486,4899,829,8367,9892,3794,5425,6720,3865,6485,8017,1
3957,547,3797,4570,9074,5016,506,2755,6367,6087,131,4603,1744,0
3938,1986,7456,3812,7466,988,5769,4729,7476,8101,1889,6739,7216,1
6911,7819,546,4833,681,9246,3490,9839,7628,2274,4079,2214,3920,1
7978,9395,8549,8854,3781,7852,7227,1531,6713,1161,8366,9445,9747,1
6259,6147,129,7035,7061,5043,1296,5792,9868,6827,5682,7292,8826,1
5721,9679,1492,8524,8593,1778,2830,4769,9899,3405,8199,9859,8645,1
3925,734,5523,4751,9047,4299,717,3333,7390,6295,7346,6560,8351,1
6564,4389,3489,6555,4274,3601,7210,5143,2103,3533,921,9132,6406,1
9857,1151,8097,7835,5792,4970,5848,3104,5274,2416,4159,6125,6807,1
4049,3819,7647,6935,5802,4165,2083,7659,2084,7432,8926,3783,8490,1
3036,8460,7791,6317,185,7519,9153,8709,7965,5954,6703,2715,8185,1
7110,2255,9809,6493,6886,3214,4414,4768,2557,7697,4524,6833,6257,1
2925,4192,731,8940,6979,2538,1233,8485,8347,261,504,6828,3023,0
660,6144,7121,7006,4698,8559,830,6027,1749,5146,3332,7237,6671,1
3209,6614,8413,7134,1711,6486,7320,6117,2457,7907,9697,5419,9551,1
1442,5362,5247,9162,5042,2269,9193,3465,5827,5738,4616,596,3418,0
5060,8844,2858,6300,7418,3122,671,7792,6181,9174,4362,4860,8777,1
5478,336,8419,6823,9317,2579,3067,1877,9787,4882,9186,6360,8955,1
4583,2675,7981,2609,2402,2122,7313,9255,9270,8466,3384,6602,8540,1
9304,5766,1461,5926,7330,3733,7468,539,2091,5966,8716,2744,3478,0
5815,2998,7019,3740,7814,565,4677,5649,6435,5258,6492,6255,8871,1
7491,9144,2770,2923,9938,697,673,1880,2546,9190,1406,3720,5658,1
5099,9396,7190,3399,5387,4792,2783,6895,8679,7543,352,9732,8534,1
3334,914,732,1956,733,4873,8030,9465,7491,9183,5541,4120,2920,0
3675,5959,5474,5093,9277,4041,1028,2604,9023,2,8712,119,6676,1
151,7823,3540,4601,2675,3525,5912,8814,9095,9998,4675,1158,3074,0
6494,64,2763,2482,3655,6320,4005,6512,7316,1554,4592,1964,2324,0
6995,104,4628,1675,5280,7560,3844,3198,5743,4218,3981,5266,1486,0
3674,1829,8805,2047,7485,625,2407,8431,8585,548,267,3798,1190,0
7474,3948,4057,804,8430,2226,371,7120,9880,5980,3793,8500,6000,1
869,3400,8311,4426,8163,4620,1821,3837,346,6533,6405,9100,7233,1
6896,7604,7910,3481,1827,2999,8617,8105,5370,1390,2100,7811,5708,1
3744,4796,4229,351,7784,4805,1089,5051,8652,1563,6473,7810,4956,1
8213,5667,6387,254,2033,5064,9761,4497,9509,7630,4446,917,8700,1
7052,4485,4176,6545,321,8270,8183,7871,9625,7329,7179,570,9357,1
9014,617,2323,1463,9520,2176,4239,244,6904,3881,8984,8701,2244,0
6815,1420,213,444,4456,6635,1110,7973,6135,1675,9973,7658,1236,0
4026,1435,180,6037,3865,7046,8772,695,2781,8963,4947,6499,1395,0
6390,3166,2861,8112,5080,2103,4063,8718,3381,4006,1190,4031,3350,0
8555,3535,7722,6802,7853,5292,2472,3074,4110,9796,1936,2202,5826,1
1077,2738,4173,7471,250,6765,8304,9763,3268,2730,6754,2914,2183,0
8947,6482,924,7038,8620,4354,2242,2729,8680,9036,5463,4564,8505,1
1345,9439,4104,4228,2284,2208,6768,9914,5950,8966,3082,8164,5768,1
3417,7210,7181,8609,3922,3216,8151,5053,2669,6705,5963,380,6607,1
5574,8556,1720,5718,8265,3259,5225,1576,4053,4661,6954,7989,7120,1
1569,6858,3668,2423,5909,2956,805,9995,6183,7309,802,2288,2350,0
1348,9963,1046,2982,6842,1644,9764,1035,4215,1887,2793,8215,6,0
1681,3816,2436,5364,111,9778,6531,9779,6240,3036,7856,5414,5388,1
7129,8126,5763,7304,4839,7390,862,6969,1158,2475,4247,8608,7559,1
6165,6327,6840,7938,3728,7848,2249,6622,6755,3077,3719,8396,9278,1
4958,65,5540,8092,798,7490,7500,7136,7926,4201,1333,9640,6472,1
6499,6915,1178,7760,6984,677,7823,3753,8901,9096,1082,2453,8783,1
224,5233,2791,1497,9094,6908,332,989,7373,7569,9843,8572,5749,1
6653,2335,873,1939,9925,589,1248,1582,4270,5102,7678,8328,2677,0
549,374,7536,9371,5117,5903,3521,5410,225,7157,5009,3488,1068,0
3977,585,7912,1211,6861,6956,4352,1116,1964,2020,8338,8766,1844,0
9652,8531,6955,5329,9138,4739,2439,919,8735,5883,8428,2954,9641,1
4794,9327,8249,616,9723,3913,1330,270,4862,1688,8927,5759,4928,1
345,8798,9704,5991,3102,1446,6270,9842,6288,949,571,6807,613,0
998,3699,7544,3918,618,9074,8097,5632,7271,5838,1277,3411,1118,0
3315,311,6485,644,720,7057,9333,6025,3793,3583,2327,3471,698,0
8997,5772,8259,6603,7545,5,1778,9591,4475,9118,6467,2997,9306,1
2039,300,9106,1531,300,7601,8274,8615,9472,280,6304,7355,2595,0
3540,8524,5259,8776,1267,1637,9854,9448,1511,7187,4782,7345,8513,1
914,6701,7480,666,9017,3670,134,4648,5649,2976,3015,8620,1717,0
2627,7221,1756,1764,6966,2115,6751,3415,4190,2422,6667,8395,2855,0
1625,2987,5774,700,3563,8099,625,8222,3205,2531,2582,9658,350,0
5072,7081,6422,6144,3726,8988,6796,935,4708,1415,3191,6822,7090,1
4349,9772,8550,7360,6160,7579,1993,3855,2290,3024,9226,4075,8142,1
3425,9218,6161,1540,5031,1793,5503,7653,2352,3012,2275,6067,1226,0
424,4483,9666,2403,6415,4967,5621,2491,4218,3417,6914,7240,1984,0
8362,3724,551,7492,6073,2215,4171,7154,7192,2767,362,209,3189,0
2828,9602,5278,8820,8291,70,8061,1883,342,2903,6562,8823,7676,1
9734,4373,9868,8478,5051,4239,2979,7699,2851,3084,5182,2398,5802,1
3707,7259,8706,6286,8655,6625,1129,1507,6138,872,810,5187,3958,1
8977,8487,9700,1852,5575,6689,6729,819,1952,8473,3864,8504,6110,1
6926,3333,6733,8089,2864,3789,5295,8848,470,2421,6812,6632,6907,1
2678,5642,7193,5920,6358,4107,5190,3860,1939,3588,5570,7973,7866,1
9236,2493,5762,7002,6112,4986,7021,1481,3620,1062,2542,7254,5815,1
5470,5098,8205,6154,2651,7790,5281,5231,9398,3301,9247,8533,9956,1
9094,8137,556,3121,8835,5229,761,2914,8774,2781,8454,8280,3685,1
3814,3241,5731,8583,9365,5980,431,886,5461,5843,8047,4550,8402,1
5509,4739,2196,403,7272,1996,3605,6242,7484,2913,2887,1378,3057,0
8260,6985,8058,9984,8924,6010,1997,688,9418,7450,4294,9667,9940,1
3734,2593,7780,9878,4885,7304,1570,6265,7126,263,1708,2215,2009,0
5406,3447,1365,3536,2539,6898,8089,3502,1464,4540,1521,4484,815,0
4288,385,2683,6291,2171,9560,3617,5909,3466,4575,5455,9046,4892,1
8329,6779,1883,4143,7002,3684,6361,2185,8777,4797,4286,4047,7192,1
7578,5780,221,4316,8840,881,7846,165,2144,7384,9872,232,751,0
3222,9633,4536,561,3819,8483,5740,2344,7134,7074,7708,5349,4511,1
9113,3483,3311,2179,2300,4113,7235,7516,2082,3955,6707,7190,3228,0
6701,7577,1526,794,2956,4457,6664,6661,4734,5060,8546,2755,2798,0
427,6240,1935,1,2419,8770,3096,6797,6377,117,2678,8198,1477,0
4903,616,3655,4951,2071,3862,5956,9436,2960,7428,6415,1623,1646,0
1641,5086,3815,1680,6720,8087,1995,2534,1935,6061,8955,3735,5816,1
928,554,8739,4233,1424,2988,9463,8077,3675,5005,2518,8920,2591,0
6819,4735,767,5381,7138,851,2879,8277,4650,2143,905,5783,4276,1
3551,5382,5742,4680,3180,3264,6630,7551,6679,3429,3099,7688,8316,1
2412,417,8938,1603,7957,1520,2674,6472,7936,8715,3636,184,1093,0
5458,8686,1191,1569,7550,5029,6193,145,6156,6182,886,5064,4006,1
1949,5315,8219,649,937,6740,5018,9997,382,8818,8372,1367,6569,1
3283,3256,7025,4679,4598,9073,2194,4272,5176,6854,9986,5655,9444,1
600,2364,5838,5175,9223,880,4175,2784,8079,3062,4967,738,1371,0
8808,4679,7223,8288,3234,4982,5044,7351,3764,9044,4744,3209,8391,1
5297,818,1821,1101,6414,5911,6872,298,3567,4236,7236,9196,1301,0
347,1977,9425,9720,6309,2485,2867,7902,604,9758,9223,9775,7281,1
7734,7527,325,7037,6812,7407,2895,2188,3254,5105,9470,2094,2235,0
9821,5364,9157,2504,5131,8015,1151,5656,4376,4255,5791,9869,6426,1
4554,3978,8218,7441,2701,3744,8211,6253,3953,8702,845,6955,7705,1
4462,4351,4544,3470,8450,2428,3192,4061,5642,9311,3620,3252,8741,1
9645,9081,1218,7394,9336,3243,1828,2396,2493,5432,4568,120,2895,0
1229,8208,1683,9976,4190,7323,7314,1416,7486,3623,7785,5125,1251,0
9129,6056,5273,8082,4281,3051,8636,4259,3678,1582,5220,3870,6094,1
4445,2737,6278,1638,3736,7256,208,9239,1131,4217,3642,8545,1899,0
1983,3941,3394,514,1542,9230,9866,1174,8337,8797,1657,3201,4205,1
2829,3002,1336,6969,5153,9857,2856,2065,3297,9501,2069,3653,3306,0
5845,1152,3225,8389,8939,1359,1378,5925,9700,9531,4492,3994,5935,1
9940,2872,9554,3223,1765,9355,5405,5064,4967,6512,7016,6274,6366,1
1446,4024,1648,1186,5818,6041,7450,388,9576,6234,3212,4574,3122,0
896,2187,4614,3109,3902,1945,7277,7235,5771,9640,2900,6997,5545,1
597,863,7359,8932,3089,4706,9287,3586,1703,843,3794,6620,3618,0
5173,9479,6346,2016,1148,3191,8631,9398,336,1590,5466,3230,1927,0
1073,4360,4693,1435,5863,9580,3027,1197,7634,1617,1897,3521,720,0
4446,7002,4254,8517,9990,876,621,285,6966,9936,1499,436,7650,1
3173,2194,3831,4042,5227,9495,2701,2486,1983,5747,4223,4468,3670,1
737,1121,6777,1919,4539,2663,9711,3238,1688,1479,3071,8917,2913,0
219,8124,3728,6756,6498,4551,2353,6053,6525,8880,1914,6884,5574,1
761,1532,4461,3365,6841,1719,9948,780,920,575,4672,8478,2403,0
6666,8003,9641,639,9048,7354,184,806,5150,7170,4379,5828,6155,1
1868,7775,2871,6667,7388,1031,4585,6016,4439,9128,2325,6400,7261,1
8215,1223,7874,3017,9268,469,1015,6213,1038,4881,341,3011,124,0
3736,8822,3547,3112,2289,7507,3806,7571,3648,1683,9498,58,2986,0
2670,2451,1761,8309,4007,4004,5175,7139,4854,188,1584,9961,4131,1
1287,1061,8370,7678,7125,875,2050,9110,1509,3392,1659,7157,2540,0
8415,7755,441,2559,4415,9713,3984,2085,9794,488,8644,7758,2454,0
7220,230,5090,3704,4547,2884,5817,6898,9913,6203,1888,6571,5154,1
5031,46,8190,5581,6408,63,5077,7948,6522,6977,8512,4414,5944,1
1713,7109,3072,3207,3894,7106,4121,5241,2892,2685,9262,3160,3285,0
3464,2788,4482,557,5992,4543,5938,3144,1297,5128,9740,4954,4380,1
6323,1449,3570,7111,9107,4819,1843,1537,9246,7943,8083,3241,8048,1
7603,7633,920,8880,8633,1239,339,7727,5773,4923,6695,5479,6277,1
7845,1217,966,8664,5801,8725,747,4434,3574,6672,1232,3832,1217,0
178,6736,264,5665,4386,5008,9769,1053,5123,9018,1787,5776,4079,1
3797,8491,1910,6378,9754,1816,19,3501,3037,1749,76,9373,5168,1
5687,4606,4331,6565,5839,6081,1747,6009,7047,2548,130,4452,5709,1
6772,5052,9463,4092,9310,4919,2192,448,2760,9883,9364,8390,9700,1
930,7524,5832,4266,1763,5439,7518,6871,9906,2159,1730,9029,3227,0
2635,6838,7462,7615,9690,115,607,5050,130,5355,3954,9616,8545,1
137,1807,3959,6903,6521,2902,1386,8642,4030,9877,6233,137,3083,0
6744,4439,2565,3702,4995,3639,8419,2942,2502,1013,4049,6859,3068,0
3930,4280,398,2756,9378,3658,1400,2197,2363,3291,6869,3924,741,0
6694,993,7841,9315,9421,358,2663,4088,2829,9386,2909,5299,3267,0
2169,4802,2291,3541,4685,7130,6152,2151,9476,6481,1270,9999,9016,1
3867,3059,5354,3465,2712,6023,5512,6654,7285,1129,6733,8326,8885,1
4947,5861,6100,4487,7287,7897,3773,162,9043,3803,2064,6028,8768,1
5133,5845,6230,2811,3739,3069,4630,8996,3448,6286,9272,2409,8757,1
2378,6408,8831,6794,7226,9082,342,2474,694,7632,284,5798,5982,1
423,7416,4114,2703,5243,7268,4098,3293,4469,2470,6833,2490,1683,0
3665,7868,9773,8368,3622,5102,9121,2656,7733,7369,9850,4030,9519,1
3962,7757,6088,8036,4514,2979,5946,6717,6537,1639,7073,2880,7151,1
312,7274,3048,15,2145,5741,4703,8678,2915,1042,6350,8041,650,0
7927,100,94,4988,2586,8590,3965,5852,9672,6232,4420,3754,2583,0
7764,6267,821,6644,6685,3445,8900,334,4430,579,757,1476,1641,0
3838,7321,3637,9640,2224,1367,8874,8742,9655,2759,2422,1526,4519,1
7457,4924,6906,4730,2635,8264,399,9660,667,2374,4680,7274,5851,1
7230,8979,6416,582,3654,8487,6680,1671,2360,435,4332,4366,1272,0
3752,9154,8103,2925,1051,7858,8701,4912,9180,7010,9413,1342,8990,1
3831,3237,71,5091,4687,4523,9658,1251,8394,618,4400,1738,508,0
4543,5701,7817,3285,2676,6000,5334,6917,217,4070,8615,1087,5655,1
1659,6074,7773,5225,141,9235,6548,9920,714,5919,8462,5786,8516,1
1042,5371,9018,9886,2562,6122,9064,3260,4997,6076,9111,9095,8576,1
384,2118,6878,6383,2706,7178,8379,2644,8071,2884,7429,5572,3704,1
3790,1084,1358,9670,9796,1814,1121,2014,6411,7449,8331,5046,82,0
8315,7692,6300,2499,1401,7306,5556,7715,2095,3535,1196,6792,2993,0
723,727,9070,4945,804,7344,5525,9252,8100,8343,2007,9647,2411,0
5723,360,7454,1922,1287,9811,8721,2353,4788,2953,6059,9720,3764,1
7723,1228,9095,6715,8640,6226,2964,103,9785,5180,5449,6772,8743,1
2538,8780,7807,8570,348,7887,6837,9417,9037,4594,8720,9123,9431,1
9979,2239,5128,9987,2816,3052,8590,6373,552,2523,5688,6280,4613,1
5697,8658,861,4294,6346,793,7000,5395,2011,6054,544,5265,4308,1
4453,9132,6045,4033,4748,7765,3131,4444,6979,7911,6591,5186,9334,1
6699,8680,2796,172,814,8091,9070,4934,6515,8274,8098,9017,4594,1
9205,1013,9037,5501,8526,4425,654,4421,138,8129,5321,4193,2130,0
7722,1281,2005,6733,8054,1985,4202,4302,2703,7599,419,9401,4284,1
5903,9101,54,5264,8212,4594,604,4969,9952,8372,3165,2868,7622,1
7694,6020,4744,3557,9746,238,3268,1870,2490,6340,1558,7306,6464,1
8832,5416,2795,150,409,9136,7050,7630,9720,8839,83,4784,5875,1
111,4900,2928,3385,5857,3695,8002,2112,7611,7694,5898,7232,6022,1
1277,4770,291,8484,6486,2654,9305,1016,3570,8394,8612,3942,1084,0
4729,9369,4407,2770,4414,8807,2623,4352,2464,3695,1063,1599,1380,0
7724,7294,8096,5427,8816,4157,4606,183,6376,3191,6759,5793,9210,1
1877,3623,9132,2357,613,6844,8334,7635,971,9979,4648,8385,4332,1
4763,9805,7612,3269,5363,2543,7799,4159,9409,4085,1661,5813,6795,1
4984,2947,4518,1457,1769,1895,7996,9927,1601,3562,7072,9262,4628,1
4464,7500,4910,7860,6022,5640,47,7903,8403,9715,8044,4155,9914,1
2858,1315,5369,3372,7950,4548,1483,4647,4702,226,5693,580,1037,0
5413,2956,2975,6648,5405,6053,7037,1353,7783,7460,990,7765,8733,1
2145,384,5159,5327,7392,2342,7637,1647,868,3348,9467,3982,4136,1
5474,4658,8816,590,2488,9514,7141,1904,5472,5255,2024,8666,2738,0
5710,19,4018,4866,5046,1251,6366,7305,5856,8034,2759,6643,3805,1
5365,184,3842,8469,5731,1874,7776,4359,1465,8877,9422,530,1413,0
5540,5272,6134,442,3093,8759,5017,3796,6192,7807,5492,279,8192,1
1410,9159,3870,4184,5330,2910,2644,8989,5115,5391,6974,7445,5733,1
