col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,target
24,58,51,50,24,59,55,49,24,61,57,53,24,65,59,50,24,58,54,50,25,62,52,50,20,60,54,48,24,64,60,52,26,64,56,54,0
24,58,55,50,24,62,55,51,24,61,57,53,24,59,55,50,24,61,50,48,25,62,52,52,23,64,58,50,27,64,56,52,26,64,52,54,0
24,61,55,52,24,62,55,51,28,61,60,56,24,62,51,48,24,61,50,50,28,59,56,52,26,64,54,50,27,64,52,52,26,64,52,54,0
24,61,55,52,28,62,58,54,24,68,60,56,24,62,51,50,27,58,54,50,28,59,56,52,26,64,50,50,27,64,52,52,26,60,56,52,0
24,68,58,55,28,62,58,58,28,65,60,53,27,59,55,50,27,61,54,50,31,59,56,56,26,60,54,48,27,64,56,52,29,60,52,54,0
28,65,58,52,28,66,58,54,31,61,60,53,30,59,55,54,34,64,58,54,35,59,56,52,29,60,50,50,30,60,52,52,29,60,52,54,0
28,61,55,52,34,69,63,58,41,68,69,60,24,41,47,48,30,58,58,54,35,65,64,56,26,43,46,45,21,36,42,43,26,43,45,52,0
41,68,67,59,34,66,58,51,24,42,39,44,34,65,63,54,34,58,54,48,25,41,38,39,26,43,43,48,30,53,52,52,32,49,42,49,0
34,65,58,52,24,43,37,42,19,40,39,42,34,59,55,48,24,40,36,37,19,39,38,42,29,53,50,50,33,49,42,47,20,36,28,40,0
24,42,37,43,19,41,37,40,17,42,42,42,24,41,37,37,18,38,36,40,22,43,44,45,32,49,40,45,21,36,28,38,18,41,39,45,0
19,40,37,41,17,43,40,40,17,42,39,44,18,39,37,40,21,42,42,43,17,43,41,42,20,36,26,36,19,41,39,43,20,49,45,52,0
17,42,40,41,17,43,37,42,19,45,42,47,21,43,43,43,16,42,39,40,19,46,41,45,18,41,37,41,21,49,45,50,20,46,48,49,0
19,42,43,46,19,41,40,42,14,35,39,44,18,43,43,43,18,40,39,43,17,39,38,45,18,43,43,41,19,43,42,43,20,43,42,45,0
14,35,37,43,14,33,33,40,14,29,35,42,16,39,37,43,16,36,36,40,17,39,38,36,20,43,40,41,19,43,42,41,16,46,39,43,4
14,29,33,41,12,30,25,37,14,32,31,36,16,39,37,34,16,38,30,34,17,41,32,32,16,46,37,39,19,43,36,35,16,43,39,37,4
12,29,25,38,14,33,29,34,17,35,35,42,16,39,31,34,16,40,30,30,19,41,36,36,18,43,34,33,17,43,39,35,16,43,36,37,4
17,29,43,55,14,30,46,51,19,35,48,53,18,33,47,48,16,38,46,50,22,46,52,52,16,43,34,29,19,41,48,50,20,43,48,54,4
14,29,46,52,19,36,46,51,22,38,48,53,16,39,47,50,21,45,50,50,22,52,48,50,18,41,46,48,21,43,48,52,20,46,45,49,4
19,35,46,52,22,39,46,51,24,45,48,47,21,46,51,50,21,51,46,48,28,56,44,42,20,43,46,50,21,46,45,47,18,46,45,49,4
22,38,46,52,24,46,46,45,24,48,42,42,21,52,47,48,27,55,42,40,28,52,41,39,20,46,43,45,19,46,45,47,23,57,45,45,3
24,45,46,46,24,49,40,40,28,51,48,47,27,56,43,40,27,51,39,37,25,49,41,42,18,46,43,45,24,57,45,43,23,49,45,45,3
24,48,40,41,28,52,46,45,31,51,45,44,27,52,40,37,24,48,39,40,25,52,44,45,23,57,43,41,24,49,45,43,18,49,42,43,3
5,9,56,90,2,3,69,99,2,2,75,98,9,12,48,68,4,5,63,92,3,2,70,98,9,10,53,65,10,14,51,70,4,4,68,95,1
8,7,38,54,11,10,38,56,11,9,40,62,12,16,35,46,17,21,26,40,19,36,28,34,22,42,32,27,26,51,30,33,28,51,41,39,1
2,1,56,88,4,4,60,90,4,1,58,86,4,4,53,76,4,7,52,73,7,8,46,68,5,7,43,60,4,4,45,62,0,4,45,67,1
4,5,53,75,6,10,53,70,9,11,47,59,9,7,58,74,5,6,57,77,10,9,59,72,4,6,55,80,5,6,61,82,7,2,57,85,1
5,4,60,84,5,6,65,83,8,5,62,84,4,6,56,86,2,5,55,81,5,6,53,83,4,4,66,84,5,4,59,83,4,4,59,84,1
7,5,63,83,7,8,59,78,4,5,57,83,5,5,62,84,5,4,57,77,6,6,59,79,5,5,60,81,6,6,67,83,8,6,62,86,1
18,21,46,59,5,6,62,94,3,4,69,95,24,40,35,37,14,10,51,73,3,5,66,96,29,47,35,35,19,29,43,48,6,8,58,88,1
26,46,35,37,21,39,35,39,15,28,40,49,15,16,49,62,9,9,60,80,7,6,62,87,5,6,67,93,6,4,74,93,5,4,69,98,1
5,9,56,90,2,3,69,99,2,2,75,98,9,12,48,68,4,5,63,92,3,2,70,98,9,10,53,65,10,14,51,70,4,4,68,95,1
4,5,64,91,4,4,60,90,4,5,58,88,6,6,70,88,6,3,60,88,7,4,62,87,5,4,67,94,6,4,74,93,9,4,69,89,1
2,2,52,87,5,6,48,77,8,16,43,58,4,4,48,84,4,1,51,86,5,2,53,86,4,4,53,81,7,4,51,77,6,8,47,80,1
2,5,65,93,5,5,65,92,5,4,71,93,4,6,60,92,4,5,63,92,5,4,61,94,6,4,66,90,5,4,68,92,6,4,68,92,1
8,9,44,68,5,8,52,74,5,5,62,84,12,16,41,55,9,18,40,55,7,8,49,77,22,40,32,37,20,38,41,42,15,21,41,56,1
8,9,50,79,5,6,50,85,5,4,52,86,5,5,56,85,5,2,55,88,3,5,53,87,4,4,48,88,5,4,54,90,4,4,54,88,1
8,5,54,83,5,6,58,82,5,5,60,79,5,6,56,82,5,7,64,79,6,6,61,78,6,8,52,77,7,6,58,79,6,6,54,82,1
0,3,43,65,0,4,43,61,3,3,45,69,4,2,40,54,4,4,42,58,5,6,44,60,8,10,34,48,4,5,45,62,3,2,45,64,1
2,5,60,87,5,8,56,83,11,12,50,65,4,6,64,86,4,3,59,86,5,8,57,80,4,4,61,84,5,4,63,86,4,4,59,86,1
1,3,39,68,4,8,42,57,9,13,44,59,0,2,46,74,3,3,42,70,10,11,38,52,4,2,47,73,5,2,45,75,4,5,45,73,1
5,3,63,87,5,4,67,93,5,3,74,94,4,5,72,90,4,5,71,94,5,2,69,96,5,6,62,92,4,5,69,94,3,5,73,97,1
2,5,56,83,4,6,52,82,4,5,54,80,4,4,57,82,4,3,56,80,5,6,54,78,5,6,58,79,6,6,60,78,5,7,60,78,1
9,9,49,64,19,34,42,38,31,54,44,40,9,7,55,80,12,16,50,57,25,43,41,38,7,6,59,76,8,8,57,75,18,24,49,54,1
1,0,59,83,1,0,59,85,4,4,53,71,3,0,62,95,3,0,57,84,4,0,55,83,2,3,60,93,3,3,62,86,2,3,58,83,1
4,7,41,63,12,19,27,36,17,25,18,17,4,4,45,69,4,7,38,49,13,18,21,18,3,2,58,79,1,4,60,84,5,11,39,40,1
4,7,60,88,6,8,56,85,12,11,54,74,15,21,49,56,17,33,41,43,23,38,21,26,24,39,25,22,23,36,23,20,19,36,19,19,1
1,1,49,82,4,4,45,77,6,5,44,68,0,2,51,83,0,1,50,80,4,4,47,76,4,5,47,76,2,2,53,82,4,2,53,85,1
12,14,33,52,5,6,55,81,3,1,60,90,13,17,27,34,10,12,42,65,5,2,64,96,14,19,26,22,15,16,28,31,11,12,45,58,1
3,4,43,69,5,6,43,72,5,5,45,69,5,5,41,69,2,2,40,73,6,5,45,71,9,6,44,67,7,6,43,65,4,4,43,76,1
3,4,71,95,5,5,71,94,5,4,73,95,2,6,65,91,5,4,64,91,6,5,70,93,4,6,60,91,5,6,66,93,4,4,62,96,1
17,50,49,45,19,55,49,48,22,54,51,50,5,15,46,60,12,38,42,48,20,52,47,46,4,5,55,80,8,6,53,78,10,24,53,62,1
12,13,36,51,6,6,49,70,4,1,55,78,5,6,55,80,3,1,57,88,4,2,59,87,10,13,43,64,5,2,65,95,1,0,70,98,1
5,3,67,87,5,4,58,84,5,5,60,82,4,5,59,81,4,5,62,81,5,5,64,79,3,2,71,88,6,2,64,85,5,2,60,81,1
5,13,50,69,14,36,43,46,16,45,42,42,2,3,52,85,5,5,47,76,9,17,42,57,4,4,48,83,5,2,54,87,4,2,54,88,1
18,21,43,52,8,6,54,82,5,5,52,83,27,42,35,37,14,12,43,59,9,8,53,75,39,58,44,38,22,36,33,40,9,12,40,65,1
12,15,48,63,6,10,56,76,2,7,58,83,6,6,66,85,6,5,60,85,5,6,67,84,3,4,72,93,4,4,74,93,3,4,69,92,1
6,9,48,66,9,10,44,69,12,13,50,66,17,21,42,47,19,33,35,37,23,40,29,26,24,39,29,22,23,39,19,20,19,33,19,19,1
29,46,35,37,18,29,41,47,6,7,58,86,31,48,36,35,25,41,35,35,16,16,54,68,31,49,37,36,35,49,39,35,22,33,42,45,1
15,18,20,26,12,16,20,33,9,15,33,46,4,8,36,52,1,3,38,66,5,8,43,58,3,4,46,69,1,2,48,75,3,4,45,74,1
24,40,37,35,22,33,40,45,14,19,48,60,10,13,51,69,4,5,62,81,5,6,60,83,3,5,62,83,4,6,64,85,3,5,60,88,1
12,24,45,68,9,4,53,81,6,3,51,84,17,43,46,48,17,29,39,53,13,17,44,69,21,56,47,48,22,46,42,42,18,41,42,47,1
5,5,55,85,9,17,51,58,24,45,45,42,7,5,63,81,7,7,58,77,17,24,44,50,5,6,58,80,6,6,60,78,8,8,56,81,1
24,42,35,39,13,17,51,62,4,7,70,89,32,49,34,36,29,42,36,33,19,22,47,59,30,52,35,34,31,52,37,36,24,40,37,41,1
9,3,53,82,6,4,49,83,6,5,51,82,17,30,40,53,12,16,42,67,10,7,52,82,21,46,40,40,19,41,42,45,16,33,39,52,1
29,42,37,35,18,22,46,58,5,5,64,95,30,52,35,34,24,39,34,37,15,11,53,75,29,47,38,38,30,47,37,37,18,29,43,50,1
5,2,56,90,2,5,52,86,2,2,50,90,4,4,52,89,4,3,51,84,5,4,53,86,6,6,49,79,5,6,55,81,4,4,55,86,1
4,5,53,75,6,10,53,70,9,11,47,59,9,7,58,74,5,6,57,77,10,9,59,72,4,6,55,80,5,6,61,82,7,2,57,85,1
5,5,62,95,3,5,67,94,3,4,73,95,14,11,52,73,2,4,64,94,3,6,66,93,18,29,41,46,7,8,58,85,4,6,62,96,1
5,14,37,59,3,7,43,75,3,5,57,85,10,13,51,77,4,1,58,84,5,8,56,86,16,41,54,60,6,12,52,76,8,16,52,75,1
4,1,68,96,4,6,72,95,4,4,70,92,3,5,71,93,5,4,70,93,6,5,72,95,2,6,65,90,6,5,67,92,5,5,71,95,1
5,14,37,59,3,7,43,75,3,5,57,85,10,13,51,77,4,1,58,84,5,8,56,86,16,41,54,60,6,12,52,76,8,16,52,75,1
14,19,46,59,14,20,43,49,12,12,53,69,4,6,59,81,7,7,54,74,11,13,52,60,3,5,58,83,6,2,64,87,5,5,60,90,1
1,5,53,68,4,2,53,74,6,3,47,62,3,4,43,67,3,1,50,67,4,2,47,69,4,6,43,58,5,5,49,60,1,5,49,69,1
3,3,72,94,3,4,67,89,5,3,69,90,4,2,72,96,4,0,67,94,5,2,69,92,5,2,71,95,6,2,69,98,5,2,73,99,1
4,7,56,83,4,12,44,65,9,11,50,66,4,6,53,73,6,9,52,69,10,12,46,58,9,7,58,73,6,7,60,78,9,9,60,74,1
5,4,58,77,5,5,58,78,5,1,60,83,5,3,56,82,5,4,51,79,3,6,57,87,6,8,56,83,13,12,54,73,12,22,43,55,1
2,5,56,83,4,6,52,82,4,5,54,80,4,4,57,82,4,3,56,80,5,6,54,78,5,6,58,79,6,6,60,78,5,7,60,78,1
10,12,43,67,4,2,63,95,1,0,70,96,14,16,26,29,11,11,42,54,6,2,55,86,16,20,24,31,17,15,34,48,11,8,50,73,1
6,5,61,87,9,4,66,86,6,3,63,87,5,4,63,85,5,3,62,85,6,4,68,94,4,8,68,86,5,5,74,91,4,6,74,98,1
26,46,35,37,21,39,35,39,15,28,40,49,15,16,49,62,9,9,60,80,7,6,62,87,5,6,67,93,6,4,74,93,5,4,69,98,1
14,12,44,61,8,8,52,74,5,7,46,71,21,36,31,38,9,11,37,61,5,10,45,66,31,48,39,31,20,28,38,42,17,25,41,51,1
5,5,55,76,3,7,55,75,5,6,57,82,10,8,55,65,7,9,50,65,8,8,52,71,5,6,50,63,9,6,52,65,5,8,56,71,1
4,3,66,87,6,4,61,81,6,3,59,78,9,6,58,85,3,1,66,85,6,4,59,79,10,11,47,58,14,8,53,70,10,10,45,58,1
3,0,46,79,5,2,46,76,8,9,39,57,2,5,41,79,5,2,47,79,6,5,49,75,4,4,48,80,3,2,50,79,2,0,50,85,1
20,35,40,43,32,53,43,40,40,59,48,44,11,17,48,52,27,43,40,37,38,56,45,42,6,10,52,67,16,26,46,51,32,50,43,42,1
5,5,50,83,5,5,54,78,5,5,52,77,8,8,52,73,5,7,43,69,6,10,45,64,9,12,38,61,5,10,46,65,6,14,46,62,1
18,39,28,33,18,38,38,41,16,25,50,55,12,16,48,61,6,9,55,75,3,8,57,83,6,6,66,84,7,6,63,86,4,6,68,86,1
4,5,60,88,4,6,60,87,4,5,58,86,4,4,61,88,6,5,60,85,5,4,62,82,3,2,63,82,6,4,57,78,5,6,57,78,1
6,5,66,90,4,4,70,89,4,3,63,90,5,4,67,92,5,3,66,88,4,4,64,87,4,5,63,83,8,5,61,82,4,6,61,85,1
12,15,20,34,9,16,31,44,6,7,46,70,1,4,39,66,4,7,41,56,10,14,43,58,0,2,46,73,4,4,45,71,9,11,39,54,1
5,5,67,96,5,4,72,93,5,3,69,96,4,8,63,87,1,4,71,96,5,5,73,100,11,10,50,66,12,8,56,76,5,2,73,101,1
3,4,43,69,5,6,43,72,5,5,45,69,5,5,41,69,2,2,40,73,6,5,45,71,9,6,44,67,7,6,43,65,4,4,43,76,1
8,12,24,33,11,11,21,32,11,10,26,34,6,10,35,49,9,9,23,38,5,6,25,42,6,4,45,59,7,8,38,45,4,6,34,47,1
30,48,44,39,24,38,41,47,18,22,46,58,12,16,52,61,6,7,55,78,5,4,61,86,12,10,53,68,5,2,63,86,6,6,63,89,1
12,12,37,52,5,7,40,61,3,3,48,72,10,5,40,61,7,5,42,61,8,8,44,67,5,5,43,66,6,5,45,65,3,5,45,71,1
17,50,49,45,19,55,49,48,22,54,51,50,5,15,46,60,12,38,42,48,20,52,47,46,4,5,55,80,8,6,53,78,10,24,53,62,1
10,23,51,60,16,46,43,41,18,51,42,43,5,5,50,84,5,13,49,67,15,36,44,47,2,3,48,87,3,3,54,86,5,6,50,80,1
4,1,51,83,7,8,47,66,18,29,37,37,3,2,46,81,5,4,45,75,12,12,35,50,11,15,32,52,17,29,34,36,21,35,30,27,1
6,3,66,90,6,6,66,89,4,3,72,90,5,4,67,88,5,3,66,92,6,4,68,90,4,5,63,86,5,5,65,85,7,5,61,85,1
5,0,46,83,3,2,46,82,5,4,48,77,11,10,38,59,11,14,31,52,17,29,33,36,18,36,27,32,24,44,33,34,26,47,29,36,1
15,15,49,64,9,10,61,81,6,5,63,87,5,6,67,94,5,3,71,92,6,4,68,96,4,8,63,86,2,5,74,97,4,5,74,102,1
5,5,50,66,8,6,50,65,5,7,56,69,8,8,52,69,11,9,47,66,9,8,45,68,6,8,52,71,5,6,50,73,4,8,46,68,1
5,1,62,88,5,5,58,87,11,9,52,69,5,5,60,88,2,5,59,85,6,8,57,84,4,6,56,85,5,6,66,87,4,4,62,90,1
0,1,51,85,0,2,51,81,3,3,48,76,4,5,47,77,1,1,50,81,5,2,52,83,5,5,43,66,6,0,48,82,3,2,48,85,1
22,32,40,46,14,20,46,58,14,19,45,51,4,6,63,81,4,5,58,81,8,8,56,76,3,6,62,83,4,5,60,85,5,2,64,90,1
1,3,39,68,4,8,42,57,9,13,44,59,0,2,46,74,3,3,42,70,10,11,38,52,4,2,47,73,5,2,45,75,4,5,45,73,1
3,0,46,79,5,2,46,76,8,9,39,57,2,5,41,79,5,2,47,79,6,5,49,75,4,4,48,80,3,2,50,79,2,0,50,85,1
24,38,23,23,21,39,27,31,21,38,39,40,16,26,37,39,14,15,42,54,9,10,51,69,5,8,56,78,6,5,58,83,5,6,58,86,1
8,9,37,56,8,10,34,49,3,4,45,63,5,5,48,73,8,9,37,55,6,5,49,68,2,0,48,80,5,6,50,76,9,8,50,76,1
3,3,72,96,3,4,72,93,3,3,69,90,4,2,74,96,4,1,71,96,5,0,69,96,8,5,71,95,6,2,73,98,5,2,69,101,1
5,2,60,87,5,5,60,83,5,5,67,84,4,6,60,92,4,5,55,86,3,6,57,83,4,4,70,87,5,4,68,86,4,4,59,86,1
15,15,53,68,6,4,66,92,4,3,68,93,22,33,40,41,9,8,54,83,4,2,68,94,27,46,35,34,19,24,45,56,7,6,65,91,1
1,0,59,86,4,5,51,70,10,12,29,33,3,0,58,84,3,0,53,81,4,2,55,86,2,3,60,84,3,3,58,80,2,1,58,83,1
6,5,49,82,4,6,53,81,4,3,55,84,9,7,51,80,3,6,54,80,6,9,47,69,16,33,37,48,14,27,42,52,13,30,45,52,1
3,4,67,95,3,5,71,94,5,4,73,95,2,5,65,94,2,5,64,91,6,5,66,93,6,8,56,83,5,6,62,93,4,6,66,96,1
12,11,44,70,9,6,44,69,6,5,43,66,22,31,45,52,9,7,41,66,5,6,43,64,24,46,37,39,18,27,45,59,5,6,45,67,1
2,5,60,87,2,5,60,86,5,4,58,87,4,6,60,86,4,5,59,86,5,6,61,88,4,4,61,87,5,4,63,89,6,6,63,89,1
4,9,57,75,19,38,45,41,34,57,47,43,5,6,55,83,9,16,50,57,25,46,44,41,7,5,63,80,8,8,61,78,16,24,45,52,1
5,3,58,85,5,6,58,81,5,5,60,79,4,6,63,81,4,4,62,77,8,2,60,79,5,2,62,83,6,2,60,78,5,5,52,75,1
5,1,62,86,5,2,58,78,5,4,52,73,2,5,65,88,2,4,55,79,3,6,49,75,4,4,60,85,5,4,62,85,4,4,54,79,1
5,14,37,59,3,7,43,75,3,5,57,85,10,13,51,77,4,1,58,84,5,8,56,86,16,41,54,60,6,12,52,76,8,16,52,75,1
6,5,53,78,4,6,53,74,6,9,55,71,9,7,55,74,9,6,57,74,6,7,59,79,7,6,55,76,5,6,57,82,4,6,61,85,1
6,9,35,51,9,10,24,39,4,5,26,43,6,4,45,59,6,7,35,43,5,6,33,45,3,2,46,66,6,6,45,59,5,9,35,54,1
7,7,55,71,10,11,47,59,13,7,53,71,3,5,58,81,8,5,57,81,15,16,47,56,11,15,44,59,17,26,40,42,18,31,23,27,1
4,5,53,75,6,10,53,70,9,11,47,59,9,7,58,74,5,6,57,77,10,9,59,72,4,6,55,80,5,6,61,82,7,2,57,85,1
16,45,43,42,18,52,40,41,18,51,45,43,5,14,50,67,14,35,42,45,17,46,41,41,2,3,52,84,6,6,50,77,8,17,43,59,1
14,34,48,54,11,20,38,60,8,12,50,78,17,47,48,51,6,9,43,75,5,4,53,88,17,48,49,49,13,25,47,67,9,4,55,84,1
2,5,65,93,5,5,65,92,5,4,71,93,4,6,60,92,4,5,63,92,5,4,61,94,6,4,66,90,5,4,68,92,6,4,68,92,1
4,7,44,66,6,10,48,65,6,9,50,66,9,10,45,59,12,11,44,56,18,21,43,49,19,27,37,39,23,36,35,31,24,39,31,26,1
5,5,62,95,3,5,67,94,3,4,73,95,14,11,52,73,2,4,64,94,3,6,66,93,18,29,41,46,7,8,58,85,4,6,62,96,1
3,1,58,82,3,2,58,81,0,3,60,85,1,0,68,87,1,0,58,81,2,0,60,86,3,0,67,95,4,0,64,96,3,0,60,88,1
14,10,52,75,2,5,65,95,2,5,67,93,18,29,41,46,6,7,55,84,5,6,61,94,25,42,36,35,16,16,55,67,6,4,68,95,1
11,5,54,77,8,6,58,72,8,5,56,77,8,8,48,69,5,7,51,69,6,8,53,71,6,10,48,63,10,10,46,69,12,14,50,68,1
18,28,41,48,6,8,56,85,4,5,62,94,25,42,36,35,15,15,52,66,7,4,67,93,34,49,37,33,23,33,42,43,9,9,57,87,1
2,2,56,81,2,1,56,80,5,4,46,68,4,6,48,68,6,7,40,55,10,8,42,60,6,8,45,62,2,6,55,67,4,2,55,77,1
12,12,37,52,5,7,40,61,3,3,48,72,10,5,40,61,7,5,42,61,8,8,44,67,5,5,43,66,6,5,45,65,3,5,45,71,1
5,5,67,96,5,4,72,93,5,3,69,96,4,8,63,87,1,4,71,96,5,5,73,100,11,10,50,66,12,8,56,76,5,2,73,101,1
4,3,45,71,4,8,39,50,12,17,22,19,3,2,58,80,0,3,57,83,6,11,38,38,1,0,59,80,2,0,61,85,4,5,53,73,1
22,30,45,54,9,8,42,67,4,5,44,65,24,46,37,39,17,26,42,57,6,6,44,65,27,43,35,30,28,41,42,42,13,15,45,65,1
5,4,60,90,5,5,60,89,2,5,62,87,4,6,60,89,4,5,63,89,5,6,61,88,6,6,66,87,5,4,72,89,4,4,63,92,1
4,7,44,66,6,10,48,65,6,9,50,66,9,10,45,59,12,11,44,56,18,21,43,49,19,27,37,39,23,36,35,31,24,39,31,26,1
29,42,37,35,18,22,46,58,5,5,64,95,30,52,35,34,24,39,34,37,15,11,53,75,29,47,38,38,30,47,37,37,18,29,43,50,1
4,4,43,71,10,10,37,51,4,5,42,57,0,2,50,75,3,0,45,77,6,2,47,77,5,5,44,72,3,5,43,80,5,3,50,83,1
4,3,61,87,6,4,66,89,1,3,68,87,3,4,63,85,5,5,66,83,4,4,64,87,7,8,59,76,5,6,57,82,4,8,61,85,1
5,8,58,76,12,13,46,58,9,6,57,82,7,8,55,77,7,9,54,65,11,13,44,56,8,5,62,83,6,5,60,82,8,8,52,75,1
16,25,48,54,8,13,56,70,5,7,58,81,2,8,56,81,4,5,59,86,5,6,61,88,4,6,66,81,5,6,59,86,4,4,59,92,1
4,4,55,79,4,6,55,75,7,7,57,76,8,6,58,77,8,5,53,77,6,5,55,79,8,10,44,65,6,8,54,74,5,6,62,86,1
10,12,51,60,4,8,63,88,1,4,74,98,5,5,58,86,11,9,49,67,12,8,55,77,2,6,60,84,6,8,58,83,11,13,50,66,1
15,18,20,26,12,16,20,33,9,15,33,46,4,8,36,52,1,3,38,66,5,8,43,58,3,4,46,69,1,2,48,75,3,4,45,74,1
3,1,54,86,8,10,37,46,11,13,24,25,2,1,56,79,5,4,43,66,9,13,25,33,6,8,41,55,10,8,43,60,6,10,37,53,1
8,9,50,69,5,6,58,78,8,9,56,69,5,6,56,82,2,5,55,82,6,6,57,84,4,6,56,83,5,8,58,87,4,6,62,90,1
4,7,60,88,6,8,56,85,12,11,54,74,15,21,49,56,17,33,41,43,23,38,21,26,24,39,25,22,23,36,23,20,19,36,19,19,1
4,5,60,94,4,6,56,87,2,5,58,83,4,4,70,88,4,3,65,85,5,4,58,84,5,4,67,84,6,4,60,84,5,6,60,84,1
9,3,66,87,6,4,61,86,4,3,63,87,5,4,63,85,5,3,66,92,6,4,73,94,4,5,72,89,5,6,74,95,4,2,70,98,1
4,3,48,86,4,2,52,87,4,1,54,86,4,4,53,82,6,3,48,76,7,8,46,78,9,15,43,60,10,23,39,52,14,27,39,48,1
10,12,51,71,4,6,63,82,4,5,61,83,3,5,62,84,3,5,61,84,4,5,59,86,2,5,60,87,3,5,71,89,2,5,67,89,1
4,3,61,87,4,4,57,83,9,9,55,68,5,6,63,85,5,6,62,83,6,9,59,76,7,5,68,83,8,6,61,85,7,8,57,81,1
5,1,62,88,5,5,58,87,11,9,52,69,5,5,60,88,2,5,59,85,6,8,57,84,4,6,56,85,5,6,66,87,4,4,62,90,1
3,4,40,62,3,5,40,58,0,4,42,63,2,3,44,66,2,2,43,69,3,5,45,64,4,2,44,71,5,2,43,69,4,6,46,62,1
5,5,58,82,5,6,58,78,5,6,60,76,4,5,63,77,7,1,58,77,5,5,52,76,5,2,58,76,6,5,52,72,5,6,52,75,1
3,6,43,69,5,6,46,75,0,3,45,79,4,6,47,65,1,7,42,69,2,5,44,76,5,5,46,66,6,5,42,62,5,6,45,64,1
5,6,58,79,9,9,58,71,9,12,53,63,4,6,59,81,7,1,54,81,8,8,56,71,5,2,58,80,4,5,60,85,3,5,60,85,1
4,1,43,76,4,5,43,70,10,9,39,53,5,6,43,67,0,1,49,75,4,0,47,79,5,5,44,68,6,5,46,74,2,5,43,83,1
6,3,66,93,4,4,66,92,6,3,68,90,9,9,55,83,3,1,66,92,6,4,68,90,18,24,43,54,8,6,65,88,4,5,65,94,1
5,7,48,68,11,13,48,63,21,34,43,43,17,29,38,49,23,40,37,38,30,50,39,37,22,40,20,20,23,40,26,22,22,42,34,31,1
4,3,61,87,6,4,66,89,1,3,68,87,3,4,63,85,5,5,66,83,4,4,64,87,7,8,59,76,5,6,57,82,4,8,61,85,1
4,5,60,88,4,6,56,85,12,21,46,54,1,4,66,85,1,3,65,88,5,10,58,75,3,4,63,84,4,4,65,84,5,6,57,87,1
6,5,61,87,9,4,66,86,6,3,63,87,5,4,63,85,5,3,62,85,6,4,68,94,4,8,68,86,5,5,74,91,4,6,74,98,1
3,1,71,91,5,2,62,85,5,1,60,79,5,5,60,85,2,4,64,88,3,5,57,81,9,12,48,63,5,4,62,87,4,4,62,88,1
27,41,35,39,14,13,44,60,8,7,54,75,39,58,44,38,21,35,30,38,10,12,39,63,45,65,53,43,32,48,41,33,19,28,38,44,1
6,5,61,87,4,4,61,81,6,5,59,78,5,4,55,77,5,5,54,74,10,7,56,76,4,6,55,73,8,8,57,75,7,6,57,78,1
5,5,40,62,3,7,43,68,5,5,48,76,4,5,43,65,4,5,46,65,2,8,44,71,16,16,43,60,6,5,48,68,5,5,42,64,1
25,41,36,33,19,34,42,41,15,15,51,65,14,20,43,48,12,12,50,67,6,6,68,96,7,8,55,73,11,13,53,60,4,8,65,91,1
28,48,37,31,24,41,37,34,22,32,42,47,16,24,43,54,10,12,50,69,5,6,64,83,8,8,58,76,4,5,64,85,3,6,64,88,1
4,1,52,80,4,2,44,73,4,1,43,70,9,6,45,66,6,7,44,69,13,16,40,51,9,13,40,53,20,33,35,38,22,43,31,33,1
16,23,43,56,10,13,51,70,4,5,65,83,8,8,58,77,3,4,61,84,4,6,63,86,2,5,65,84,3,5,62,89,2,5,71,92,1
5,4,65,93,5,5,69,92,5,4,67,93,4,6,64,92,4,3,59,92,5,6,57,91,4,4,66,90,7,4,68,89,6,4,68,92,1
9,5,51,69,9,9,43,58,14,16,42,51,16,17,40,40,18,29,26,26,22,39,24,23,20,29,30,29,21,36,24,20,23,36,24,22,1
5,4,60,90,2,6,60,86,5,7,58,84,4,6,56,86,4,5,63,86,5,4,61,88,6,4,61,84,5,4,63,86,4,4,63,89,1
4,7,68,89,4,5,72,91,4,5,74,96,18,22,46,57,5,5,61,93,4,5,68,95,24,40,35,37,15,11,54,74,2,5,67,98,1
1,3,39,68,4,8,42,57,9,13,44,59,0,2,46,74,3,3,42,70,10,11,38,52,4,2,47,73,5,2,45,75,4,5,45,73,1
2,4,65,96,2,6,65,92,5,4,67,93,6,8,56,84,4,5,59,92,5,6,65,94,15,16,53,65,7,4,68,92,4,4,68,95,1
12,24,45,68,9,4,53,81,6,3,51,84,17,43,46,48,17,29,39,53,13,17,44,69,21,56,47,48,22,46,42,42,18,41,42,47,1
15,15,49,64,9,10,61,81,6,5,63,87,5,6,67,94,5,3,71,92,6,4,68,96,4,8,63,86,2,5,74,97,4,5,74,102,1
12,38,43,50,19,52,46,45,19,55,53,47,7,6,51,77,10,23,50,58,17,46,44,42,5,5,50,83,6,5,52,85,5,14,52,71,1
8,7,52,71,11,10,48,67,8,7,46,68,6,8,52,72,4,5,47,72,5,8,45,66,6,8,49,65,7,8,51,61,9,10,47,63,1
5,7,56,84,11,13,48,63,5,9,58,90,4,4,60,86,4,7,55,78,10,12,49,70,4,4,61,84,5,4,59,83,9,10,55,70,1
