checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment, Installment,status n sex, Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,target
0,17,2,1,801,0,0,3,2,0,1,3,10,2,2,0,3,0,1,0,0
1,17,4,4,312,0,4,3,2,0,1,1,29,2,1,1,1,0,0,0,0
3,8,4,7,624,4,1,1,2,0,0,1,18,2,1,1,1,1,0,0,0
3,11,1,4,289,1,4,3,2,0,3,2,15,0,1,0,1,1,0,0,0
0,13,2,4,358,4,3,1,3,0,3,2,4,2,0,1,1,0,0,0,0
0,23,2,3,673,0,0,3,2,0,2,1,11,2,1,0,3,0,1,0,0
3,8,2,0,458,4,4,3,2,0,2,2,31,2,1,0,2,0,1,0,0
3,8,2,3,310,0,3,2,1,0,3,0,12,2,1,0,1,0,0,0,0
0,21,2,1,661,0,2,3,0,0,3,1,21,2,1,0,3,0,1,0,0
3,8,2,4,69,0,4,3,2,0,3,2,19,2,1,0,2,0,0,0,0
0,27,2,4,332,0,2,3,2,0,3,3,4,2,2,0,2,0,1,0,1
1,27,4,1,711,1,0,2,2,0,3,2,8,2,1,0,2,0,0,0,0
0,23,2,3,610,0,4,3,2,0,1,2,23,2,1,0,2,1,0,0,1
0,17,1,9,579,0,2,3,2,0,1,1,12,2,0,0,2,0,1,0,1
1,13,2,1,907,0,0,2,1,0,3,3,19,2,2,0,3,0,1,0,1
0,8,1,4,407,0,2,3,0,0,0,3,10,2,2,0,2,0,0,0,1
1,5,1,0,242,1,3,1,2,0,2,3,10,2,1,0,2,0,0,0,1
3,17,2,4,769,4,1,0,1,0,0,2,25,2,1,1,2,0,1,0,1
0,23,2,3,610,0,4,3,2,0,1,2,23,2,1,0,2,1,0,0,1
1,29,4,3,739,0,2,1,1,0,2,2,11,2,1,0,3,0,1,0,1
1,2,1,7,12,3,1,3,1,0,1,1,5,0,0,0,2,1,0,0,1
1,21,4,0,695,0,0,3,3,0,1,2,9,2,1,1,3,0,0,0,1
3,23,3,4,707,0,2,3,2,0,1,2,7,2,1,1,3,0,1,0,1
2,13,2,3,537,0,2,1,2,0,0,0,15,2,1,0,1,1,0,0,1
1,13,4,4,172,0,2,3,3,0,1,2,14,2,1,0,2,0,0,0,1
1,8,2,4,274,0,1,0,3,0,0,0,4,2,0,0,2,0,0,0,1
0,14,4,0,420,0,2,3,3,2,1,1,14,0,0,1,2,0,0,1,1
0,31,2,9,824,0,4,3,2,1,3,3,17,2,0,0,2,0,0,0,1
1,17,2,0,214,0,1,2,1,0,3,2,6,2,1,0,1,0,1,0,1
0,17,1,3,811,0,1,1,0,0,0,1,36,0,1,0,2,0,1,0,1
0,17,1,4,280,0,3,3,2,2,3,2,5,0,0,0,1,0,0,0,1
1,23,2,7,904,1,2,0,2,0,3,3,28,2,2,0,2,1,1,0,1
0,8,0,0,122,0,2,3,2,0,3,2,29,0,1,1,2,0,0,0,1
1,29,3,7,782,0,4,3,2,0,3,3,31,2,2,0,2,0,0,0,1
1,5,1,1,742,0,4,1,1,0,3,3,51,0,2,0,3,1,1,0,1
0,19,0,9,749,0,0,1,2,0,3,1,31,1,1,1,2,0,1,0,1
0,13,2,5,159,0,2,3,3,0,2,0,28,2,1,0,1,0,1,0,1
0,13,2,4,489,0,2,3,2,0,3,3,46,2,2,1,2,0,0,0,1
0,17,1,9,579,0,2,3,2,0,1,1,12,2,0,0,2,0,1,0,1
0,13,1,3,283,0,2,3,2,0,2,2,25,0,1,0,2,0,0,0,1
0,17,2,0,243,0,3,3,1,0,3,2,4,2,0,1,2,0,0,0,1
3,17,2,9,713,3,2,1,2,0,2,1,35,2,1,2,3,0,1,0,1
1,5,4,7,261,0,4,1,1,0,2,2,15,2,1,1,3,0,1,0,1
0,29,2,0,670,0,3,3,2,0,3,3,27,2,2,0,2,1,0,0,1
1,13,4,4,172,0,2,3,3,0,1,2,14,2,1,0,2,0,0,0,1
0,17,2,3,553,4,2,1,3,0,3,2,1,2,1,0,2,0,0,0,1
3,17,2,4,769,4,1,0,1,0,0,2,25,2,1,1,2,0,1,0,1
1,13,4,0,119,0,4,2,2,2,2,0,11,0,1,1,2,0,0,0,1
0,17,2,3,452,1,0,0,0,0,0,1,14,2,1,0,2,0,0,0,1
0,17,2,4,359,0,1,3,0,0,2,1,13,2,1,0,2,0,0,0,1
1,8,2,4,797,4,0,1,2,0,0,3,33,2,1,0,3,0,1,0,1
0,23,4,1,878,0,3,3,2,0,3,2,5,2,1,1,2,0,1,0,1
1,17,2,3,684,0,3,2,0,0,2,2,24,2,1,0,2,0,1,0,1
1,19,2,9,669,0,2,3,2,0,1,2,17,2,1,0,2,1,1,0,1
3,29,4,1,895,1,2,1,1,0,3,2,5,0,0,1,1,0,0,0,1
0,5,2,0,239,0,1,2,2,0,1,3,8,2,2,0,3,0,1,0,1
0,23,3,7,812,0,2,3,2,0,2,1,10,1,1,0,2,0,1,0,1
3,15,3,9,488,2,1,3,2,0,1,0,22,0,1,0,1,1,0,0,1
1,23,0,4,655,0,2,3,1,0,0,2,23,2,1,0,2,0,1,0,1
0,8,2,4,36,1,3,3,3,0,0,1,1,2,1,0,2,0,0,0,1
0,17,3,0,734,0,2,2,2,0,3,3,34,2,2,1,2,1,0,0,1
1,27,2,4,559,1,2,3,2,2,3,1,2,2,0,0,2,0,0,0,1
1,23,2,0,911,0,4,3,2,0,1,3,38,2,2,0,3,0,1,0,1
0,11,2,0,673,0,2,2,1,0,1,1,10,2,1,0,2,0,1,0,1
3,5,2,3,372,0,1,1,1,1,1,2,0,2,0,1,2,0,0,0,1
0,13,2,4,341,0,2,3,1,0,3,2,6,0,0,1,2,0,0,0,1
3,21,1,1,834,4,0,3,1,0,0,0,34,0,1,0,3,0,1,0,1
1,23,2,0,902,4,2,0,2,0,3,3,18,2,2,0,2,0,1,0,1
1,23,3,0,853,1,4,1,2,0,3,2,23,2,1,3,3,0,1,0,1
1,17,4,3,724,0,1,1,1,0,3,2,6,0,1,0,1,0,0,0,1
0,17,1,9,579,0,2,3,2,0,1,1,12,2,0,0,2,0,1,0,1
1,2,1,7,12,3,1,3,1,0,1,1,5,0,0,0,2,1,0,0,1
2,11,2,4,444,0,1,1,1,0,2,0,6,2,1,0,1,0,0,0,1
0,13,1,3,283,0,2,3,2,0,2,2,25,0,1,0,2,0,0,0,1
1,11,1,0,178,1,2,1,3,0,1,1,6,2,0,0,2,0,0,0,1
1,31,2,0,909,0,3,3,2,0,1,3,8,2,1,0,3,0,1,0,1
3,8,2,3,130,2,2,3,1,0,3,2,10,2,0,0,1,0,0,0,1
0,25,4,7,773,0,2,3,2,0,2,3,8,0,1,0,2,0,1,0,1
1,19,2,9,669,0,2,3,2,0,1,2,17,2,1,0,2,1,1,0,1
1,5,2,4,306,0,1,3,1,0,1,2,3,2,1,0,2,0,1,0,1
3,19,2,0,483,0,2,2,1,0,2,0,2,2,0,0,2,0,0,0,1
2,11,2,4,444,0,1,1,1,0,2,0,6,2,1,0,1,0,0,0,1
0,13,2,4,489,0,2,3,2,0,3,3,46,2,2,1,2,0,0,0,1
0,11,0,0,97,0,4,3,2,0,2,2,14,2,0,1,2,1,0,0,1
1,13,0,0,429,1,1,2,1,0,2,2,9,2,1,1,2,0,0,0,1
0,23,4,3,783,0,1,3,1,1,3,3,4,2,0,1,1,0,1,0,1
0,17,2,4,327,0,0,3,2,0,1,2,11,1,1,0,3,1,0,0,1
0,31,3,9,808,0,4,2,2,0,3,3,44,2,1,1,2,0,1,0,1
0,2,2,7,13,0,1,3,1,0,3,1,4,2,1,0,2,0,0,0,1
1,23,2,3,868,1,1,3,2,1,0,3,10,2,0,0,3,0,1,0,1
3,5,2,4,254,0,3,3,2,0,1,2,3,2,1,0,2,0,0,0,1
0,17,2,0,155,0,1,3,1,0,3,1,5,2,0,0,2,0,0,0,1
1,23,0,4,655,0,2,3,1,0,0,2,23,2,1,0,2,0,1,0,1
0,8,2,0,221,0,3,1,0,0,2,2,17,2,1,0,2,0,0,0,1
3,23,2,3,891,0,0,3,1,0,1,2,7,2,1,1,3,0,1,0,1
3,13,3,9,409,0,2,3,3,0,1,2,9,2,1,0,2,0,1,0,1
0,21,2,3,572,0,1,1,0,0,3,1,12,2,1,0,1,0,0,0,1
0,11,0,0,97,0,4,3,2,0,2,2,14,2,0,1,2,1,0,0,1
3,23,4,0,846,0,2,3,1,0,1,0,6,1,1,1,2,0,1,0,1
0,17,2,3,553,4,2,1,3,0,3,2,1,2,1,0,2,0,0,0,1
0,17,2,0,437,0,4,3,2,1,0,0,26,2,1,0,2,0,0,0,1
0,13,2,3,689,0,2,1,2,1,2,2,23,2,1,0,2,0,0,0,1
1,8,2,6,28,0,2,3,2,0,1,2,11,2,1,0,2,0,0,0,1
1,13,4,0,78,0,4,3,2,0,3,2,17,0,1,0,2,1,1,0,1
0,8,2,3,847,0,4,3,2,0,3,3,34,2,2,0,3,0,1,0,1
0,8,2,0,164,0,2,3,1,0,1,0,5,2,1,0,1,0,0,0,1
0,17,1,0,147,0,0,0,1,1,3,3,10,2,0,1,0,0,0,0,1
1,17,2,0,173,0,1,3,2,0,1,0,4,1,1,0,1,0,0,0,1
1,17,2,0,510,0,2,2,1,0,3,1,1,2,0,0,1,0,1,0,1
2,5,0,4,206,0,1,3,2,0,1,2,15,2,1,1,3,0,1,0,1
0,23,3,7,812,0,2,3,2,0,2,1,10,1,1,0,2,0,1,0,1
2,11,4,4,179,4,2,2,2,0,3,3,20,2,2,1,2,0,1,0,1
0,21,2,3,462,0,3,3,1,0,3,0,4,2,0,0,2,0,0,0,1
1,13,4,4,172,0,2,3,3,0,1,2,14,2,1,0,2,0,0,0,1
0,8,2,4,47,0,4,3,2,0,3,0,38,1,1,0,1,0,0,0,1
0,29,2,9,700,0,1,2,1,0,3,1,5,2,0,0,2,0,0,0,1
0,13,2,4,341,0,2,3,1,0,3,2,6,0,0,1,2,0,0,0,1
3,13,2,6,362,0,1,3,1,0,3,0,4,2,1,0,2,0,0,0,1
1,31,2,7,785,0,2,3,2,0,3,3,23,2,2,0,2,0,0,0,1
1,32,2,4,758,1,2,1,3,0,1,2,5,2,1,0,2,0,0,0,1
0,23,4,3,783,0,1,3,1,1,3,3,4,2,0,1,1,0,1,0,1
1,17,3,3,386,0,0,2,1,0,1,1,15,2,1,0,3,0,1,0,1
1,17,1,7,330,0,3,3,1,0,3,3,15,0,2,0,1,0,0,0,1
3,5,2,4,254,0,3,3,2,0,1,2,3,2,1,0,2,0,0,0,1
0,21,2,3,572,0,1,1,0,0,3,1,12,2,1,0,1,0,0,0,1
1,11,0,0,318,0,1,1,1,0,0,0,7,2,0,1,0,0,0,0,1
1,29,0,9,659,1,3,3,2,0,3,3,15,2,2,0,1,1,0,0,1
1,5,4,7,133,3,4,3,2,0,2,3,13,2,2,1,2,1,0,0,1
1,21,0,9,697,1,2,3,1,0,3,2,7,2,0,1,1,0,0,0,1
0,21,2,3,572,0,1,1,0,0,3,1,12,2,1,0,1,0,0,0,1
0,25,4,7,773,0,2,3,2,0,2,3,8,0,1,0,2,0,1,0,1
3,23,4,3,818,0,1,1,1,0,3,1,4,2,0,1,2,0,1,0,1
0,8,4,3,423,0,4,2,2,0,2,1,41,2,1,1,2,0,0,0,1
0,26,2,4,820,4,3,3,1,0,2,2,11,2,1,0,3,0,1,0,1
1,8,2,4,61,2,2,3,2,0,2,0,47,2,1,0,1,0,0,0,1
1,23,3,0,419,0,4,3,2,0,3,3,38,0,2,1,2,0,1,0,1
1,13,4,3,355,0,1,1,2,0,1,0,12,2,1,1,1,0,0,0,1
3,29,2,9,668,4,2,3,0,0,1,0,19,0,1,0,2,0,0,0,1
0,29,2,5,561,0,2,2,2,0,3,2,35,2,1,0,2,0,0,0,1
1,8,2,0,40,0,3,1,3,0,2,2,6,0,1,0,1,0,0,0,1
0,17,1,3,595,2,1,3,2,0,3,3,11,2,2,0,2,1,1,0,1
1,2,2,0,913,4,0,0,2,0,1,1,4,2,1,0,0,0,1,0,1
0,13,2,5,159,0,2,3,3,0,2,0,28,2,1,0,1,0,1,0,1
3,23,3,9,877,0,1,0,0,0,0,2,9,2,1,1,2,0,0,0,1
0,8,2,3,847,0,4,3,2,0,3,3,34,2,2,0,3,0,1,0,1
1,19,0,9,856,0,4,1,1,0,3,3,23,2,2,1,3,0,1,0,1
0,17,1,3,595,2,1,3,2,0,3,3,11,2,2,0,2,1,1,0,1
3,23,4,0,846,0,2,3,1,0,1,0,6,1,1,1,2,0,1,0,1
1,8,2,0,161,0,4,0,0,0,0,0,27,2,0,1,2,0,0,0,1
3,21,1,1,834,4,0,3,1,0,0,0,34,0,1,0,3,0,1,0,1
3,17,2,4,638,1,4,1,2,0,3,2,12,2,1,1,2,0,0,0,1
1,17,2,4,569,1,1,2,3,0,1,2,3,2,0,0,2,0,1,0,1
0,21,2,3,572,0,1,1,0,0,3,1,12,2,1,0,1,0,0,0,1
0,13,1,3,283,0,2,3,2,0,2,2,25,0,1,0,2,0,0,0,1
3,8,3,6,285,3,4,3,2,0,3,3,36,2,2,1,2,1,0,0,1
1,31,2,7,785,0,2,3,2,0,3,3,23,2,2,0,2,0,0,0,1
3,8,2,7,49,0,4,3,2,0,3,2,22,0,1,0,1,1,0,0,1
1,8,2,3,520,4,4,0,1,0,1,1,6,0,1,0,2,0,1,0,1
0,17,2,0,220,4,2,3,1,0,3,0,6,2,0,0,2,0,0,0,1
0,13,1,0,243,0,3,3,2,0,3,3,13,2,2,1,1,1,0,0,1
2,17,2,0,96,0,3,3,2,0,2,3,19,0,2,0,2,1,0,0,1
0,17,2,0,574,0,1,3,1,0,0,1,8,2,1,0,2,0,0,0,1
0,17,2,3,586,0,1,3,1,0,3,0,4,2,0,0,1,0,1,0,1
3,8,3,6,285,3,4,3,2,0,3,3,36,2,2,1,2,1,0,0,1
1,24,4,4,735,0,3,1,2,2,1,0,6,2,1,1,2,0,0,0,1
1,17,2,0,510,0,2,2,1,0,3,1,1,2,0,0,1,0,1,0,1
2,13,2,3,537,0,2,1,2,0,0,0,15,2,1,0,1,1,0,0,1
1,13,4,3,355,0,1,1,2,0,1,0,12,2,1,1,1,0,0,0,1
1,5,4,7,133,3,4,3,2,0,2,3,13,2,2,1,2,1,0,0,1
0,17,2,0,220,4,2,3,1,0,3,0,6,2,0,0,2,0,0,0,1
3,23,2,3,595,0,2,3,1,0,1,2,9,2,1,0,3,0,1,0,1
0,17,2,0,225,4,2,3,1,0,1,1,16,2,1,0,2,0,0,0,1
1,29,0,9,659,1,3,3,2,0,3,3,15,2,2,0,1,1,0,0,1
0,13,2,3,689,0,2,1,2,1,2,2,23,2,1,0,2,0,0,0,1
3,17,3,0,481,0,4,3,2,0,3,2,28,2,1,1,1,1,0,0,1
0,17,2,0,225,4,2,3,1,0,1,1,16,2,1,0,2,0,0,0,1
0,21,2,3,462,0,3,3,1,0,3,0,4,2,0,0,2,0,0,0,1
0,17,2,0,225,4,2,3,1,0,1,1,16,2,1,0,2,0,0,0,1
1,23,0,4,655,0,2,3,1,0,0,2,23,2,1,0,2,0,1,0,1
3,29,2,9,668,4,2,3,0,0,1,0,19,0,1,0,2,0,0,0,1
0,17,2,0,225,4,2,3,1,0,1,1,16,2,1,0,2,0,0,0,1
0,17,3,0,734,0,2,2,2,0,3,3,34,2,2,1,2,1,0,0,1
0,5,2,0,31,0,2,3,2,0,2,2,9,2,1,0,1,0,0,0,1
0,17,2,4,374,0,2,1,2,0,3,0,2,2,0,0,1,1,0,0,1
1,27,2,4,559,1,2,3,2,2,3,1,2,2,0,0,2,0,0,0,1
0,13,2,0,103,0,1,0,1,0,1,2,4,2,1,0,1,0,0,0,1
3,8,3,6,285,3,4,3,2,0,3,3,36,2,2,1,2,1,0,0,1
0,8,2,1,601,0,4,2,2,0,3,3,16,2,2,0,2,0,1,0,1
0,5,2,0,31,0,2,3,2,0,2,2,9,2,1,0,1,0,0,0,1
1,19,2,9,669,0,2,3,2,0,1,2,17,2,1,0,2,1,1,0,1
1,17,2,0,510,0,2,2,1,0,3,1,1,2,0,0,1,0,1,0,1
0,13,2,4,341,0,2,3,1,0,3,2,6,0,0,1,2,0,0,0,1
1,13,4,3,355,0,1,1,2,0,1,0,12,2,1,1,1,0,0,0,1
2,17,2,0,96,0,3,3,2,0,2,3,19,0,2,0,2,1,0,0,1
0,13,4,0,675,0,4,0,1,0,3,0,14,0,0,2,2,0,1,0,1
1,8,2,0,80,0,4,3,2,0,3,2,22,0,1,0,1,1,0,0,1
3,13,3,3,323,0,3,3,1,0,0,0,3,2,1,0,2,0,0,0,1
0,23,2,0,331,0,1,3,1,0,3,2,15,2,1,0,2,0,1,0,1
3,13,2,6,362,0,1,3,1,0,3,0,4,2,1,0,2,0,0,0,1
0,31,2,9,824,0,4,3,2,1,3,3,17,2,0,0,2,0,0,0,1
1,5,2,4,306,0,1,3,1,0,1,2,3,2,1,0,2,0,1,0,1
0,8,0,4,780,0,2,3,2,0,1,1,9,2,0,1,2,0,1,0,1
2,17,2,0,96,0,3,3,2,0,2,3,19,0,2,0,2,1,0,0,1
0,23,2,0,871,0,3,1,2,0,0,2,5,2,1,0,2,0,1,0,1
0,13,2,4,582,0,2,1,1,0,1,0,5,2,1,0,2,0,0,0,1
1,5,2,3,100,0,2,0,1,0,1,2,10,2,1,0,2,0,0,1,1
0,17,2,0,437,0,4,3,2,1,0,0,26,2,1,0,2,0,0,0,1
1,11,3,6,264,3,2,2,3,0,2,1,42,1,1,1,2,0,0,0,1
3,29,2,9,668,4,2,3,0,0,1,0,19,0,1,0,2,0,0,0,1
0,13,1,0,243,0,3,3,2,0,3,3,13,2,2,1,1,1,0,0,1
2,15,4,7,439,0,1,1,0,0,0,2,14,2,0,0,2,0,0,0,1
2,11,2,4,444,0,1,1,1,0,2,0,6,2,1,0,1,0,0,0,1
1,11,2,0,497,1,2,1,1,0,3,2,9,2,0,1,2,0,1,0,1
2,15,4,7,439,0,1,1,0,0,0,2,14,2,0,0,2,0,0,0,1
0,8,2,7,39,0,2,3,2,0,3,2,21,2,0,0,1,1,0,0,1
1,17,2,4,569,1,1,2,3,0,1,2,3,2,0,0,2,0,1,0,1
0,13,2,3,132,0,0,3,1,0,1,2,14,2,1,0,2,0,0,0,1
0,2,2,7,13,0,1,3,1,0,3,1,4,2,1,0,2,0,0,0,1
1,29,2,9,917,0,2,1,2,0,1,2,4,2,1,0,2,0,1,0,1
0,21,2,3,791,4,4,3,2,0,3,1,12,2,1,0,2,0,0,0,1
3,29,2,9,733,0,0,2,2,0,1,2,14,0,0,0,3,0,1,0,1
1,17,2,0,173,0,1,3,2,0,1,0,4,1,1,0,1,0,0,0,1
3,6,2,3,414,0,2,1,2,0,1,0,6,0,0,0,1,0,0,0,1
2,11,2,4,444,0,1,1,1,0,2,0,6,2,1,0,1,0,0,0,1
0,13,2,4,582,0,2,1,1,0,1,0,5,2,1,0,2,0,0,0,1
3,8,4,9,433,0,0,3,2,0,1,2,23,1,1,1,3,0,1,0,1
2,21,3,9,348,0,4,3,2,0,3,0,47,2,1,0,3,0,1,0,1
0,17,3,0,734,0,2,2,2,0,3,3,34,2,2,1,2,1,0,0,1
0,23,2,3,745,0,3,3,2,0,1,1,10,2,1,0,2,0,0,0,1
3,6,2,0,196,4,2,3,2,2,3,1,8,2,1,0,1,0,0,0,1
0,13,2,3,469,0,2,1,2,0,1,2,3,2,1,0,2,0,0,0,1
1,13,4,3,355,0,1,1,2,0,1,0,12,2,1,1,1,0,0,0,1
0,31,3,9,808,0,4,2,2,0,3,3,44,2,1,1,2,0,1,0,1
0,17,2,0,220,4,2,3,1,0,3,0,6,2,0,0,2,0,0,0,1
1,17,2,0,173,0,1,3,2,0,1,0,4,1,1,0,1,0,0,0,1
1,11,2,0,497,1,2,1,1,0,3,2,9,2,0,1,2,0,1,0,1
3,8,2,3,130,2,2,3,1,0,3,2,10,2,0,0,1,0,0,0,1
1,13,4,4,172,0,2,3,3,0,1,2,14,2,1,0,2,0,0,0,1
2,13,2,3,537,0,2,1,2,0,0,0,15,2,1,0,1,1,0,0,1
1,27,2,4,559,1,2,3,2,2,3,1,2,2,0,0,2,0,0,0,1
2,8,1,9,23,0,1,3,1,0,0,0,7,2,1,0,0,0,0,0,1
0,17,1,4,280,0,3,3,2,2,3,2,5,0,0,0,1,0,0,0,1
1,8,2,3,520,4,4,0,1,0,1,1,6,0,1,0,2,0,1,0,1
1,29,2,4,563,0,3,3,2,0,3,0,9,2,1,1,2,0,0,0,1
0,17,2,0,225,4,2,3,1,0,1,1,16,2,1,0,2,0,0,0,1
1,31,1,2,914,1,4,2,1,0,3,3,41,0,2,1,3,0,1,0,1
0,23,2,3,745,0,3,3,2,0,1,1,10,2,1,0,2,0,0,0,1
2,11,4,4,179,4,2,2,2,0,3,3,20,2,2,1,2,0,1,0,1
3,8,4,9,433,0,0,3,2,0,1,2,23,1,1,1,3,0,1,0,1
1,17,2,0,173,0,1,3,2,0,1,0,4,1,1,0,1,0,0,0,1
0,17,3,0,205,0,0,3,2,0,1,0,24,2,2,1,2,1,0,0,1
0,13,2,7,55,0,0,3,1,0,0,0,8,2,1,0,0,0,0,0,1
0,8,2,0,221,0,3,1,0,0,2,2,17,2,1,0,2,0,0,0,1
3,8,2,3,130,2,2,3,1,0,3,2,10,2,0,0,1,0,0,0,1
0,13,2,3,382,0,2,0,1,0,3,0,1,0,0,0,2,0,0,0,1
0,17,1,4,280,0,3,3,2,2,3,2,5,0,0,0,1,0,0,0,1
0,17,2,0,86,4,4,3,1,0,1,2,10,0,1,0,2,0,0,0,1
3,23,2,3,891,0,0,3,1,0,1,2,7,2,1,1,3,0,1,0,1
0,17,1,3,811,0,1,1,0,0,0,1,36,0,1,0,2,0,1,0,1
0,17,2,3,553,4,2,1,3,0,3,2,1,2,1,0,2,0,0,0,1
3,11,2,7,717,1,2,2,2,0,1,1,21,2,1,0,3,0,1,0,1
1,17,2,4,569,1,1,2,3,0,1,2,3,2,0,0,2,0,1,0,1
1,8,2,6,28,0,2,3,2,0,1,2,11,2,1,0,2,0,0,0,1
1,17,0,9,694,0,2,0,2,0,3,0,17,2,1,2,1,0,1,0,1
1,23,2,7,904,1,2,0,2,0,3,3,28,2,2,0,2,1,1,0,1
1,15,2,9,145,0,4,1,1,0,3,1,20,2,1,0,2,1,0,0,1
3,15,0,0,736,4,2,0,1,0,3,1,10,0,1,1,2,0,1,0,1
0,8,2,3,183,0,2,1,1,0,3,2,1,2,0,0,2,0,0,0,1
3,15,4,0,905,4,4,3,2,0,3,3,11,2,2,0,3,0,1,0,1
3,17,2,9,713,3,2,1,2,0,2,1,35,2,1,2,3,0,1,0,1
0,5,2,0,239,0,1,2,2,0,1,3,8,2,2,0,3,0,1,0,1
1,31,2,7,785,0,2,3,2,0,3,3,23,2,2,0,2,0,0,0,1
3,13,1,0,796,0,4,1,2,0,3,3,20,0,1,1,3,1,1,0,1
0,17,2,0,185,4,3,3,1,0,3,3,13,2,0,0,2,0,0,0,1
0,17,1,3,811,0,1,1,0,0,0,1,36,0,1,0,2,0,1,0,1
3,17,2,4,638,1,4,1,2,0,3,2,12,2,1,1,2,0,0,0,1
1,5,2,3,100,0,2,0,1,0,1,2,10,2,1,0,2,0,0,1,1
0,17,1,3,595,2,1,3,2,0,3,3,11,2,2,0,2,1,1,0,1
1,11,2,0,497,1,2,1,1,0,3,2,9,2,0,1,2,0,1,0,1
1,8,2,0,190,0,1,2,1,0,0,2,6,2,0,0,2,0,0,0,1
0,23,3,7,812,0,2,3,2,0,2,1,10,1,1,0,2,0,1,0,1
1,17,2,0,214,0,1,2,1,0,3,2,6,2,1,0,1,0,1,0,1
1,5,1,1,742,0,4,1,1,0,3,3,51,0,2,0,3,1,1,0,1
1,29,0,9,912,0,2,1,2,0,1,2,6,2,1,0,2,0,1,0,1
1,17,2,0,510,0,2,2,1,0,3,1,1,2,0,0,1,0,1,0,1
0,17,2,4,374,0,2,1,2,0,3,0,2,2,0,0,1,1,0,0,1
3,15,0,0,736,4,2,0,1,0,3,1,10,0,1,1,2,0,1,0,1
1,23,3,9,706,0,2,1,0,0,1,0,11,1,1,1,3,0,1,0,1
0,17,4,0,149,0,4,3,2,0,3,2,41,2,1,1,1,0,0,0,1
1,17,2,0,173,0,1,3,2,0,1,0,4,1,1,0,1,0,0,0,1
0,17,2,0,220,4,2,3,1,0,3,0,6,2,0,0,2,0,0,0,1
0,13,2,3,469,0,2,1,2,0,1,2,3,2,1,0,2,0,0,0,1
1,5,2,4,306,0,1,3,1,0,1,2,3,2,1,0,2,0,1,0,1
1,23,2,4,502,1,2,3,1,1,3,3,31,2,2,0,2,0,0,0,1
0,11,2,5,181,4,2,3,1,0,1,2,5,2,0,0,2,0,0,0,1
1,17,2,0,173,0,1,3,2,0,1,0,4,1,1,0,1,0,0,0,1
0,13,2,4,489,0,2,3,2,0,3,3,46,2,2,1,2,0,0,0,1
1,8,2,3,520,4,4,0,1,0,1,1,6,0,1,0,2,0,1,0,1
3,5,2,3,372,0,1,1,1,1,1,2,0,2,0,1,2,0,0,0,1
0,8,0,0,122,0,2,3,2,0,3,2,29,0,1,1,2,0,0,0,1
0,17,1,4,280,0,3,3,2,2,3,2,5,0,0,0,1,0,0,0,1
3,13,2,0,807,4,2,1,2,0,3,2,49,2,0,1,2,0,0,0,1
1,17,2,4,569,1,1,2,3,0,1,2,3,2,0,0,2,0,1,0,1
3,23,2,7,325,0,2,3,2,0,3,3,18,1,2,0,2,0,1,0,1
1,21,3,4,350,1,1,3,2,0,2,3,11,1,1,1,3,0,0,0,1
0,8,2,0,180,0,1,2,1,0,0,0,18,2,1,0,1,0,0,0,1
1,27,2,4,559,1,2,3,2,2,3,1,2,2,0,0,2,0,0,0,1
0,8,2,8,83,0,3,3,3,0,3,1,2,2,0,0,2,0,0,0,1
1,2,1,0,91,1,1,0,1,0,0,1,13,1,1,0,1,0,0,0,1
1,5,2,4,306,0,1,3,1,0,1,2,3,2,1,0,2,0,1,0,1
0,8,2,0,487,0,1,3,2,0,0,0,14,2,1,0,1,1,0,0,1
1,17,2,1,686,2,1,2,1,0,3,2,9,2,0,0,2,0,0,0,1
0,21,2,3,791,4,4,3,2,0,3,1,12,2,1,0,2,0,0,0,1
0,17,3,4,305,0,1,3,1,0,1,2,10,2,0,0,1,0,1,0,1
0,29,2,4,815,0,3,0,3,2,0,0,15,2,1,1,2,0,1,0,1
0,2,2,0,915,0,4,0,2,0,3,3,49,0,1,0,3,0,1,0,1
1,31,1,2,914,1,4,2,1,0,3,3,41,0,2,1,3,0,1,0,1
0,23,2,1,855,0,2,1,2,0,1,1,7,2,1,0,2,1,0,0,1
0,23,2,3,509,0,4,1,2,0,1,1,22,0,1,0,2,1,0,0,1
1,17,0,9,694,0,2,0,2,0,3,0,17,2,1,2,1,0,1,0,1
0,13,2,3,132,0,0,3,1,0,1,2,14,2,1,0,2,0,0,0,1
0,13,2,5,159,0,2,3,3,0,2,0,28,2,1,0,1,0,1,0,1
0,13,4,0,675,0,4,0,1,0,3,0,14,0,0,2,2,0,1,0,1
1,17,4,2,898,0,2,1,2,1,2,2,20,2,1,1,3,1,1,0,1
1,23,3,0,419,0,4,3,2,0,3,3,38,0,2,1,2,0,1,0,1
1,8,2,4,61,2,2,3,2,0,2,0,47,2,1,0,1,0,0,0,1
0,17,1,2,215,4,4,3,2,0,2,2,21,1,1,0,3,0,1,0,1
0,26,2,4,674,0,1,3,2,0,2,2,15,2,1,0,2,0,0,0,1
0,5,2,0,239,0,1,2,2,0,1,3,8,2,2,0,3,0,1,0,1
0,8,2,0,58,0,3,3,2,0,1,0,7,2,1,0,2,0,0,0,1
