col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,class
331,150,279,254,121,245,337,308,525,269,601,451,501,453,441,499,319,358,310,277,135,2
175,394,219,442,655,735,791,646,521,481,312,267,243,88,149,325,86,273,82,150,89,1
97,314,210,95,183,288,208,545,609,559,574,676,641,723,421,381,40,190,332,219,311,2
117,130,170,148,200,376,207,587,428,718,431,504,564,448,259,362,9,106,174,282,151,2
306,112,163,301,548,451,663,395,329,237,21,371,427,280,511,347,441,406,325,304,185,0
343,209,402,503,697,679,667,676,530,455,422,252,187,231,115,147,164,64,193,60,218,1
382,266,235,430,385,590,410,374,609,688,648,521,513,449,401,253,199,191,289,378,276,1
337,117,53,138,165,233,303,310,261,383,321,528,477,446,674,349,485,539,297,392,299,2
267,337,500,348,447,267,477,220,357,361,283,261,285,413,363,334,463,482,208,289,183,0
242,288,312,185,182,69,259,165,198,86,306,362,560,679,775,578,504,453,269,329,247,2
307,188,257,243,70,216,320,306,499,496,488,574,370,520,632,367,385,273,221,161,273,2
161,275,372,358,528,483,570,401,159,234,255,360,208,403,474,369,536,628,433,141,253,0
323,260,369,251,279,477,513,707,519,641,496,423,430,497,314,262,353,217,142,301,426,1
183,278,172,319,281,94,158,134,210,73,259,196,599,501,714,679,510,606,559,463,164,0
428,223,281,376,510,772,516,610,368,475,316,310,174,262,140,296,350,291,189,421,205,1
349,208,344,153,254,106,189,152,36,121,180,214,509,548,854,712,756,461,174,425,204,0
227,81,401,395,525,528,522,513,441,588,425,167,106,245,21,323,212,278,371,330,383,1
211,329,186,334,357,190,121,391,311,391,339,365,381,543,469,575,518,512,114,513,261,2
318,188,213,190,226,334,420,354,424,376,637,459,496,371,459,306,127,213,406,72,308,2
250,189,139,206,158,359,51,257,128,187,271,343,602,590,620,736,504,519,392,284,307,2
327,346,278,389,388,292,202,207,91,144,171,270,385,475,603,611,506,360,377,198,332,0
181,304,239,351,282,425,349,278,62,252,267,236,529,507,537,548,442,498,309,255,196,0
355,168,17,231,124,343,407,538,563,447,530,515,685,516,470,275,330,236,259,345,156,2
396,217,219,269,139,80,191,260,466,176,407,301,505,510,617,572,651,590,189,266,73,2
500,190,118,327,257,317,18,304,245,265,319,499,477,554,648,799,540,261,321,39,251,2
408,287,178,79,189,271,256,417,540,470,423,429,379,440,469,284,252,402,197,269,202,2
465,180,221,237,283,280,45,270,342,282,316,711,479,556,390,282,486,491,379,478,230,2
218,277,322,292,208,450,573,394,233,162,308,328,167,440,483,436,527,381,282,297,234,0
215,307,177,268,266,248,367,430,550,356,339,424,588,618,508,416,262,191,182,105,263,2
149,362,115,324,339,181,347,328,176,299,307,374,473,608,702,698,746,363,355,344,168,2
265,535,486,472,584,800,818,677,415,503,114,111,111,136,312,223,249,159,223,162,285,1
296,493,583,329,685,573,610,625,636,258,230,343,196,316,262,114,355,279,223,359,387,1
175,70,224,144,65,269,78,80,338,284,416,547,673,620,775,659,626,379,331,325,401,2
223,423,445,504,554,686,837,555,488,456,442,58,60,242,174,188,323,363,474,385,164,0
171,218,111,179,95,192,355,429,443,428,511,675,569,514,297,236,249,132,251,268,445,2
198,334,338,572,685,517,817,609,604,245,336,227,243,31,184,154,146,130,237,180,98,1
314,264,460,85,419,310,402,448,512,601,643,648,440,471,487,280,292,168,290,145,346,2
336,404,147,485,85,431,192,353,297,177,142,445,365,660,367,618,456,268,427,350,370,0
344,80,99,195,202,339,254,311,475,221,494,452,619,422,624,623,668,160,213,375,197,2
155,196,350,257,205,349,425,454,569,437,397,447,296,329,358,340,252,288,438,440,283,1
382,122,104,195,157,395,266,467,677,439,329,683,472,248,393,308,217,264,76,354,276,1
273,228,477,591,607,601,697,529,601,300,353,164,219,159,177,192,177,245,94,277,278,1
228,222,198,260,97,270,326,345,409,603,472,607,539,397,491,393,250,138,232,268,206,2
332,225,374,274,253,414,377,269,178,400,267,174,542,485,685,516,470,274,252,199,82,0
231,197,352,377,449,581,498,482,465,288,238,351,325,331,475,456,274,377,280,360,58,0
479,487,200,342,288,544,622,510,526,526,417,430,391,282,359,276,112,170,278,133,504,1
314,313,545,280,418,615,677,581,306,262,426,338,314,377,397,595,395,235,211,192,216,0
249,324,439,415,390,527,250,392,377,181,290,353,202,319,614,295,428,271,305,178,369,0
208,264,106,384,249,202,81,101,235,62,283,252,408,630,764,772,606,544,585,259,234,0
367,331,252,463,352,335,370,430,409,434,424,432,288,382,211,188,257,155,171,122,411,1
231,277,207,128,325,215,195,372,120,111,474,476,500,624,551,558,609,529,388,358,494,2
323,399,388,357,736,708,622,520,488,300,144,304,276,211,367,204,179,266,297,357,183,1
279,133,220,432,361,149,406,593,596,513,441,475,711,383,208,129,60,57,372,300,194,1
364,231,380,241,265,186,310,252,322,194,195,457,345,641,460,644,653,680,223,386,325,0
333,143,221,142,73,387,162,276,316,401,484,414,567,700,480,625,528,359,223,309,340,2
361,239,291,307,547,278,423,296,310,242,296,387,455,521,546,521,528,449,266,193,186,0
339,442,558,446,429,577,623,376,369,228,15,193,340,307,404,357,248,340,147,208,280,0
313,351,412,518,643,546,474,450,391,351,210,292,69,306,459,309,263,180,268,440,186,0
124,304,148,419,415,343,508,437,553,508,376,248,413,38,163,389,251,120,183,252,333,1
167,185,304,224,444,477,433,469,733,407,563,660,448,400,316,315,303,254,221,123,358,1
276,504,364,538,527,750,805,737,528,314,362,115,162,110,417,300,217,213,264,167,104,1
424,254,241,190,242,259,404,441,397,234,494,398,551,400,469,477,369,343,368,303,366,2
204,210,380,195,185,382,315,305,410,387,181,229,491,393,558,451,185,510,288,433,283,0
372,262,258,146,447,344,192,66,232,165,163,306,507,574,746,717,713,474,419,251,101,0
310,172,408,384,548,367,589,401,369,309,31,290,378,397,130,222,379,244,406,278,282,0
307,253,326,424,279,210,384,260,515,575,570,341,601,523,261,437,342,263,218,245,315,2
274,357,189,497,456,269,303,257,182,171,97,297,582,451,322,486,595,546,410,262,230,0
207,256,249,393,284,165,200,203,113,263,410,325,641,688,673,785,714,553,419,249,347,2
421,416,241,484,661,597,708,679,459,393,273,264,279,246,95,302,463,127,233,263,168,1
221,263,335,197,220,342,383,361,180,166,241,348,465,579,583,470,513,505,323,254,181,0
228,260,80,337,472,278,186,331,413,372,397,665,428,459,378,388,414,309,429,94,295,2
280,405,498,544,684,519,495,538,328,277,111,203,221,189,92,171,351,423,218,347,63,0
429,273,210,348,392,205,378,144,223,392,351,391,448,775,648,690,506,339,337,140,221,2
123,295,148,351,356,256,380,321,493,244,418,491,426,465,515,463,455,229,402,511,143,2
441,159,298,223,343,206,355,228,550,196,395,402,636,595,594,557,423,413,244,320,302,2
417,381,202,598,579,660,536,588,447,353,219,130,293,324,338,178,397,234,110,102,222,1
335,172,252,315,187,133,406,133,427,107,539,450,592,566,358,374,429,439,491,370,81,2
292,227,334,452,258,384,432,485,583,557,646,607,608,563,223,277,39,126,394,340,299,1
382,428,473,315,501,204,419,303,349,235,313,160,350,486,561,542,706,447,390,321,311,0
154,376,349,373,441,337,426,505,254,252,218,103,117,584,375,356,473,375,443,352,447,0
327,368,326,333,605,236,240,411,247,191,67,193,273,531,469,317,477,376,395,255,181,0
350,309,131,247,477,359,256,352,326,516,430,319,514,559,369,261,269,321,361,367,201,2
303,311,194,215,280,231,397,356,603,289,457,453,724,772,563,416,418,250,324,289,209,2
260,250,425,548,539,408,650,583,597,472,322,159,74,204,304,255,291,255,116,140,62,1
242,425,271,402,432,686,796,423,410,271,289,222,422,308,342,331,360,206,275,54,174,0
272,374,196,385,429,434,329,432,420,305,204,280,508,298,584,559,632,554,438,336,183,0
214,431,270,328,494,674,636,688,728,660,231,378,104,194,155,313,241,144,207,390,145,1
443,436,230,333,443,500,475,470,307,301,215,254,330,124,274,282,421,197,350,247,129,0
330,92,268,239,232,240,246,428,301,242,399,630,586,568,595,454,447,260,402,358,353,2
270,362,346,537,540,555,453,790,473,456,427,303,77,184,254,247,280,267,411,377,425,1
323,295,455,425,662,517,616,520,632,281,375,145,88,165,45,114,365,276,80,291,279,1
478,325,159,436,419,190,90,39,250,333,255,349,557,591,666,611,613,542,437,413,155,0
279,313,414,256,348,389,337,102,285,148,418,207,547,565,395,438,708,337,371,472,289,0
405,266,194,274,427,297,414,226,469,117,333,455,413,507,790,533,675,402,78,124,354,0
236,157,129,243,129,309,428,424,415,489,447,495,598,403,275,396,188,53,288,339,275,2
41,291,342,606,269,636,742,630,328,567,368,396,175,118,400,59,238,269,145,314,277,1
284,70,309,336,427,304,357,412,111,226,243,428,384,578,583,482,428,204,379,238,355,0
224,313,490,399,580,520,670,510,525,323,290,248,116,50,289,239,221,267,338,267,184,0
336,294,434,273,412,651,419,331,338,218,119,237,289,359,401,681,279,394,442,302,378,0
359,193,396,203,175,247,213,383,462,489,401,544,476,428,356,391,432,351,255,410,269,2
366,380,474,255,412,421,293,403,284,356,107,426,363,654,649,523,530,496,261,408,358,0
496,285,212,169,198,68,126,268,151,231,312,375,705,747,723,649,551,460,428,236,176,0
328,205,484,530,375,566,496,321,338,273,154,286,248,339,489,167,278,296,412,370,224,0
295,405,251,243,259,125,280,278,357,154,280,509,695,570,541,585,498,351,427,359,251,2
388,308,34,324,341,212,356,410,478,687,586,328,706,538,413,156,225,350,212,361,260,2
352,281,255,322,238,198,297,136,238,159,402,271,573,500,642,357,480,456,204,516,147,2
225,278,239,111,209,193,151,321,189,215,323,455,520,611,686,657,471,527,516,311,187,2
301,287,423,320,562,551,660,584,475,404,226,252,324,206,274,333,296,384,205,259,308,0
266,290,366,415,360,415,553,605,638,309,461,218,302,384,137,260,179,219,223,361,79,1
79,366,249,299,386,262,372,262,284,161,218,155,375,597,395,541,479,390,193,210,200,0
209,357,355,329,466,273,377,522,279,245,40,255,263,437,344,450,291,277,381,263,97,0
297,165,306,279,353,164,149,156,136,319,222,418,604,633,727,684,423,482,405,256,151,2
246,269,208,367,135,379,153,322,191,249,34,373,551,581,873,791,525,461,252,436,172,0
203,457,441,361,643,767,741,661,555,627,435,106,281,168,195,265,322,89,304,307,330,1
240,327,167,318,26,200,340,356,524,559,715,542,450,364,451,192,167,209,224,124,272,2
312,79,181,266,310,146,343,323,79,317,298,375,604,714,531,597,571,591,560,295,205,2
362,527,399,528,429,633,599,296,336,405,204,259,323,340,413,422,419,175,117,441,406,0
250,217,534,542,525,750,704,470,572,350,269,258,116,40,211,367,227,319,218,299,417,0
292,335,188,177,192,248,296,357,463,546,357,502,600,346,343,333,336,353,284,243,281,2
409,192,226,249,133,301,220,150,249,238,315,399,573,720,729,556,473,260,438,423,406,2
419,433,312,530,578,351,362,739,449,541,354,422,314,294,388,261,252,214,253,296,321,1
293,220,373,360,437,551,609,509,483,402,422,269,99,58,284,445,221,351,270,32,299,0
263,412,387,425,497,356,823,644,542,482,314,393,287,220,154,186,28,204,221,267,369,1
269,428,328,568,598,534,851,746,636,328,211,228,263,189,160,62,216,274,277,137,160,1
279,195,416,605,741,778,656,767,573,241,342,104,209,56,182,151,30,346,105,272,276,1
174,277,335,345,402,513,490,452,367,444,353,302,370,245,289,204,304,79,194,138,166,1
131,452,156,300,206,314,323,381,211,249,316,375,527,779,768,641,483,499,445,485,238,2
228,331,468,360,593,546,461,537,460,433,66,181,279,247,416,280,362,370,256,227,187,0
476,454,292,224,574,439,439,366,554,276,379,165,362,540,395,318,398,487,204,268,290,0
237,413,163,227,388,225,479,422,600,589,584,358,464,331,140,406,277,377,234,298,292,1
420,221,406,463,458,485,421,495,295,322,256,157,347,426,427,534,458,366,440,472,238,0
154,288,268,282,585,350,432,446,367,639,367,356,385,362,304,159,223,347,281,227,252,1
92,330,292,285,405,479,640,577,600,405,181,277,324,270,244,198,306,119,293,267,454,1
289,368,332,440,502,563,612,569,617,333,484,337,278,412,105,80,213,165,349,310,259,1
100,240,103,206,194,203,169,317,252,491,368,463,441,463,362,530,235,57,253,287,280,2
466,67,328,251,326,290,397,176,444,381,431,442,737,399,498,412,462,473,285,74,452,2
289,219,289,421,533,760,436,487,433,562,430,295,312,419,366,322,219,213,334,186,156,1
221,231,165,435,377,511,589,737,533,305,550,486,511,511,196,324,49,398,339,284,433,1
365,363,316,225,341,330,537,522,491,388,703,695,555,348,412,320,48,215,174,172,276,1
238,34,274,363,366,189,328,112,120,143,260,275,444,580,572,690,571,535,274,220,240,0
247,190,345,51,243,294,285,324,430,445,511,333,561,578,394,403,83,391,258,311,337,2
282,466,437,567,502,569,846,462,658,130,123,89,220,182,68,123,450,123,209,249,379,0
305,431,149,272,225,154,114,116,191,84,147,283,437,760,867,692,550,425,575,271,274,0
325,206,323,298,92,282,209,358,420,487,464,420,554,493,437,412,288,269,412,283,254,2
353,178,607,287,450,615,751,485,534,496,183,98,340,307,276,437,251,286,317,324,233,0
175,117,195,248,257,217,125,314,361,337,348,643,468,749,446,341,561,427,335,244,429,2
437,105,241,356,370,316,369,145,378,121,185,369,283,601,627,515,528,446,281,292,298,0
378,210,331,305,265,271,285,142,276,174,444,563,571,379,634,739,569,455,515,262,205,2
286,307,343,555,506,739,678,479,504,408,93,7,306,239,72,114,198,272,99,387,266,0
132,340,373,159,285,432,594,354,642,668,382,588,527,220,335,342,317,194,382,501,513,1
337,429,324,330,311,264,271,347,58,289,270,149,576,614,524,503,689,667,316,326,63,0
249,117,299,461,464,427,342,268,408,394,301,408,478,571,360,436,523,387,240,268,289,0
144,362,330,286,339,173,126,234,307,276,374,407,424,498,691,538,390,362,489,390,72,2
482,208,180,179,311,317,289,446,449,476,538,470,565,692,450,443,427,416,359,354,366,2
258,429,218,248,188,331,409,592,459,691,696,576,392,368,309,332,300,181,186,171,304,1
125,439,291,511,524,662,662,623,322,387,154,322,182,82,250,100,145,210,49,216,346,1
464,92,231,1,216,136,395,237,316,266,438,680,475,397,441,612,349,360,212,195,56,2
185,366,273,383,352,704,577,464,616,366,182,74,232,89,300,290,547,348,233,247,352,0
293,195,127,40,349,168,219,69,185,305,330,194,648,599,732,388,622,365,504,356,266,2
199,88,330,400,462,566,365,549,652,430,474,356,604,112,225,131,260,296,267,266,253,1
318,195,220,369,304,391,305,571,189,285,84,403,371,576,562,515,447,606,480,504,143,0
311,206,366,298,189,129,193,312,514,402,366,338,537,640,675,367,272,419,283,203,162,2
299,354,336,385,251,145,180,123,359,187,162,540,597,490,629,440,415,432,399,228,370,2
105,315,150,180,144,459,286,451,476,568,401,450,659,603,567,488,418,358,210,144,410,2
239,432,313,379,169,341,369,593,696,592,347,586,563,400,335,343,98,204,217,98,268,1
220,231,371,265,269,121,333,201,302,551,674,354,580,500,318,304,166,305,410,310,289,2
235,351,316,286,189,187,250,348,360,642,288,563,398,496,485,424,333,76,163,346,390,2
241,287,231,318,333,520,559,494,556,503,645,498,376,276,341,245,286,338,128,118,196,1
309,225,307,283,344,501,758,545,610,392,196,340,273,246,61,198,265,77,411,190,303,1
133,533,384,575,390,635,568,517,380,185,44,21,334,123,170,231,196,344,153,324,216,0
198,100,282,403,377,238,435,285,733,453,560,401,346,449,394,296,154,285,153,327,160,1
216,427,432,649,663,649,707,688,580,307,200,223,329,279,28,175,244,161,366,283,81,1
283,184,105,317,264,468,405,527,538,375,245,382,666,366,266,162,18,98,217,238,324,1
373,307,202,455,404,516,472,398,586,597,309,401,459,285,312,343,381,164,206,222,216,1
314,162,366,298,395,359,324,271,271,163,283,88,521,543,517,712,539,559,455,208,344,0
227,446,89,194,311,182,211,435,333,676,365,564,466,467,390,387,366,363,391,217,308,2
102,418,335,131,25,17,216,227,234,45,220,315,532,340,648,654,516,493,377,409,136,2
222,176,127,267,199,482,395,530,493,510,627,578,509,377,375,426,116,198,181,248,344,1
142,398,523,361,454,403,491,671,447,300,153,192,297,225,212,329,557,328,297,267,257,0
179,205,480,517,604,706,690,747,341,587,321,115,251,223,262,330,166,216,53,23,235,0
298,341,334,109,12,206,209,305,360,274,459,357,542,690,511,478,398,518,292,479,329,2
225,361,395,242,632,677,352,551,488,559,500,202,320,203,259,243,445,22,232,359,217,1
369,335,309,264,218,240,211,191,139,200,329,358,394,737,733,516,613,498,568,238,352,2
215,383,389,346,609,607,720,653,462,303,227,343,123,234,113,109,187,114,141,356,293,1
327,324,158,159,166,266,224,297,302,543,378,422,523,512,438,517,526,281,137,295,316,2
271,261,389,225,335,145,367,144,210,362,266,385,504,709,680,445,476,537,371,222,251,2
180,127,314,146,492,376,419,529,742,610,747,384,561,241,290,251,225,235,275,235,491,1
289,131,426,533,656,510,608,544,574,422,444,236,310,387,192,143,202,235,198,136,134,1
258,233,221,184,125,351,267,374,188,321,200,404,535,494,705,486,516,429,150,238,360,2
362,459,364,139,292,54,539,133,242,124,318,222,353,415,488,507,630,516,350,321,272,0
153,273,299,20,100,146,85,388,314,416,215,640,465,498,496,596,457,387,321,298,322,2
170,109,146,269,188,107,322,182,359,212,329,400,633,751,645,671,565,421,390,253,204,2
197,311,241,382,198,233,337,359,500,721,574,633,526,278,416,308,281,170,191,373,325,1
401,190,133,334,313,366,446,434,482,534,437,476,356,425,112,122,191,285,266,396,245,1
378,168,41,110,393,306,181,162,168,248,226,576,557,529,836,565,401,571,314,345,141,2
76,246,322,528,637,527,699,608,519,330,447,177,63,102,280,63,478,30,68,345,225,1
510,313,427,492,502,604,790,645,619,258,167,149,123,309,235,361,173,211,203,145,145,1
322,94,184,134,155,248,145,256,313,425,533,366,543,554,455,458,536,150,298,420,394,2
347,160,437,308,332,349,516,528,495,522,603,437,510,387,109,238,125,192,230,405,243,1
337,232,297,218,280,341,109,75,217,153,205,375,592,549,665,710,493,524,511,259,283,0
251,232,368,599,255,449,613,422,631,375,311,244,94,184,37,262,290,117,215,68,288,1
238,427,477,386,564,427,543,662,595,442,178,36,161,32,164,365,401,202,201,342,205,1
370,263,295,221,329,274,90,118,224,196,363,448,547,504,810,470,770,540,499,459,265,0
143,388,230,272,521,425,508,389,668,416,523,413,242,347,269,179,201,257,373,324,139,1
181,212,236,328,236,106,251,207,221,202,185,425,516,556,671,503,659,402,542,208,139,0
399,266,416,519,652,624,471,641,450,387,346,113,240,148,318,277,298,105,308,314,207,1
105,274,476,480,554,664,691,272,224,320,240,291,245,416,280,370,445,219,297,274,371,0
267,478,285,125,153,167,371,206,462,269,523,276,425,601,493,497,284,387,271,159,106,2
80,212,404,458,526,569,722,668,620,299,236,243,350,82,179,231,208,136,323,137,361,1
228,131,236,192,400,132,283,113,217,111,227,266,566,697,623,676,629,651,440,273,274,2
148,353,494,561,448,765,877,569,656,350,231,166,225,2,94,155,25,99,146,104,401,1
237,301,306,256,319,270,431,328,526,572,515,462,543,313,533,369,602,493,333,199,121,2
169,351,253,139,342,391,486,195,200,435,339,323,658,684,568,552,460,444,294,373,143,2
241,270,261,500,370,573,721,520,513,478,349,265,478,511,335,165,110,193,201,321,317,1
397,337,471,294,422,430,391,489,458,236,153,262,253,133,378,426,650,490,430,352,338,0
253,252,308,546,605,610,527,560,390,307,253,210,76,109,224,313,238,166,211,67,91,0
490,341,184,370,188,350,273,121,331,216,243,485,521,519,736,550,556,521,574,374,412,0
417,74,481,348,198,508,440,135,143,193,167,236,416,400,473,554,443,439,493,251,310,0
309,303,578,541,355,380,426,270,328,392,172,212,459,338,263,360,700,291,383,432,349,0
283,155,482,167,118,363,529,493,574,397,686,620,561,553,317,383,127,167,313,262,169,2
404,486,400,492,451,590,412,623,341,688,474,367,227,278,284,248,269,98,149,357,278,1
184,223,133,445,234,193,177,245,255,298,364,619,418,554,464,632,399,395,319,296,427,2
356,335,259,288,89,311,394,350,538,441,536,517,506,532,447,399,62,78,176,252,223,2
306,210,246,98,224,74,250,496,292,303,550,504,485,494,582,491,327,246,247,427,200,2
379,232,142,252,137,278,123,242,314,133,467,450,618,553,709,326,458,472,499,258,121,2
303,295,341,236,167,257,199,263,436,518,682,452,524,464,450,285,292,464,267,310,232,2
163,200,246,359,228,239,321,497,411,430,723,471,536,466,339,399,230,166,206,249,2,2
132,338,247,359,462,356,656,609,421,533,381,554,235,361,32,156,254,414,329,56,197,1
157,333,388,290,537,420,613,227,128,87,146,296,303,355,622,349,374,554,362,228,149,0
302,165,28,100,305,518,216,63,70,85,69,400,369,609,647,538,634,456,287,338,284,0
215,315,94,244,183,296,354,371,643,435,316,283,597,522,394,442,380,366,373,249,315,2
2,250,185,272,398,408,253,178,143,218,279,354,454,512,499,375,437,284,309,376,356,0
455,401,257,441,266,368,298,612,595,533,476,216,551,537,347,200,142,219,221,324,339,1
232,215,302,417,406,464,499,464,359,161,24,261,315,408,472,218,209,91,315,157,190,0
235,309,269,410,119,326,455,591,623,643,510,549,335,314,324,125,345,304,237,158,127,1
138,443,358,561,632,639,652,616,379,287,89,116,29,276,182,177,113,97,381,401,209,0
348,433,400,341,409,573,691,444,496,455,371,111,348,409,491,271,413,394,215,95,352,0
102,66,446,441,442,336,494,624,444,503,378,371,362,331,198,303,161,180,136,261,216,1
241,274,166,346,321,500,466,683,434,630,436,450,304,327,431,189,265,154,323,357,208,1
213,303,384,417,317,363,598,515,423,239,214,329,263,539,451,632,415,367,138,338,265,0
227,443,267,667,521,713,612,508,383,218,319,86,214,192,184,300,30,62,305,366,214,0
322,282,318,151,206,426,306,216,649,524,533,528,561,602,462,368,176,316,161,115,354,2
326,358,281,473,224,389,170,393,164,415,581,565,497,592,371,574,458,276,270,559,337,2
346,357,352,493,583,598,800,615,455,342,357,199,353,35,127,327,214,171,202,393,395,1
292,397,297,347,405,616,595,518,459,520,534,362,264,435,286,213,423,249,263,243,364,1
357,343,277,137,168,161,167,132,315,288,270,423,484,451,775,547,598,514,509,303,333,2
422,218,586,357,517,551,605,598,519,333,389,225,165,347,117,390,331,298,350,326,173,1
373,278,353,305,230,332,62,7,148,137,272,288,543,589,692,670,760,535,378,384,272,2
345,221,367,368,344,346,93,376,229,49,294,248,432,593,669,530,471,580,243,463,143,0
343,350,256,201,229,289,69,411,425,483,330,300,513,474,486,315,289,429,100,281,139,2
232,311,158,155,144,141,214,294,279,352,433,349,571,610,661,464,464,461,563,210,105,2
145,435,215,162,315,81,327,405,277,300,301,258,470,388,575,541,416,477,416,239,189,2
240,66,315,171,155,60,342,430,288,498,349,422,553,478,636,526,332,447,235,435,254,2
368,408,323,502,759,691,660,624,479,161,220,250,4,12,362,310,343,366,313,193,265,0
347,301,105,460,466,700,522,681,741,474,299,335,259,262,160,312,136,116,138,68,163,1
231,285,24,213,112,207,216,164,86,226,290,594,440,582,734,411,584,329,247,250,293,2
274,400,207,184,254,382,218,499,415,501,682,512,621,367,402,327,298,314,102,178,473,1
206,192,230,447,357,377,456,539,473,519,531,489,333,519,224,342,269,133,183,295,205,1
252,271,540,531,418,604,638,615,363,321,241,263,315,441,358,180,430,306,219,374,218,0
379,466,318,141,177,617,263,121,508,423,522,391,524,582,596,506,241,116,252,273,191,2
225,355,209,92,207,207,157,116,268,173,251,203,713,595,513,474,509,451,317,295,294,2
222,163,371,432,487,480,403,606,389,327,340,221,116,403,446,444,344,513,403,346,312,0
408,417,391,400,439,538,419,456,338,108,225,175,274,317,396,560,512,145,227,390,329,0
168,437,244,386,367,456,612,353,406,531,384,429,381,271,317,299,197,298,289,306,249,1
37,339,426,299,560,616,726,565,548,449,169,209,127,210,280,108,152,155,273,334,175,1
11,218,344,504,447,795,696,748,447,505,318,231,104,178,167,28,146,302,149,252,407,1
102,419,414,372,436,406,549,405,696,514,546,455,458,368,320,344,344,132,322,94,210,1
175,228,424,520,353,339,785,517,390,345,341,412,171,405,288,272,107,204,410,394,227,1
106,275,277,218,430,107,85,272,297,539,368,467,484,538,523,426,336,466,579,261,258,2
447,112,484,329,183,272,303,378,540,556,425,502,562,458,474,255,295,146,216,105,345,2
225,302,227,257,293,258,361,334,469,584,419,608,530,460,342,317,192,104,177,204,141,1
406,125,461,238,439,302,256,342,325,311,497,468,313,668,598,630,298,489,372,313,268,2
223,399,280,407,686,593,685,476,662,457,238,325,221,236,22,296,192,144,249,171,256,1
328,269,294,376,254,346,298,450,322,419,535,390,417,636,665,330,581,408,245,199,280,2
153,215,336,397,283,148,394,251,80,68,37,289,425,498,573,716,566,569,267,395,360,0
218,294,287,305,115,266,349,172,281,265,332,432,527,520,535,591,524,409,332,393,270,2
284,136,220,185,281,216,443,239,401,455,610,687,390,462,651,292,210,230,394,486,375,2
261,241,510,390,414,399,507,521,533,401,472,362,409,382,252,192,298,298,225,315,429,1
419,362,373,336,304,432,438,407,589,599,465,304,398,217,123,223,175,264,257,201,349,1
298,200,337,254,141,198,362,526,431,466,487,563,712,493,573,469,452,229,275,257,228,2
334,205,324,339,239,162,454,203,227,148,33,508,371,428,478,606,434,507,313,224,380,0
258,185,264,135,262,259,159,423,451,485,729,409,695,528,300,419,307,141,340,197,300,1
195,230,274,237,377,396,436,672,292,229,359,277,313,294,625,613,593,378,203,322,300,0
408,277,314,233,345,169,284,225,297,218,369,534,702,648,704,522,562,397,440,221,282,2
191,82,463,450,262,496,370,339,233,213,302,438,151,385,503,355,427,380,280,356,275,0
292,219,506,467,614,644,760,431,432,343,316,142,257,207,112,118,14,134,220,218,267,1
164,356,529,373,594,559,535,507,462,224,225,368,225,227,318,182,241,216,251,337,241,1
83,462,404,277,527,308,456,526,393,361,472,477,453,284,273,265,198,281,126,379,146,1
401,352,120,99,165,394,257,209,378,350,317,191,482,652,578,533,515,287,202,170,262,2
93,123,118,201,172,244,175,137,3,183,282,476,356,594,690,721,696,463,418,250,336,2
177,256,485,517,522,493,658,322,495,157,197,86,80,245,251,290,367,51,202,356,380,0
288,290,426,386,488,641,644,738,472,533,420,38,95,297,260,103,239,295,32,290,29,0
227,184,164,185,214,247,330,391,614,700,412,601,357,550,230,197,426,229,165,160,238,1
224,197,270,406,346,313,429,307,159,319,276,347,347,473,562,662,717,620,433,254,139,0
290,189,447,557,465,639,733,780,470,495,341,309,109,263,59,124,166,158,343,269,107,1
239,275,556,540,665,747,564,469,716,443,220,241,236,342,258,116,345,15,282,251,264,1
102,321,455,342,529,417,634,342,196,331,295,494,72,630,375,272,506,522,240,315,119,0
147,376,35,215,32,241,163,90,252,50,326,443,453,566,818,599,410,678,458,406,247,0
274,395,150,108,45,200,406,261,281,228,374,281,459,470,638,674,530,419,388,424,275,2
371,238,294,501,397,284,497,243,279,203,431,397,279,236,438,296,449,319,323,147,159,0
393,228,147,209,238,292,405,434,614,551,705,556,606,391,250,433,351,247,210,294,254,1
311,236,351,258,287,355,154,515,409,572,741,504,486,456,299,300,169,128,150,321,418,1
255,160,450,369,396,265,361,547,620,454,395,409,362,349,456,100,105,174,157,175,345,1
306,171,148,158,261,365,260,244,550,678,641,485,586,413,214,188,315,248,245,211,167,2
67,385,380,409,539,349,546,312,270,232,315,284,346,433,554,569,434,306,250,302,257,0
285,322,301,78,371,299,438,262,578,574,599,679,356,375,307,231,281,240,371,264,133,1
515,289,171,445,256,384,537,609,534,658,527,592,558,400,278,344,248,99,50,295,375,1
264,372,168,498,524,654,377,344,165,333,217,264,312,320,384,376,318,214,90,379,316,0
408,388,389,438,507,538,752,693,494,324,247,287,187,170,316,301,271,364,260,325,366,0
298,339,209,226,392,408,310,566,635,720,536,569,467,572,290,172,191,254,268,384,286,1
365,230,274,309,290,309,296,249,357,306,436,501,636,561,450,554,290,336,252,315,371,2
426,337,91,168,315,201,417,450,341,372,497,382,564,364,373,487,302,301,189,144,233,2
192,366,422,247,421,367,358,418,168,259,133,12,518,338,459,528,645,332,424,268,109,0
197,254,276,161,259,520,519,585,335,293,716,468,338,629,311,293,257,259,356,278,276,1
315,405,424,523,471,722,718,605,527,274,198,87,74,68,124,294,173,317,380,200,251,1
210,189,159,208,235,399,522,395,459,604,554,394,296,480,336,256,385,103,165,498,290,1
