X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,class
136,132,156,156,54,8,10,408,91,57,42,1,0,4,417,99,582,14,733,647,2,54,6,10,541,1265,39,0,0,0,0,0,0,1
706,736,1799,1800,174,15,17,1043,91,52,64,0,1,0,978,129,602,46,751,647,2,174,12,17,526,1074,120,0,0,0,0,0,0,1
884,915,1828,1829,351,30,30,1319,82,41,65,0,1,0,407,173,553,80,539,647,2,351,18,30,566,712,259,0,0,0,0,0,0,1
848,876,1838,1839,100,12,14,664,92,41,64,0,1,0,692,125,559,25,646,647,2,100,8,14,560,817,69,0,0,0,0,0,0,1
508,531,54,54,41,8,8,193,90,49,18,0,1,15,1224,117,670,24,733,647,2,41,6,8,478,842,31,0,0,0,0,0,0,1
714,746,755,755,71,12,10,508,101,51,32,0,1,9,674,251,769,41,723,647,1,71,9,10,411,1128,56,0,0,0,0,0,0,1
403,427,1536,1537,40,10,8,181,91,43,17,0,1,0,1278,343,769,30,690,647,1,40,7,8,411,839,36,0,0,0,0,0,0,1
694,723,1618,1619,104,14,12,724,93,99,16,0,1,0,676,134,698,50,690,647,2,104,10,12,458,1111,73,0,0,0,0,0,0,1
191,206,1693,1694,40,8,9,180,94,41,73,0,1,4,562,545,678,18,779,647,2,40,7,9,473,833,40,0,0,0,0,0,0,1
541,567,0,0,84,12,11,433,72,21,15,0,1,0,1126,8,590,30,569,647,2,84,7,11,533,173,50,0,0,0,0,0,0,1
761,793,639,639,166,17,20,957,81,43,16,0,1,0,432,198,520,50,553,647,2,166,10,20,589,643,120,0,0,0,0,0,0,1
505,537,701,701,394,32,33,1360,74,50,18,0,1,0,1215,102,554,116,575,647,2,394,20,33,565,611,296,0,0,0,0,0,0,1
726,767,336,336,349,31,26,1282,16,49,14,0,1,0,531,271,743,134,700,578,2,349,23,25,427,228,268,0,0,0,0,0,0,1
429,458,109,109,177,15,16,995,67,51,74,1,0,5,1144,224,719,55,797,647,2,177,14,16,444,677,130,0,0,0,0,0,0,1
698,724,106,106,59,9,9,248,60,26,74,0,1,2,1041,186,769,24,784,647,1,59,8,9,411,176,46,0,0,0,0,0,0,1
232,246,146,146,72,13,9,367,63,26,74,0,1,2,666,80,687,29,671,647,0,72,9,9,370,189,51,0,0,0,0,0,0,1
749,783,332,332,123,13,14,840,99,51,73,0,1,2,930,256,769,45,793,546,1,123,12,13,411,1178,94,0,0,0,0,0,0,1
476,505,813,813,57,12,7,350,86,43,76,0,1,2,1276,51,582,29,723,647,0,57,9,7,310,717,39,0,0,0,0,0,0,1
516,538,864,864,23,7,5,85,95,43,76,0,1,2,1354,74,642,8,718,647,0,23,5,5,347,871,17,0,0,0,0,0,0,1
346,362,912,912,61,9,11,387,81,42,75,0,1,2,940,82,559,12,665,647,2,61,6,11,560,745,43,0,0,0,0,0,0,1
418,441,924,924,45,10,7,238,85,44,75,0,1,2,1109,38,670,18,690,647,0,45,7,7,360,823,31,0,0,0,0,0,0,1
281,312,1766,1767,407,42,35,1340,44,43,19,1,0,5,905,414,752,162,638,510,2,407,29,31,421,134,343,0,0,0,0,0,0,1
685,713,1528,1529,92,10,15,634,97,42,16,0,1,0,696,348,546,37,756,647,2,92,8,15,573,995,74,0,0,0,0,0,0,1
698,727,1926,1927,129,18,13,819,86,44,18,0,1,0,667,188,769,64,634,647,1,129,12,13,411,881,94,0,0,0,0,0,0,1
699,731,1929,1930,162,17,15,991,95,49,17,0,1,0,657,258,659,85,775,548,0,162,15,14,356,1020,122,0,0,0,0,0,0,1
522,550,1930,1931,173,16,19,1027,92,49,17,0,1,0,1182,306,570,64,718,647,2,173,12,19,551,1014,135,0,0,0,0,0,0,1
705,746,1932,1933,273,31,26,1219,70,44,17,0,1,0,611,563,571,146,747,426,0,273,25,18,302,859,228,0,0,0,0,0,0,1
295,314,1805,1806,111,15,12,728,73,56,15,1,0,18,935,154,642,64,751,535,0,111,12,11,347,856,78,0,0,0,0,0,0,1
891,927,48,48,359,59,66,1283,72,21,73,0,1,23,383,1296,355,105,352,588,2,359,23,64,671,157,385,0,0,0,0,0,0,1
216,251,67,67,522,125,127,1497,70,25,73,0,1,23,623,1180,463,186,267,429,2,522,43,89,625,213,387,0,0,0,0,0,0,1
905,937,79,79,284,33,48,1183,77,26,73,0,1,23,334,845,208,39,322,606,2,284,11,47,750,242,260,0,0,0,0,0,0,1
218,234,101,101,186,26,36,822,61,13,73,0,1,23,634,917,232,29,341,647,2,186,9,36,727,74,192,0,0,0,0,0,0,1
202,229,107,107,426,77,76,1382,70,22,73,0,1,23,592,1155,308,105,274,507,2,426,23,68,683,165,386,0,0,0,0,0,0,1
200,220,119,120,268,46,41,1148,79,25,73,0,1,23,586,1027,389,56,293,562,2,268,14,39,661,257,263,0,0,0,0,0,0,1
202,221,130,130,270,40,34,1156,79,22,73,0,1,23,592,646,422,51,310,647,2,270,13,34,651,253,233,0,0,0,0,0,0,1
907,940,142,141,200,34,31,1066,83,41,73,0,1,23,321,905,532,56,372,484,2,200,14,26,581,720,199,0,0,0,0,0,0,1
210,236,197,197,430,70,64,1404,67,28,73,0,1,23,613,846,433,105,302,500,2,430,23,56,647,296,381,0,0,0,0,0,0,1
903,936,208,207,158,28,26,981,96,44,73,0,1,23,336,768,611,56,430,443,2,158,14,19,521,1050,151,0,0,0,0,0,0,1
913,945,213,213,152,34,28,924,89,41,73,0,1,23,291,1035,502,45,339,514,2,152,12,25,600,768,173,0,0,0,0,0,0,1
204,232,218,218,422,114,85,1401,53,28,73,0,1,23,596,1187,460,124,140,425,2,422,27,60,628,374,386,0,0,0,0,0,0,1
208,228,223,223,352,47,43,1306,76,28,73,0,1,23,606,453,380,61,301,600,2,352,15,42,663,399,291,0,0,0,0,0,0,1
914,949,228,228,370,66,56,1332,40,41,73,0,1,23,271,1023,394,84,266,527,2,370,19,51,660,583,357,0,0,0,0,0,0,1
906,939,238,238,175,42,27,1071,102,55,73,0,1,23,324,1081,532,56,315,579,2,175,14,26,581,1247,199,0,0,0,0,0,0,1
207,223,248,248,273,35,45,736,3,10,73,0,1,23,603,530,182,29,251,647,2,273,9,45,774,3,225,0,0,0,0,0,0,1
918,951,254,254,282,49,52,1210,78,36,73,0,1,23,263,1098,236,51,246,536,2,282,13,48,724,490,292,0,0,0,0,0,0,1
917,947,259,259,109,17,16,533,67,22,73,0,1,23,278,529,572,34,553,647,2,109,10,16,550,112,97,0,0,0,0,0,0,1
215,231,263,263,182,28,24,921,56,25,73,0,1,23,621,343,464,34,345,647,2,182,10,24,624,195,143,0,0,0,0,0,0,1
217,242,269,269,449,88,78,1432,75,34,73,0,1,23,631,931,265,99,203,499,2,449,22,69,706,464,386,0,0,0,0,0,0,1
215,235,276,276,178,27,26,944,80,27,73,0,1,23,621,1109,579,66,535,538,2,178,16,24,544,319,206,0,0,0,0,0,0,1
214,238,298,298,339,71,58,1316,83,44,73,0,1,23,617,1106,529,99,289,422,2,339,22,40,584,893,341,0,0,0,0,0,0,1
209,229,310,310,384,52,57,1356,84,41,73,0,1,23,610,536,216,56,250,615,2,384,14,56,742,759,328,0,0,0,0,0,0,1
909,954,374,374,517,144,122,1482,20,28,73,0,1,23,245,974,436,161,99,410,2,517,36,83,646,88,387,0,0,0,0,0,0,1
223,249,496,496,552,103,134,1519,72,33,13,0,1,23,732,872,172,169,254,647,2,552,30,126,784,225,387,0,0,0,0,0,0,1
239,278,500,500,633,280,230,1624,86,50,13,0,1,23,790,1271,101,214,19,498,2,633,44,207,844,870,387,0,0,0,0,0,0,1
260,306,512,513,688,207,206,1704,77,50,13,0,1,23,850,1251,159,232,149,561,2,688,56,202,795,647,387,0,0,0,0,0,0,1
744,778,65,65,108,28,27,715,97,44,31,0,1,9,568,1172,518,54,362,474,2,108,11,22,590,904,142,0,0,0,0,0,0,1
769,801,96,96,253,56,50,1227,108,56,32,0,1,9,490,998,256,61,158,477,2,253,12,41,710,1283,249,0,0,0,0,0,0,1
765,804,163,163,353,62,59,1335,102,49,32,0,1,9,476,1217,457,125,324,488,2,353,22,50,630,1083,371,0,0,0,0,0,0,1
920,950,1691,1692,73,31,18,499,98,44,72,0,1,4,260,1059,590,34,315,483,2,73,10,15,533,977,92,0,0,0,0,0,0,1
910,944,1695,1696,85,33,19,517,87,33,73,0,1,4,295,1263,670,66,413,464,0,85,16,15,360,525,138,0,0,0,0,0,0,1
923,962,1697,1698,510,196,181,1500,94,44,73,0,1,4,214,1292,116,115,18,480,2,510,25,155,833,919,387,0,0,0,0,0,0,1
915,943,1702,1703,73,18,14,455,89,41,72,0,1,4,292,623,559,24,407,647,2,73,8,14,560,615,69,0,0,0,0,0,0,1
933,964,1708,1709,123,30,24,784,93,43,73,0,1,4,202,1131,540,45,367,532,2,123,12,22,578,806,152,0,0,0,0,0,0,1
773,803,1914,1915,155,26,27,889,85,34,18,0,1,0,405,306,247,30,280,647,2,155,7,27,715,466,120,0,0,0,0,0,0,1
828,863,1916,1917,210,23,22,1090,91,44,18,0,1,0,71,195,576,70,507,528,2,210,13,20,547,738,149,0,0,0,0,0,0,1
796,837,1917,1918,569,190,201,1558,91,44,18,0,1,0,229,1246,70,158,28,604,2,569,28,198,872,964,387,0,0,0,0,0,0,1
1,3,131,131,279,10,61,1011,11,18,70,1,0,5,1,181,73,8,490,647,2,279,5,61,869,37,200,0,0,0,0,0,0,1
850,880,1786,1787,301,11,37,1131,36,25,29,0,1,1,26,177,287,55,817,595,2,301,11,36,693,63,217,0,0,0,0,0,0,1
850,878,1809,1810,101,7,18,463,35,26,29,0,1,1,37,328,459,29,817,647,2,101,7,18,629,89,81,0,0,0,0,0,0,1
853,880,1818,1819,87,5,28,327,35,15,29,0,1,1,26,621,158,10,761,647,2,87,4,28,796,52,82,0,0,0,0,0,0,1
0,8,278,278,534,80,192,1504,5,44,13,0,1,4,0,490,20,57,44,619,2,534,11,193,911,181,387,0,0,0,0,0,0,1
0,1,328,328,134,6,57,734,51,38,13,0,1,4,0,881,45,7,539,647,2,134,3,57,892,261,140,0,0,0,0,0,0,1
0,8,460,460,235,21,55,1128,37,44,13,0,1,4,0,1207,190,57,463,541,2,235,11,51,767,551,274,0,0,0,0,0,0,1
0,27,549,550,581,110,194,1555,0,51,13,0,1,4,0,1101,100,174,235,513,2,581,31,191,845,295,387,0,0,0,0,0,0,1
0,7,600,600,275,11,58,1121,27,34,13,0,1,4,0,1108,153,51,788,647,2,275,10,58,800,120,284,0,0,0,0,0,0,1
0,12,766,766,224,44,60,1192,111,56,13,0,1,4,0,1236,421,86,320,402,2,224,15,39,652,1353,275,0,0,0,0,0,0,1
961,993,415,415,88,7,14,392,60,15,82,0,1,1,4,22,499,12,773,647,2,88,6,14,601,87,55,0,0,0,0,0,0,1
49,56,609,609,268,57,42,1222,100,44,13,0,1,4,197,442,304,57,111,481,2,268,11,35,685,1028,213,0,0,0,0,0,0,1
949,992,141,142,641,202,247,1605,11,37,82,0,1,1,7,813,118,166,49,389,2,641,38,194,832,111,387,0,0,0,0,0,0,1
38,38,933,933,38,11,12,138,77,43,71,1,0,2,106,654,502,8,435,647,2,38,5,12,600,534,41,0,0,0,0,0,0,1
2,10,1601,1602,182,21,23,903,67,27,69,1,0,2,5,419,504,39,463,647,2,182,11,23,599,157,148,0,0,0,0,0,0,1
946,974,1158,1158,355,68,53,1275,70,20,73,1,0,4,82,697,278,61,162,523,2,355,15,48,698,137,312,0,0,0,0,0,0,1
944,977,1189,1189,409,47,47,1339,63,25,71,1,0,4,54,675,505,105,410,570,2,409,23,45,598,106,363,0,0,0,0,0,0,1
953,984,1306,1307,79,11,13,146,33,8,73,1,0,4,15,166,552,18,626,647,2,79,7,13,567,23,58,0,0,0,0,0,0,1
858,897,1734,1735,780,224,209,1697,58,41,69,1,0,4,597,835,254,220,163,390,2,775,61,176,711,201,387,0,0,0,0,0,0,1
171,195,1010,1010,222,37,24,1178,103,55,57,1,0,3,519,1172,665,112,596,532,0,222,24,22,358,1262,252,0,0,0,0,0,0,1
895,928,1031,1031,37,19,8,163,92,44,57,1,0,3,272,794,202,75,780,331,0,37,17,4,59,913,42,0,0,0,0,0,0,1
537,569,321,321,66,22,11,484,93,58,73,1,0,13,1382,929,234,93,803,356,0,66,21,6,68,1183,75,0,0,0,0,0,0,1
356,375,731,731,107,16,16,794,109,56,17,0,1,16,1131,345,703,64,718,450,0,107,12,12,378,1325,86,0,0,0,0,0,0,1
503,537,1755,1756,85,28,17,679,115,58,27,0,1,0,1227,860,256,127,733,182,0,85,22,7,76,1421,92,0,0,0,0,0,0,1
35,44,1758,1759,229,19,22,1132,77,44,27,0,1,0,116,408,588,83,741,647,2,229,15,22,535,700,184,0,0,0,0,0,0,1
627,660,1784,1785,41,20,10,333,122,58,25,0,1,0,863,629,202,95,762,202,0,41,17,4,59,1442,42,0,0,0,0,0,0,1
712,788,1788,1789,584,213,212,1578,82,58,20,0,1,0,471,1322,317,255,252,392,2,584,71,184,680,862,387,0,0,0,0,0,0,1
767,815,1789,1790,246,54,25,1199,102,51,22,0,1,0,373,1168,431,196,632,399,0,246,37,16,214,1115,270,0,0,0,0,0,0,1
308,322,1792,1793,75,12,12,599,115,58,22,0,1,0,958,465,636,42,723,647,2,75,9,12,505,1406,66,0,0,0,0,0,0,1
808,841,1795,1796,117,14,14,706,85,35,9,0,1,0,154,341,769,65,769,546,1,117,12,13,411,540,94,0,0,0,0,0,0,1
811,843,1797,1798,124,23,24,308,12,6,10,0,1,0,147,1035,518,57,419,532,2,124,11,22,590,9,142,0,0,0,0,0,0,1
121,117,504,504,54,11,12,358,92,51,14,0,1,0,434,617,567,30,626,647,2,54,7,12,553,979,54,0,0,0,0,0,0,1
746,775,560,560,76,11,15,571,104,56,14,0,1,0,488,250,478,24,527,647,2,76,6,15,618,1283,59,0,0,0,0,0,0,1
192,216,592,592,58,34,11,450,110,55,12,0,1,0,665,1268,334,130,596,447,0,58,22,8,129,1311,102,0,0,0,0,0,0,1
781,809,608,608,43,10,11,272,104,55,12,0,1,0,344,306,528,17,490,647,2,43,5,11,585,1190,37,0,0,0,0,0,0,1
23,26,769,769,49,8,10,351,101,55,11,0,1,0,76,435,620,31,779,647,2,49,7,10,515,1200,45,0,0,0,0,0,0,1
830,856,1095,1095,91,12,35,655,101,52,14,0,1,0,72,610,97,7,310,647,2,91,3,35,848,1129,85,0,0,0,0,0,0,1
826,853,1125,1125,72,11,25,496,98,43,12,0,1,0,80,352,142,7,335,647,2,72,3,25,809,1011,60,0,0,0,0,0,0,1
832,856,1137,1137,60,10,32,431,102,49,12,0,1,0,65,147,51,1,175,647,2,60,1,32,887,1170,45,0,0,0,0,0,0,1
292,328,1593,1594,68,42,3,518,49,80,25,0,1,0,921,4,10,209,817,256,0,68,42,1,6,1267,39,0,0,0,0,0,0,1
94,111,1604,1605,61,28,6,472,94,62,26,0,1,0,356,461,91,156,817,345,0,61,28,3,31,1293,55,0,0,0,0,0,0,1
860,893,977,977,68,21,5,544,113,56,50,1,0,8,567,225,164,98,817,480,0,68,21,4,51,1403,53,0,0,0,0,0,0,1
838,869,1032,1032,112,30,23,842,115,58,50,1,0,8,683,986,506,37,324,529,2,112,10,21,597,1424,127,0,0,0,0,0,0,1
407,428,250,250,11,2,4,33,92,41,74,1,0,8,1095,11,611,2,817,647,2,11,2,4,521,840,6,0,0,0,0,0,0,1
59,66,449,449,25,11,5,107,115,58,18,0,1,16,233,786,355,56,817,480,0,25,11,4,149,1394,27,0,0,0,0,0,0,1
144,165,615,615,115,48,24,855,113,56,14,0,1,1,508,1230,269,169,564,174,0,115,30,10,84,1391,168,0,0,0,0,0,0,1
482,514,668,668,76,26,19,436,81,28,13,1,0,1,1253,1148,559,92,569,375,0,76,16,11,294,361,102,0,0,0,0,0,0,1
381,422,974,974,448,97,60,1443,90,51,74,1,0,5,1023,840,602,186,376,349,0,448,43,34,324,853,385,0,0,0,0,0,0,1
368,466,1117,1117,535,159,112,1526,99,97,73,1,0,5,983,1324,425,279,719,334,0,535,118,64,208,1207,387,0,0,0,0,0,0,1
473,503,577,577,328,17,38,1269,67,44,17,1,0,14,1288,336,355,70,726,647,2,328,13,38,671,445,248,0,0,0,0,0,0,1
126,128,624,624,450,36,98,1435,70,46,17,1,0,14,444,844,118,78,357,633,2,450,14,95,832,477,385,0,0,0,0,0,0,1
806,838,1076,1076,144,23,28,916,95,45,70,1,0,5,820,1055,515,45,459,492,2,144,12,24,592,1005,166,0,0,0,0,0,0,1
187,203,282,282,99,10,11,567,76,32,70,1,0,5,552,76,769,34,817,647,1,99,10,11,411,360,67,0,0,0,0,0,0,1
436,461,371,371,100,8,14,590,67,39,70,1,0,5,1169,125,559,24,817,647,2,100,8,14,560,393,69,0,0,0,0,0,0,1
356,372,425,425,102,8,14,612,65,40,70,1,0,5,967,97,559,24,817,647,2,102,8,14,560,415,69,0,0,0,0,0,0,1
369,385,510,510,153,7,23,902,77,44,70,1,0,5,987,15,256,12,773,647,2,153,6,23,710,625,92,0,0,0,0,0,0,1
690,724,709,710,587,119,208,1564,55,39,70,1,0,5,1031,748,30,85,45,635,2,587,19,205,903,285,387,0,0,0,0,0,0,1
0,15,737,737,519,101,166,1491,62,23,70,1,0,5,0,908,84,79,68,542,2,519,18,145,858,149,387,0,0,0,0,0,0,1
0,7,754,754,431,40,120,1337,47,14,70,1,0,5,0,918,57,34,239,640,2,431,10,111,883,50,383,0,0,0,0,0,0,1
0,16,761,761,536,66,156,1490,47,18,70,1,0,5,0,449,99,85,266,523,2,536,19,133,846,49,387,0,0,0,0,0,0,1
432,460,790,790,445,59,134,1436,73,49,70,1,0,5,1160,948,47,34,75,602,2,445,10,123,890,688,386,0,0,0,0,0,0,1
0,4,817,818,425,37,105,1395,71,27,70,1,0,5,0,189,41,18,131,647,2,425,7,102,895,279,338,0,0,0,0,0,0,1
0,9,833,833,466,41,114,1408,50,24,70,1,0,5,0,627,81,45,285,637,2,466,12,107,861,75,386,0,0,0,0,0,0,1
0,9,843,843,500,78,156,1441,48,20,70,1,0,5,0,776,49,45,54,578,2,500,12,141,889,62,387,0,0,0,0,0,0,1
0,9,851,851,478,43,116,1416,50,24,70,1,0,5,0,551,77,45,268,639,2,478,12,108,865,69,386,0,0,0,0,0,0,1
0,9,865,865,433,53,103,1361,53,24,70,1,0,5,0,842,94,45,184,592,2,433,12,98,850,84,382,0,0,0,0,0,0,1
0,9,873,873,454,35,109,1397,53,20,70,1,0,5,0,742,84,45,328,636,2,454,12,104,858,76,385,0,0,0,0,0,0,1
807,837,929,929,47,14,12,287,95,44,70,1,0,5,823,439,559,34,690,380,0,47,10,7,294,1030,43,0,0,0,0,0,0,1
924,952,1671,1672,153,32,42,887,75,37,70,1,0,5,242,1014,168,18,208,542,2,153,7,39,788,522,170,0,0,0,0,0,0,1
174,186,602,602,40,20,21,217,100,46,37,1,0,8,573,1259,698,51,496,322,0,40,11,11,375,1117,73,0,0,0,0,0,0,1
455,485,1247,1247,288,26,26,1231,81,40,45,1,0,8,1260,366,739,99,750,472,0,288,21,21,395,642,225,0,0,0,0,0,0,1
318,342,921,921,312,16,33,1272,43,61,70,0,1,14,883,427,478,62,798,647,2,312,15,33,618,818,247,0,0,0,0,0,0,1
542,578,77,78,305,50,47,1295,103,56,70,0,1,18,1373,919,611,99,383,384,2,305,22,29,521,1279,287,0,0,0,0,0,0,1
312,330,305,305,168,13,30,979,87,41,70,0,1,18,865,150,197,12,430,647,2,168,6,30,760,747,118,0,0,0,0,0,0,1
462,488,1867,1868,208,10,26,1072,74,50,24,0,1,0,1348,123,400,42,786,647,2,208,9,26,659,616,141,0,0,0,0,0,0,1
15,129,1496,1497,918,382,315,1907,11,51,29,0,1,0,45,317,250,295,39,205,2,912,104,212,712,542,387,0,0,0,0,0,0,1
795,830,377,377,211,39,41,985,72,20,13,0,1,4,238,1196,590,110,412,408,2,211,19,27,533,144,249,0,0,0,0,0,0,1
731,776,390,390,511,35,67,1493,73,41,13,0,1,4,483,39,520,169,764,477,2,511,30,55,589,342,386,0,0,0,0,0,0,1
715,760,401,401,506,104,114,1498,100,53,13,0,1,4,559,911,204,140,147,479,2,506,24,93,754,1228,387,0,0,0,0,0,0,1
813,841,410,410,93,11,25,549,86,28,13,0,1,4,182,223,183,11,383,576,2,93,4,24,773,389,69,0,0,0,0,0,0,1
834,865,422,422,441,65,131,1380,51,16,13,0,1,4,28,1033,60,57,71,568,2,441,11,117,880,90,386,0,0,0,0,0,0,1
659,690,431,431,337,38,59,1290,87,36,13,0,1,4,751,950,202,71,324,559,2,337,13,56,756,609,315,0,0,0,0,0,0,1
787,816,447,447,167,19,23,858,75,22,13,0,1,4,308,263,506,51,473,529,2,167,10,21,597,179,127,0,0,0,0,0,0,1
717,756,454,454,235,32,41,1138,86,36,13,0,1,4,574,1106,471,86,407,480,2,235,15,34,621,650,251,0,0,0,0,0,0,1
689,723,1570,1571,432,60,71,1411,75,44,1,1,0,8,523,725,206,105,263,627,2,432,17,70,752,412,378,0,0,0,0,0,0,1
882,926,150,150,479,94,63,1452,77,33,52,0,1,23,228,1126,511,221,599,337,0,479,60,35,261,326,387,0,0,0,0,0,0,1
871,899,262,262,124,15,24,828,91,50,52,0,1,21,501,730,389,26,495,647,2,124,8,24,661,1120,119,0,0,0,0,0,0,1
805,838,1705,1706,174,15,15,986,57,50,48,0,1,0,740,62,714,53,771,647,2,174,13,15,448,659,113,0,0,0,0,0,0,1
693,739,963,963,486,67,55,1464,62,42,70,1,0,5,994,853,560,157,434,612,2,486,35,54,559,518,387,0,0,0,0,0,0,1
856,884,1731,1732,50,12,14,253,81,33,72,1,0,2,703,809,499,12,473,647,2,50,6,14,601,573,55,0,0,0,0,0,0,1
83,90,362,362,95,16,10,597,90,36,73,1,0,4,257,737,542,66,817,647,0,95,16,10,284,658,95,0,0,0,0,0,0,1
542,568,432,432,49,8,9,192,68,31,72,1,0,4,1384,255,678,18,779,647,2,49,7,9,473,305,40,0,0,0,0,0,0,1
836,864,1204,1204,133,20,19,790,81,44,72,1,0,4,762,174,478,24,379,647,2,133,8,19,618,567,96,0,0,0,0,0,0,1
688,714,1646,1647,63,9,14,411,88,42,73,1,0,4,1063,418,499,12,665,647,2,63,6,14,601,786,55,0,0,0,0,0,0,1
506,532,1664,1665,123,19,18,787,85,48,72,1,0,4,1346,376,527,29,420,647,2,123,9,18,586,818,100,0,0,0,0,0,0,1
608,637,1700,1701,87,13,11,505,56,50,73,1,0,4,1228,112,692,29,671,647,2,87,9,11,462,359,61,0,0,0,0,0,0,1
867,946,18,18,563,147,41,1556,56,68,71,1,0,4,274,671,118,311,812,408,0,563,140,27,41,1134,387,0,0,0,0,0,0,1
325,356,625,625,265,48,28,1274,123,64,19,1,0,4,1037,973,581,154,487,438,0,265,27,20,309,1453,255,0,0,0,0,0,0,1
371,388,679,679,64,18,12,532,119,61,19,1,0,4,1176,760,636,43,449,647,2,64,9,12,505,1439,66,0,0,0,0,0,0,1
360,384,730,730,60,24,9,520,119,64,19,1,0,4,1141,702,210,116,759,375,0,60,20,5,60,1452,61,0,0,0,0,0,0,1
274,350,782,782,683,174,115,1622,9,42,19,1,0,4,886,678,628,275,433,458,0,683,87,89,341,152,387,0,0,0,0,0,0,1
42,47,985,985,69,12,9,464,91,44,56,1,0,4,121,104,590,36,761,516,0,69,10,8,315,879,50,0,0,0,0,0,0,1
559,588,994,994,58,11,9,403,87,50,56,1,0,4,1334,378,687,31,759,647,0,58,9,9,370,1082,51,0,0,0,0,0,0,1
336,358,1058,1058,59,12,11,297,76,35,57,1,0,4,941,892,769,36,761,647,1,59,10,11,411,322,67,0,0,0,0,0,0,1
682,713,1068,1068,252,30,32,1065,58,22,58,1,0,4,1022,551,469,52,387,550,2,252,13,30,622,104,212,0,0,0,0,0,0,1
903,941,1080,1080,66,23,10,409,87,34,57,1,0,4,206,343,159,102,805,202,0,66,22,4,49,645,55,0,0,0,0,0,0,1
245,260,1093,1093,69,13,13,493,91,51,57,1,0,4,706,939,642,36,733,647,2,69,10,13,499,1122,78,0,0,0,0,0,0,1
97,102,1105,1105,334,63,52,1310,93,49,58,1,0,4,310,871,307,64,199,509,2,334,15,46,684,996,304,0,0,0,0,0,0,1
132,131,1256,1256,88,13,12,547,85,35,56,1,0,4,401,526,769,41,765,647,1,88,11,12,411,607,79,0,0,0,0,0,0,1
398,421,1267,1267,41,8,8,196,86,44,56,1,0,4,1092,117,670,14,733,647,2,41,6,8,478,863,31,0,0,0,0,0,0,1
334,361,1768,1769,141,26,16,863,82,46,56,1,0,4,936,1188,588,96,750,647,0,141,21,16,314,751,184,0,0,0,0,0,0,1
814,843,1780,1781,43,9,9,212,87,43,56,1,0,4,769,227,611,14,665,647,2,43,6,9,521,809,35,0,0,0,0,0,0,1
529,554,210,210,60,10,12,226,66,21,57,1,0,8,1386,44,502,9,490,647,2,60,5,12,600,136,41,0,0,0,0,0,0,1
823,852,265,265,131,14,20,689,57,35,56,1,0,8,731,278,461,26,539,647,2,131,8,20,627,172,101,0,0,0,0,0,0,1
662,688,468,468,68,12,10,399,80,33,81,1,0,8,1124,151,687,23,646,647,2,68,8,10,466,456,51,0,0,0,0,0,0,1
859,888,1023,1022,39,18,11,225,103,56,80,1,0,8,702,903,455,50,690,356,0,39,13,6,229,1206,49,0,0,0,0,0,0,1
722,758,1322,1323,57,19,14,491,121,64,19,1,0,9,588,1053,698,50,473,495,2,57,10,12,458,1449,73,0,0,0,0,0,0,1
606,634,607,607,64,11,11,396,79,46,57,1,0,5,1209,206,590,20,626,647,2,64,7,11,533,678,50,0,0,0,0,0,0,1
906,935,637,637,75,10,10,382,68,22,57,1,0,5,229,50,687,25,756,647,2,75,8,10,466,174,51,0,0,0,0,0,0,1
489,515,1142,1142,135,14,15,817,85,42,59,1,0,5,1331,94,590,35,690,647,2,135,10,15,533,696,92,0,0,0,0,0,0,1
21,65,1873,1874,439,64,53,1422,57,50,55,1,0,5,53,1304,769,210,735,609,1,439,51,52,411,558,387,0,0,0,0,0,0,1
723,755,1379,1380,38,6,6,198,94,57,43,1,0,4,920,5,653,14,817,647,0,38,6,6,354,1158,23,0,0,0,0,0,0,1
264,284,1406,1407,74,15,10,524,101,49,73,1,0,4,730,740,546,56,797,524,0,74,14,9,288,1106,74,0,0,0,0,0,0,1
332,353,1919,1920,136,15,23,892,95,49,17,0,1,0,1065,461,413,37,495,647,2,136,8,23,656,1079,113,0,0,0,0,0,0,1
507,533,1921,1922,96,11,11,633,90,41,17,0,1,0,1221,117,769,50,788,647,1,96,10,11,411,794,67,0,0,0,0,0,0,1
335,355,1922,1923,31,8,11,121,102,42,17,0,1,0,1073,435,506,11,507,529,2,31,4,10,597,1094,28,0,0,0,0,0,0,1
546,573,1924,1925,52,6,9,338,87,51,17,0,1,0,1116,35,611,24,817,647,2,52,6,9,521,947,35,0,0,0,0,0,0,1
550,577,1925,1926,35,7,12,166,105,49,17,0,1,0,1106,301,478,11,596,535,2,35,4,11,618,1142,31,0,0,0,0,0,0,1
466,494,561,561,261,33,39,1170,65,41,25,0,1,0,1335,535,233,49,299,647,2,261,10,39,726,524,216,0,0,0,0,0,0,1
359,383,580,580,412,51,61,1405,61,49,25,0,1,0,1133,905,259,108,344,647,2,412,19,61,709,779,376,0,0,0,0,0,0,1
