Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
7228,8094,8103,8240,8783,8783,7266,7228,11167,6780,5482,4856,5248,5339,4856,8090,6
7233,7902,7890,8958,7123,7123,7239,7233,2209,12481,7299,6390,4587,5888,6390,5084,6
7234,8036,8244,7806,9488,9488,7274,7234,3046,5891,6024,4135,5699,5045,4135,6487,6
7238,7772,7654,9360,5645,5645,7261,7238,11666,9352,8904,7916,4162,6447,7916,6632,6
7238,8181,8344,7437,10013,10013,7292,7238,1355,4255,4808,3613,6080,4829,3613,6347,6
7238,8034,8283,7799,9561,9561,7265,7238,3684,8739,6063,4019,5787,4995,4019,4276,6
7239,7971,8011,8656,7935,7935,7288,7239,3838,4849,6716,5603,4905,5573,5603,4735,6
7243,7911,8086,8472,8471,8471,7284,7243,12238,5769,7327,5019,5144,5381,5019,3392,6
7244,8145,8161,8223,8948,8948,7288,7244,13032,5049,5104,4595,5370,5227,4595,3725,6
7245,8078,8163,8178,8983,8983,7296,7245,1875,4407,5689,4592,5372,5225,4592,4883,6
7248,7983,8365,7440,10086,10086,7270,7248,8638,8257,6635,3478,6186,4765,3478,3461,6
7250,7970,8190,8034,9171,9171,7264,7250,10874,10502,6772,4445,5468,5165,4445,6977,6
7255,8008,8186,8116,9099,9099,7267,7255,812,9808,6415,4459,5456,5168,4459,4544,6
7257,8000,8234,7999,9315,9315,7272,7257,13398,9290,6531,4209,5608,5068,4209,3185,6
7259,8656,9221,4186,12322,12322,7301,7259,5446,5255,1609,1284,9292,2784,1284,8196,6
7266,8126,7884,9090,6873,6873,7335,7266,1463,3670,5446,6595,4487,5939,6595,3792,6
7267,8236,8151,8320,8836,8836,7350,7267,11382,2404,4499,4708,5263,5270,4708,4171,6
7270,7898,7880,9049,6927,6927,7304,7270,6115,7216,7696,6645,4471,5962,6645,7385,6
7271,8152,8095,8602,8328,8328,7352,7271,5068,2506,5195,5067,5067,5384,5067,1924,6
7272,7829,7760,9199,6298,6298,7300,7272,7535,8365,8524,7342,4267,6208,7342,10597,6
7272,8211,8490,6828,10726,10726,7322,7272,4428,5395,4763,2920,6677,4477,2920,6161,6
7273,8565,8042,9222,7255,7255,7499,7273,615,143,2203,5497,4897,5524,5497,93,6
7274,8240,8448,7262,10408,10408,7328,7274,3390,4820,4519,3132,6453,4592,3132,2137,6
7278,7908,8081,8496,8418,8418,7291,7278,8555,10187,7602,5180,5008,5415,5180,6836,6
7279,7840,7711,9328,5893,5893,7326,7279,9558,5678,8480,7687,4178,6325,7687,7626,6
7280,8019,8002,8726,7805,7805,7323,7280,2436,6040,6532,5797,4779,5622,5797,7479,6
7282,8274,8688,6103,11392,11392,7280,7282,8457,12060,4280,2174,7564,4060,2174,2450,6
7283,8154,8539,6674,10915,10915,7306,7283,12915,8428,5242,2691,6914,4342,2691,3914,6
7284,8188,8380,7493,10084,10084,7332,7284,8586,5466,4963,3500,6091,4761,3500,4282,6
7285,7998,7830,9186,6532,6532,7310,7285,1704,8298,6738,6954,4377,6060,6954,4545,6
7286,7981,8215,8144,9159,9159,7308,7286,12610,8745,6891,4399,5436,5133,4399,4298,6
7287,7841,7924,8918,7307,7307,7276,7287,3129,12826,8513,6340,4539,5843,6340,11378,6
7293,7920,8090,8517,8428,8428,7334,7293,2605,6755,7598,5173,4992,5405,5173,6781,6
7296,8186,8266,8118,9295,9295,7341,7296,7041,6531,5060,4204,5536,5054,4204,2587,6
7297,7878,7811,9238,6404,6404,7336,7297,4429,7094,8157,7111,4305,6103,7111,5297,6
7298,8159,8395,7580,10067,10067,7361,7298,13171,3243,5257,3451,6106,4729,3451,2161,6
7301,8074,7985,8894,7536,7536,7322,7301,2143,10045,6067,6036,4645,5710,6036,5915,6
7302,7794,7473,9678,4307,4307,7333,7302,11555,8925,9198,9189,3872,6927,9189,5208,6
7304,8005,7829,9251,6422,6422,7315,7304,1722,11412,6828,7056,4310,6085,7056,4597,6
7307,8285,8596,6388,11121,11121,7358,7307,695,4628,4286,2532,7075,4234,2532,8247,6
7309,7914,8005,8827,7708,7708,7311,7309,12923,12091,7804,5897,4685,5649,5897,6990,6
7312,7886,7717,9416,5741,5741,7319,7312,6354,12353,8204,7818,4117,6352,7818,6311,6
7312,7976,8211,8150,9143,9143,7317,7312,1787,12473,7178,4501,5304,5162,4501,9869,6
7317,7881,7682,9460,5549,5549,7337,7317,13121,11463,8322,8036,4059,6450,8036,8670,6
7318,7855,7709,9418,5727,5727,7347,7318,12404,10727,8752,7883,4096,6372,7883,8506,6
7319,8072,8120,8690,8313,8313,7385,7319,11104,3347,6233,5059,4989,5363,5059,1655,6
7320,8047,7996,9070,7351,7351,7403,7320,10706,2246,6506,6018,4602,5688,6018,1711,6
7322,7995,8077,8619,8259,8259,7356,7322,12717,8819,7132,5396,4864,5471,5396,9798,6
7325,8044,8200,8237,9048,9048,7354,7325,5540,9555,6599,4632,5197,5211,4632,11684,6
7326,8317,8858,5511,11724,11724,7375,7326,1530,5168,4142,1871,8011,3734,1871,4960,6
7329,9280,8237,8273,9110,9110,7466,7329,10857,754,227,4430,5314,5119,4430,4006,6
7332,8175,8409,7502,10163,10163,7363,7332,834,7778,5394,3475,5995,4728,3475,6945,6
7343,8201,8508,6947,10722,10722,7351,7343,9161,12083,5249,2977,6447,4482,2977,12175,6
7344,7966,8060,8801,7944,7944,7367,7344,8603,9368,7601,5650,4729,5542,5650,6204,6
7347,7979,7578,9622,4770,4770,7381,7347,2906,7229,7468,8820,3901,6731,8820,9025,6
7350,8144,8034,8980,7621,7621,7427,7350,1380,2633,5764,5852,4620,5618,5852,3242,6
7350,7977,8044,8988,7640,7640,7398,7350,7856,5375,7499,5800,4653,5594,5800,2588,6
7351,7933,8099,8663,8263,8263,7364,7351,7628,11004,7968,5361,4836,5446,5361,7617,6
7351,7941,7672,9600,5150,5150,7377,7351,11169,8658,7903,8229,3999,6500,8229,2473,6
7353,8032,7814,9354,6183,6183,7389,7353,2574,7213,6950,7388,4166,6175,7388,7559,6
7354,8408,8353,8054,9612,9612,7460,7354,923,1401,3592,3861,5642,4899,3861,2041,6
7359,8111,7959,9165,6972,6972,7380,7359,1131,9751,6179,6497,4405,5853,6497,4313,6
7360,8379,8519,7083,10688,10688,7387,7360,733,8353,3836,2939,6448,4457,2939,5054,6
7362,8206,8569,6851,10906,10906,7391,7362,10754,8227,5305,2713,6705,4330,2713,5003,6
7363,7871,7823,9406,6060,6060,7383,7363,12880,9870,8845,7393,4155,6173,7393,4169,6
7365,8090,7917,9198,6804,6804,7397,7365,1802,7807,6407,6744,4318,5949,6744,6040,6
7368,7989,8349,7891,9714,9714,7362,7368,12949,12775,7549,3922,5587,4920,3922,7763,6
7369,7853,7531,9707,4413,4413,7369,7369,7229,12203,9208,9124,3835,6839,9124,6806,6
7370,8051,8024,8993,7578,7578,7392,7370,4890,9293,6832,5980,4555,5650,5980,5535,6
7371,8185,8319,8286,9334,9334,7429,7371,1857,3968,5531,4129,5452,4987,4129,1648,6
7372,7900,7836,9338,6293,6293,7366,7372,2775,12947,8542,7319,4158,6154,7319,9599,6
7374,8006,7953,9228,6853,6853,7420,7374,9729,5435,7435,6607,4350,5890,6607,3729,6
7376,8249,8474,7387,10422,10422,7418,7376,6310,5773,4983,3201,6159,4591,3201,5233,6
7380,8079,8053,8971,7686,7686,7412,7380,1747,8452,6637,5864,4568,5604,5864,5190,6
7381,8424,8652,6688,11099,11099,7458,7381,1646,2993,3625,2496,6918,4200,2496,3619,6
7382,8071,7916,9260,6710,6710,7417,7382,2016,8338,6769,6856,4261,5975,6856,7113,6
7383,8220,8313,8190,9389,9389,7430,7383,5701,6345,5334,4203,5340,5012,4203,5272,6
7388,8135,8209,8492,8861,8861,7428,7388,5626,7113,6197,4747,5015,5229,4747,6866,6
7390,7952,7810,9413,6031,6031,7411,7390,7664,10406,8155,7597,4088,6225,7597,10158,6
7391,8129,8248,8396,9038,9038,7423,7391,4863,8064,6249,4576,5114,5160,4576,7310,6
7392,8187,8233,8849,8529,8529,7514,7392,1175,1072,5667,4637,5078,5187,4637,361,6
7393,7893,7822,9467,5941,5941,7416,7393,8202,9859,8824,7558,4094,6207,7558,4887,6
7397,8177,8398,7726,9992,9992,7434,7397,5160,7352,5808,3689,5683,4801,3689,11427,6
7402,8302,7971,9277,6861,6861,7497,7402,4856,1723,4611,6538,4335,5849,6538,2747,6
7406,8795,8870,6020,11627,11627,7451,7406,383,5267,1405,1923,7751,3767,1923,1431,6
7407,8292,8272,8362,9104,9104,7453,7407,2126,5029,4746,4506,5133,5125,4506,7347,6
7409,8117,8087,8969,7858,7858,7467,7409,8869,3756,6467,5635,4631,5509,5635,3474,6
7411,8138,8281,8552,8951,8951,7442,7411,12376,7511,6267,4510,5122,5121,4510,2043,6
7412,8128,8263,8591,8883,8883,7516,7412,9771,1544,6390,4568,5079,5154,4568,1997,6
7414,8121,8282,8424,9068,9068,7424,7414,13476,11910,6524,4523,5107,5129,4523,6196,6
7419,8179,7910,9455,6304,6304,7522,7419,1553,1419,5934,7080,4161,6032,7080,2494,6
7421,8168,7982,9254,6943,6943,7450,7421,7110,8734,6050,6536,4307,5838,6536,4605,6
7423,8166,8166,8762,8361,8361,7479,7423,2773,4891,6066,5209,4787,5365,5209,5410,6
7425,8040,7969,9248,6896,6896,7454,7425,6289,9024,7424,6687,4262,5889,6687,7723,6
7426,8172,8179,8743,8426,8426,7478,7426,9441,5513,6036,5135,4810,5347,5135,4966,6
7427,8318,7952,9320,6674,6674,7491,7427,4925,4189,4669,6866,4201,5961,6866,6283,6
7432,8245,8160,8850,8247,8247,7470,7432,1580,7666,5413,5277,4734,5382,5277,4226,6
7438,8116,8362,8080,9646,9646,7464,7438,3519,9838,6742,4043,5357,4932,4043,9745,6
7440,7916,7665,9701,4839,4839,7448,7440,8973,12343,9079,8674,3848,6622,8674,5879,6
7444,8099,8182,8862,8293,8293,7505,7444,8307,4256,6921,5189,4753,5358,5189,3225,6
7447,8022,7851,9539,5837,5837,7537,7447,9992,1717,7841,7595,4028,6192,7595,3374,6
7448,8142,8411,8105,9769,9769,7508,7448,13123,4077,6465,3748,5542,4808,3748,2757,6
7449,8085,8154,8838,8245,8245,7492,7449,8721,6366,7117,5354,4676,5395,5354,6985,6
7450,8041,8422,7918,9908,9908,7447,7450,13161,12759,7592,3715,5574,4790,3715,6877,6
7452,8066,8184,8776,8422,8422,7490,7452,6987,7205,7330,5160,4760,5346,5160,5974,6
7454,8148,8374,8165,9614,9614,7481,7454,12702,9790,6438,4002,5353,4914,4002,5942,6
7456,8182,8216,8860,8441,8441,7517,7456,3403,4047,6138,4938,4839,5278,4938,1723,6
7466,8282,8610,7089,10866,10866,7496,7466,8406,8883,5220,2783,6372,4328,2783,7783,6
7468,8162,8239,8632,8795,8795,7474,7468,4551,12780,6414,4863,4856,5240,4863,9764,6
7471,8532,8814,6375,11489,11489,7504,7471,699,8941,3286,2105,7246,3932,2105,3006,6
7473,8222,8524,7549,10458,10458,7501,7473,11253,9756,5901,3188,5938,4542,3188,6856,6
7474,8434,8662,7016,11011,11011,7539,7474,6760,3170,3979,2582,6578,4212,2582,3366,6
7475,8161,8326,8457,9208,9208,7509,7475,4629,8948,6484,4385,5074,5052,4385,5958,6
7477,8017,7932,9401,6473,6473,7487,7477,10165,12336,8251,7174,4087,6030,7174,11098,6
7480,8178,7901,9535,5980,5980,7520,7480,1838,6603,6355,7462,4022,6124,7462,3627,6
7482,7999,7852,9593,5703,5703,7528,7482,8600,4579,8478,7755,3979,6233,7755,3571,6
7483,8346,8572,7562,10574,10574,7560,7483,1110,2275,4724,2969,6130,4422,2969,2135,6
7487,8463,8196,9370,7572,7572,7687,7487,3318,157,3800,5262,4648,5360,5262,117,6
7488,8281,8495,7694,10276,10276,7526,7488,1379,7540,5411,3418,5710,4648,3418,11443,6
7489,8354,8518,7637,10398,10398,7522,7489,10957,8422,4723,3256,5852,4576,3256,7066,6
7490,8254,8286,8681,8812,8812,7523,7490,1527,8426,5681,4760,4860,5191,4760,5314,6
7492,8358,8414,8163,9738,9738,7543,7492,4384,4654,4700,3875,5338,4843,3875,6484,6
7494,8045,8084,9137,7570,7570,7506,7494,3193,12719,8043,6050,4371,5616,6050,8566,6
7499,8450,8713,7375,10949,10949,7644,7499,1185,570,3970,2491,6644,4158,2491,463,6
7500,8322,8329,8642,9034,9034,7544,7500,1393,6279,5093,4472,4969,5070,4472,2867,6
7503,8356,8571,7613,10551,10551,7554,7503,7448,4813,4787,3034,6004,4443,3034,3209,6
7506,9563,8551,7632,10491,10491,7594,7506,4950,1925,142,3124,5916,4494,3124,4517,6
7510,8256,8188,8922,8266,8266,7541,7510,11261,8992,5845,5401,4547,5385,5401,10388,6
7510,8208,8404,8269,9635,9635,7550,7510,1274,7397,6338,4027,5227,4890,4027,7765,6
7510,8003,7792,9697,5240,5240,7567,7510,11720,4660,8767,8240,3865,6408,8240,4415,6
7513,7862,7438,9994,3442,3442,7518,7513,7988,13071,10458,10125,3499,7303,10125,9207,6
7525,8264,7990,9687,5912,5912,7551,7525,774,10662,5907,6987,4074,5940,6987,292,6
7526,8108,8119,9163,7666,7666,7553,7526,3859,10366,7657,5922,4352,5553,5922,7023,6
7528,8260,8052,9373,7002,7002,7558,7528,1231,8999,5970,6515,4171,5768,6515,5466,6
7532,8100,7984,9543,6337,6337,7580,7532,12742,6895,7810,7100,4025,5981,7100,3319,6
7533,8640,8550,8058,10236,10236,7633,7533,885,1893,2818,3210,5780,4528,3210,953,6
7538,8230,8430,8307,9678,9678,7565,7538,4510,10586,6350,3966,5194,4852,3966,7231,6
7541,8409,8473,8166,9923,9923,7574,7541,694,9294,4562,3654,5393,4726,3654,4715,6
7545,8219,8315,8748,8897,8897,7573,7545,7662,10821,6543,4722,4774,5152,4722,6590,6
7548,8343,8588,7802,10474,10474,7612,7548,13477,3703,5172,3078,5864,4447,3078,2550,6
7549,8339,8657,7420,10828,10828,7605,7549,11316,4747,5213,2769,6168,4280,2769,4087,6
7550,8311,8464,8309,9786,9786,7586,7550,4248,7196,5484,3754,5309,4769,3754,3212,6
7551,8309,7935,9596,5957,5957,7592,7551,1883,6608,5514,7568,3944,6112,7568,5645,6
7553,8270,8493,8122,10006,10006,7571,7553,9488,11713,5997,3602,5421,4695,3602,5028,6
7555,8068,8112,9304,7438,7438,7610,7555,8173,4625,8371,6066,4273,5585,6066,3897,6
7562,8210,8368,8660,9160,9160,7599,7562,13195,7143,6743,4383,4919,5010,4383,3880,6
7564,8237,8325,8796,8889,8889,7600,7564,9836,7927,6421,4694,4759,5132,4694,5079,6
7567,8143,7937,9628,5858,5858,7624,7567,1856,5550,7570,7634,3919,6133,7634,4714,6
7574,8070,7923,9636,5782,5782,7602,7574,6442,10272,8538,7767,3895,6179,7767,6289,6
7575,8029,7965,9579,6137,6137,7596,7575,13157,10940,9117,7467,3937,6064,7467,8750,6
7579,8123,7529,10034,3587,3587,7597,7579,2572,11646,8016,9943,3487,7127,9943,7245,6
7584,8299,8674,7446,10850,10850,7627,7584,1624,8784,5879,2790,6056,4276,2790,6863,6
7584,8333,8603,7784,10520,10520,7632,7584,1257,7208,5571,3131,5732,4460,3131,6352,6
7586,8575,8774,7290,11097,11097,7673,7586,4859,2179,3432,2439,6492,4097,2439,1511,6
7588,8392,8260,9136,8167,8167,7648,7588,2896,4748,5019,5294,4468,5330,5294,2895,6
7589,8113,8152,9351,7465,7465,7616,7589,13496,10436,8218,6003,4236,5550,6003,3289,6
7596,8207,8157,9297,7569,7569,7628,7596,1171,10625,7097,6002,4224,5543,6002,6210,6
7597,8247,8158,9391,7404,7404,7630,7597,11875,9915,6643,5997,4227,5539,5997,2180,6
7598,8332,8559,8149,10202,10202,7636,7598,13098,8057,5648,3319,5551,4550,3319,2114,6
7605,8227,8347,8902,8845,8845,7614,7605,5700,12592,6928,4703,4671,5115,4703,4299,6
7606,8296,8405,8562,9369,9369,7637,7606,10178,9330,6051,4297,4892,4960,4297,11335,6
7608,8329,8475,8344,9815,9815,7663,7608,4953,5661,5770,3817,5145,4775,3817,8003,6
7611,8297,8488,8274,9880,9880,7653,7611,1354,7706,6068,3786,5170,4756,3786,11108,6
7613,8278,8498,8387,9827,9827,7657,7613,1548,7745,6362,3763,5176,4746,3763,4728,6
7615,8375,8427,8605,9403,9403,7672,7615,1178,4824,5339,4211,4915,4930,4211,6525,6
7616,8320,8681,7643,10763,10763,7654,7616,8387,9007,5912,2839,5932,4287,2839,3972,6
7620,8253,8386,8777,9093,9093,7641,7620,9364,11553,6746,4494,4764,5025,4494,5717,6
7622,8398,8618,7961,10442,10442,7691,7622,914,2777,5183,3122,5664,4434,3122,2750,6
7622,8293,8433,8714,9301,9301,7685,7622,6384,3360,6237,4196,4914,4921,4196,2608,6
7630,8493,8208,9385,7623,7623,7706,7630,920,2223,4354,5761,4253,5452,5761,1960,6
7631,8122,7786,9932,4440,4440,7697,7631,4675,3281,8574,8889,3656,6582,8889,2349,6
7634,8338,8517,8348,9925,9925,7675,7634,11431,7436,5854,3671,5186,4694,3671,5660,6
7636,8273,8271,9249,8025,8025,7694,7636,12290,3722,6650,5432,4362,5349,5432,2902,6
7637,8466,8521,8567,9756,9756,7707,7637,13269,2474,4638,3655,5192,4690,3655,1090,6
7640,8512,8838,7227,11213,11213,7703,7640,614,3436,4259,2354,6457,4022,2354,2425,6
7641,8363,8183,9457,7388,7388,7677,7641,1053,8725,5624,6042,4159,5526,6042,2508,6
7642,8576,9100,6792,11630,11630,7778,7642,7479,541,3737,1846,7311,3548,1846,266,6
7647,8173,8213,9307,7764,7764,7665,7647,8542,12499,8013,5835,4207,5466,5835,7183,6
7651,8307,8273,9265,8011,8011,7690,7651,9401,7612,6327,5500,4304,5361,5500,4304,6
7652,8336,8172,9486,7249,7249,7684,7652,894,9255,6057,6207,4110,5582,6207,2823,6
7661,8399,8672,8079,10519,10519,7725,7661,952,3471,5512,2988,5670,4348,2988,1468,6
7666,8304,8363,9048,8758,8758,7698,7666,1089,9548,6489,4799,4517,5116,4799,4536,6
7672,8312,8297,9283,8064,8064,7712,7672,1708,6226,6453,5431,4300,5332,5431,3577,6
7679,8388,8523,8590,9747,9747,7748,7679,1260,2655,5707,3771,5028,4709,3771,2801,6
7683,8413,8435,8952,9097,9097,7750,7683,4615,2740,5473,4398,4689,4956,4398,2601,6
7696,8468,8470,8754,9420,9420,7716,7696,1236,9666,4971,4174,4804,4874,4174,4979,6
7715,8458,8507,8817,9469,9469,7780,7715,10511,3187,5262,4065,4811,4807,4065,2969,6
7719,8428,8504,8995,9285,9285,7816,7719,4426,1251,5612,4104,4789,4822,4104,991,6
7725,8542,8499,8845,9419,9419,7792,7725,1327,3060,4538,4155,4742,4842,4155,4188,6
7726,8463,8532,8722,9656,9656,7773,7726,13093,4683,5273,3891,4877,4747,3891,3299,6
7727,8479,8876,7490,11158,11158,7753,7727,13442,9169,5122,2444,6110,4043,2444,3825,6
7728,8652,8320,9340,8080,8080,7789,7728,1448,3174,3613,5461,4205,5324,5461,5072,6
7737,8554,8641,8280,10321,10321,7779,7737,1484,6315,4472,3360,5188,4504,3360,9389,6
7739,8489,8661,8384,10291,10291,7824,7739,1769,2052,5146,3267,5252,4452,3267,2841,6
7740,8306,8224,9558,7296,7296,7803,7740,9942,3007,7187,6221,4006,5536,6221,4355,6
7741,8170,7961,9880,5196,5196,7759,7741,12430,11705,9111,8404,3636,6302,8404,9029,6
7748,8412,8265,9468,7638,7638,7777,7748,1771,8864,6022,6000,4039,5468,6000,9111,6
7749,8366,8351,9315,8241,8241,7767,7749,1248,11031,6517,5333,4217,5258,5333,5766,6
7754,8689,8640,8446,10197,10197,7819,7754,6505,3081,3520,3412,5126,4522,3412,4633,6
7755,8439,8702,8168,10526,10526,7772,7755,1267,11167,5782,3141,5320,4385,3141,7611,6
7759,8560,8714,8254,10502,10502,7796,7759,765,7308,4601,3102,5322,4360,3102,4121,6
7767,8438,8373,9349,8302,8302,7810,7767,6344,5989,5927,5208,4221,5204,5208,3918,6
7773,8362,8454,9177,8887,8887,7829,7773,10516,4731,6796,4618,4425,5004,4618,2876,6
7775,8531,8753,8048,10713,10713,7794,7775,11244,10841,5025,2951,5434,4274,2951,7778,6
7778,8390,8509,8917,9391,9391,7787,7778,5458,12631,6542,4251,4572,4861,4251,8360,6
7781,8496,8616,8736,9879,9879,7799,7781,6002,10928,5370,3607,4926,4600,3607,1961,6
7786,8513,8591,8641,9894,9894,7830,7786,2138,5997,5190,3756,4847,4664,3756,9316,6
7788,8347,8360,9390,8180,8180,7811,7788,11643,9929,7150,5394,4151,5255,5394,5664,6
7790,8401,8202,9640,6938,6938,7803,7790,5782,11347,6571,6602,3888,5641,6602,6305,6
7792,8762,9297,6296,11853,11853,7818,7792,1818,9757,3316,1760,7150,3342,1760,8540,6
7793,8348,8445,9195,8817,8817,7817,7793,9865,9867,7186,4739,4347,5043,4739,4799,6
7801,8464,8287,9571,7425,7425,7834,7801,3085,8381,5862,6169,3958,5490,6169,7512,6
7804,8658,8913,7660,11154,11154,7876,7804,9582,2698,4013,2478,5868,4023,2478,5436,6
7805,8607,8851,8056,10875,10875,7883,7805,718,2038,4446,2681,5629,4145,2681,2167,6
7807,8344,8342,9538,7756,7756,7847,7807,12385,6879,7361,5672,4054,5337,5672,2459,6
7807,8433,8602,8803,9781,9781,7826,7807,13297,11623,6266,3780,4792,4665,3780,3956,6
7818,8578,8931,7675,11178,11178,7862,7818,8210,6609,4762,2463,5848,4008,2463,5651,6
7824,8422,8314,9562,7596,7596,7854,7824,1691,11215,6626,6034,3953,5428,6034,8932,6
7830,8646,8987,7762,11218,11218,7875,7830,891,7184,4281,2342,5941,3939,2342,2094,6
7836,8378,8367,9505,7971,7971,7867,7836,8727,11422,7346,5592,4023,5300,5592,5550,6
7847,8504,8792,8319,10647,10647,7888,7847,6452,7736,5861,3002,5199,4263,3002,6302,6
7855,8614,8520,9166,9134,9134,7891,7855,3477,6984,4688,4455,4367,4902,4455,6113,6
7873,8526,8679,8771,10030,10030,7902,7873,10040,8191,5823,3581,4777,4543,3581,5490,6
7877,8411,8426,9483,8250,8250,7910,7877,6905,8334,7279,5334,4046,5189,5334,6182,6
7880,8461,8232,9775,6702,6702,7925,7880,6813,6958,6640,6895,3752,5683,6895,8641,6
7888,8967,9291,6956,11719,11719,7924,7888,1208,8477,2593,1885,6553,3461,1885,5967,6
7913,8600,8617,9055,9603,9603,7938,7913,887,11617,5267,4074,4439,4712,4074,9851,6
7914,8452,8425,9580,8024,8024,7957,7914,12396,7461,7050,5506,3977,5224,5506,4808,6
7916,8465,8250,9819,6607,6607,7943,7916,3760,10720,6880,6974,3710,5694,6974,8060,6
7918,8506,8187,10011,5736,5736,8049,7918,4297,650,6333,7468,3633,5846,7468,970,6
7930,8548,8658,9041,9735,9735,7962,7930,10149,10246,6072,3889,4482,4655,3889,6976,6
7942,8854,9538,6471,11928,11928,7981,7942,798,7963,3526,1687,6934,3099,1687,11063,6
7944,8410,8307,9870,6690,6690,8009,7944,10046,3837,7921,6617,3748,5558,6617,1639,6
7945,8558,8629,9161,9504,9504,7990,7945,4479,7037,5948,4085,4401,4706,4085,4814,6
7950,8629,8880,8404,10752,10752,7982,7950,6839,9040,5174,2931,5060,4204,2931,10224,6
7957,8945,9251,7527,11581,11581,8058,7957,6506,1337,2968,2006,6113,3593,2006,3004,6
7958,8682,9023,8005,11147,11147,7987,7958,951,10864,4818,2526,5426,3990,2526,10195,6
7960,8695,9070,8062,11194,11194,7997,7960,600,8737,4737,2404,5568,3909,2404,3088,6
7966,8404,8279,9874,6524,6524,7998,7966,6187,10062,8391,7063,3653,5695,7063,8316,6
7967,8661,8790,8723,10341,10341,7994,7967,7515,10607,5073,3334,4751,4374,3334,9106,6
7979,8820,9236,7507,11580,11580,7997,7979,13191,12292,3878,2067,5949,3636,2067,9042,6
7980,8519,8486,9566,8348,8348,8006,7980,7483,11997,6820,5266,3964,5110,5266,7292,6
7982,8557,8536,9463,8803,8803,8027,7982,2452,7934,6322,4840,4044,4979,4840,9184,6
7985,8719,8796,8941,10190,10190,8060,7985,5187,3324,4744,3378,4673,4390,3378,3202,6
7999,8663,8670,9282,9476,9476,8061,7999,2164,5439,5347,4093,4287,4686,4093,4013,6
8008,8774,8939,8675,10679,10679,8056,8008,678,8660,4506,2896,4954,4161,2896,2499,6
8013,8642,8786,8978,10135,10135,8053,8013,11880,9542,5584,3495,4546,4426,3495,6488,6
8015,8562,8394,9858,7144,7144,8103,8015,3397,2019,6584,6218,3750,5388,6218,1853,6
8034,8700,8706,9294,9553,9553,8094,8034,2221,5419,5275,4047,4257,4657,4047,4897,6
8050,8505,8639,9449,9170,9170,8080,8050,9850,12411,7768,4449,4089,4802,4449,7258,6
8051,8467,8376,9890,6953,6953,8087,8051,13015,11140,8394,6606,3644,5487,6606,7017,6
8055,8581,8503,9674,8120,8120,8083,8055,2367,12006,6683,5513,3844,5156,5513,9140,6
8063,8486,8323,10021,6289,6289,8109,8063,12661,8093,8250,7172,3534,5665,7172,3822,6
8066,8816,8855,8974,10278,10278,8097,8066,873,11133,4462,3394,4514,4350,3394,9114,6
8067,8684,8619,9536,8935,8935,8124,8067,1036,4519,5627,4627,4019,4865,4627,4477,6
8068,8626,8416,9916,7035,7035,8151,8068,1717,2424,6212,6320,3668,5397,6320,2224,6
8077,8386,7806,10600,2898,2898,8107,8077,2809,10851,9889,10630,2888,7215,10630,6740,6
8087,8649,8742,9339,9597,9597,8118,8087,9569,10165,6098,4020,4194,4625,4020,5656,6
8097,8771,8942,8970,10466,10466,8134,8097,13368,8014,5094,3101,4643,4213,3101,3121,6
8121,8728,8388,9984,6695,6695,8176,8121,1825,3811,5594,6794,3552,5512,6794,4402,6
8122,8667,8734,9429,9453,9453,8145,8122,5386,10004,6202,4170,4111,4667,4170,6344,6
8133,8516,8491,9887,7504,7504,8160,8133,11925,9212,8405,5920,3706,5252,5920,2539,6
8134,9210,9050,8912,10700,10700,8208,8134,3160,1726,2485,2836,4794,4093,2836,1762,6
8142,9131,9399,8049,11536,11536,8189,8142,916,5815,3071,2093,5484,3575,2093,5835,6
8146,9378,9125,8739,10920,10920,8209,8146,641,3054,1822,2680,4862,3995,2680,3433,6
8149,8678,8992,8954,10581,10581,8170,8149,9930,13278,6475,3120,4515,4202,3120,10868,6
8158,8736,8833,9363,9829,9829,8188,8158,3255,11286,6002,3789,4163,4495,3789,6314,6
8172,8813,8919,9221,10181,10181,8216,8172,1475,7720,5360,3464,4289,4329,3464,6928,6
8175,9077,9770,7430,11872,11872,8213,8175,890,9205,3543,1725,6111,2996,1725,5261,6
8208,9097,9003,9412,10124,10124,8278,8208,522,2130,3660,3310,4299,4237,3310,937,6
8244,9150,9669,8313,11628,11628,8298,8244,701,4106,3583,1924,5431,3294,1924,1492,6
8247,8852,8879,9575,9607,9607,8277,8247,7398,9938,5858,3996,3974,4524,3996,5215,6
8280,9110,9572,8398,11547,11547,8288,8280,3079,12734,4037,2102,5064,3489,2102,9905,6
8282,9033,9281,9178,10799,10799,8388,8282,4678,661,4494,2692,4523,3936,2692,1120,6
8285,9063,9143,9313,10497,10497,8364,8285,1814,1380,4369,3062,4294,4118,3062,2689,6
8307,8710,8533,10138,6956,6956,8315,8307,8990,12262,8021,6648,3367,5357,6648,8820,6
8335,9023,9340,9151,10909,10909,8390,8335,1055,3213,4993,2695,4428,3906,2695,3908,6
8352,9088,9361,9134,10951,10951,8368,8352,4655,11035,4734,2687,4408,3883,2687,5823,6
