col1,col2,col3,col4,col5,col6,col7,col8,col9,class
10,111,9,54,38,85,36,15,6,0
49,110,21,58,20,88,12,73,48,4
14,108,18,54,40,88,42,19,5,0
6,109,13,54,37,94,45,22,5,0
2,110,7,51,32,88,44,29,9,0
11,110,12,54,39,88,40,16,5,0
2,109,12,54,32,89,48,33,9,0
2,110,15,54,35,107,51,29,6,0
20,109,14,54,18,58,31,71,37,3
51,112,22,54,22,88,11,69,47,4
21,113,12,54,19,88,30,68,36,3
21,114,30,54,37,88,47,38,12,3
20,106,13,50,19,96,31,68,35,3
22,108,19,54,43,88,35,13,5,0
2,110,10,57,33,104,47,29,8,0
13,109,14,54,39,85,39,18,6,0
16,114,15,54,41,100,37,13,5,0
11,110,9,58,39,95,36,13,5,0
8,109,10,54,37,82,40,19,6,0
14,109,19,54,40,88,44,20,5,0
2,110,10,54,11,86,47,86,36,0
9,114,20,54,38,88,49,26,5,0
2,110,12,60,34,88,49,29,6,0
20,110,10,62,12,88,28,84,44,3
21,111,14,54,42,80,31,9,6,0
10,110,19,53,38,87,46,25,6,0
21,110,11,49,23,88,28,56,30,3
43,105,16,54,5,92,12,107,65,4
2,113,13,54,35,88,49,27,6,0
21,110,30,55,39,88,47,34,10,3
6,108,11,54,37,93,43,20,5,0
16,110,14,59,40,88,36,15,6,0
15,112,40,54,40,88,63,41,5,0
20,110,14,51,42,80,31,9,6,0
20,110,12,48,29,88,29,41,22,3
10,110,13,59,38,88,41,19,6,0
2,110,10,61,33,88,47,29,8,0
21,115,28,51,43,93,45,22,5,0
7,110,35,56,37,88,66,44,5,0
2,110,9,54,30,63,45,35,12,0
11,110,17,54,38,67,44,23,6,0
20,110,10,55,9,76,28,91,48,3
20,107,32,60,39,88,49,35,9,3
27,110,42,54,45,114,54,30,5,0
10,107,16,54,38,87,44,22,6,0
9,110,14,54,38,99,44,20,5,0
11,110,17,54,38,70,44,23,6,0
14,110,10,50,40,88,34,11,5,0
9,110,19,54,37,64,48,28,6,0
2,110,13,51,24,88,49,55,19,0
8,110,16,54,37,74,46,25,6,0
10,110,10,54,38,78,38,17,6,0
19,111,22,55,42,88,41,18,5,0
6,110,16,54,36,75,48,27,6,0
3,110,10,54,36,88,46,22,5,0
4,112,39,57,36,88,73,50,5,0
20,106,11,54,37,88,29,20,12,3
2,110,13,56,22,88,49,60,22,0
23,110,29,47,43,88,44,22,6,0
2,110,12,54,28,99,48,44,14,0
2,110,24,54,25,110,59,64,19,0
12,108,10,47,39,88,35,13,5,0
3,114,23,54,36,88,57,34,5,0
2,110,12,54,26,88,49,49,17,0
17,110,17,59,41,88,38,15,5,0
24,110,19,54,44,98,34,10,5,0
20,110,25,57,21,88,43,75,33,3
15,114,40,55,40,88,63,41,5,0
21,110,14,54,14,88,31,82,42,3
16,110,20,54,40,76,42,21,6,0
2,110,9,55,33,88,45,28,8,0
2,110,9,54,32,117,45,30,9,0
21,110,28,54,36,77,46,40,14,3
12,109,20,57,39,88,46,24,5,0
14,105,14,54,40,93,39,15,5,0
44,110,16,50,8,84,12,100,61,4
11,110,17,52,39,84,44,20,5,0
2,114,37,54,30,88,72,63,12,0
2,111,14,54,35,87,49,27,6,0
11,110,10,54,39,91,37,13,5,0
3,110,9,56,36,88,44,20,5,0
21,110,14,54,18,108,31,72,37,3
8,110,10,53,37,87,40,19,6,0
5,110,19,53,36,88,51,30,6,0
63,110,40,54,49,113,9,18,22,4
2,110,9,54,32,86,45,30,9,0
2,110,10,54,30,87,46,37,12,0
21,111,29,54,42,101,46,25,6,0
2,110,26,54,24,87,61,68,20,0
47,110,18,54,18,108,11,76,50,4
20,115,22,54,42,88,40,18,5,0
2,109,10,54,35,73,45,24,6,0
9,113,16,54,38,88,45,22,5,0
8,110,21,62,37,88,51,29,6,0
2,110,12,54,34,80,47,28,7,0
16,110,16,55,40,61,37,16,6,0
16,108,17,57,41,89,39,15,5,0
2,110,12,58,18,88,48,69,27,0
12,110,22,52,39,88,48,25,5,0
16,107,22,57,40,70,44,23,6,0
24,110,19,54,43,81,33,12,6,0
20,110,10,54,15,83,27,75,40,3
19,110,19,61,42,88,39,15,5,0
8,110,10,54,37,85,40,18,6,0
2,109,13,54,29,119,49,42,13,0
10,107,13,54,38,87,41,19,6,0
21,110,29,48,40,76,46,30,8,3
10,107,14,54,39,89,41,17,5,0
20,110,28,50,36,88,46,40,13,3
13,114,16,53,39,88,40,19,6,0
20,105,13,51,29,80,31,42,22,3
14,112,13,54,40,116,37,14,5,0
21,110,28,54,37,69,46,37,12,3
21,110,10,54,12,112,27,83,45,3
20,110,11,55,26,83,29,48,26,3
62,112,39,58,48,88,9,19,22,4
5,108,14,54,36,88,47,26,6,0
20,110,14,51,17,88,32,75,38,3
15,112,14,53,40,88,37,15,5,0
14,110,14,54,39,68,39,18,6,0
2,110,37,54,28,83,73,69,14,0
21,110,28,54,42,59,46,24,6,0
20,110,31,52,37,84,48,40,12,3
2,115,12,54,33,88,47,31,8,0
2,110,10,54,31,64,46,34,10,0
2,110,9,47,34,91,45,25,6,0
10,110,17,54,38,88,46,24,6,0
13,115,16,54,39,88,41,19,6,0
13,110,22,61,39,86,47,25,6,0
9,111,10,57,38,88,39,16,5,0
10,110,33,54,38,83,60,39,6,0
2,110,11,54,24,110,47,53,20,0
2,110,9,54,32,112,45,30,9,0
48,110,19,52,19,88,11,75,49,4
15,110,23,55,40,88,45,24,6,0
2,106,12,54,36,91,47,23,5,0
6,110,19,54,36,63,51,30,6,0
17,106,14,54,41,88,35,12,5,0
2,110,29,47,28,88,65,61,14,0
6,111,14,54,37,90,45,22,5,0
21,110,28,55,39,88,46,32,10,3
2,110,13,54,34,91,49,29,6,0
8,110,11,54,37,67,41,20,6,0
15,111,12,59,40,88,34,13,6,0
47,110,19,54,19,77,11,74,49,4
20,110,28,54,42,81,46,24,6,0
9,110,16,52,38,90,45,22,5,0
2,107,10,54,35,60,45,24,6,0
2,110,12,54,34,82,49,29,6,0
11,110,9,54,39,97,36,12,5,0
21,110,11,52,38,101,28,17,11,3
3,111,15,54,36,88,50,26,5,0
13,105,16,52,39,83,41,20,6,0
20,110,10,54,9,76,28,91,48,3
3,112,25,54,26,108,60,62,17,0
2,110,37,62,30,88,73,64,12,0
14,109,16,54,39,74,40,19,6,0
11,112,12,54,39,88,39,15,5,0
2,109,8,49,32,79,44,29,9,0
13,113,16,60,39,88,41,20,6,0
2,61,8,53,32,103,44,29,9,2
16,114,16,53,40,86,38,16,6,0
10,110,16,54,38,85,43,22,6,0
2,110,10,54,34,95,47,27,6,0
44,109,16,52,5,91,12,107,65,4
2,110,9,54,34,106,45,25,7,0
20,110,14,54,42,87,31,9,6,0
20,110,10,54,32,115,28,32,18,3
4,108,41,54,36,88,74,52,5,0
6,109,9,54,37,109,41,18,5,0
2,110,11,54,28,98,47,43,14,0
7,105,15,54,37,88,46,24,5,0
45,107,17,54,10,88,12,95,59,4
20,110,10,54,37,100,28,19,12,3
2,110,10,53,35,118,46,24,5,0
20,110,10,47,10,101,27,88,47,3
2,110,12,54,23,62,49,57,21,0
60,110,35,54,48,86,9,16,21,4
20,110,29,54,41,86,47,27,7,3
5,115,10,54,36,88,42,21,6,0
2,110,14,54,20,92,50,67,25,0
2,110,11,54,23,95,47,56,21,0
6,110,12,49,37,115,44,20,5,0
19,110,10,54,42,88,30,6,5,0
10,110,9,54,39,98,37,13,5,0
13,110,19,49,39,88,44,23,6,0
10,105,19,54,38,73,47,25,6,0
9,111,21,54,38,91,50,27,5,0
9,110,12,50,37,91,42,21,6,0
2,110,39,54,35,101,74,52,6,0
10,110,14,55,38,79,41,20,6,0
20,110,32,58,36,88,49,43,13,3
8,110,19,59,37,88,49,28,6,0
2,110,17,54,28,75,53,49,14,0
22,109,14,50,43,83,30,7,5,0
11,111,23,54,39,90,50,26,5,0
20,110,10,54,14,87,27,78,42,3
8,110,8,54,37,75,38,17,6,0
21,110,13,54,43,102,30,6,5,0
46,110,19,54,12,108,12,92,57,4
14,107,17,54,40,89,41,18,5,0
18,109,20,54,42,95,40,16,5,0
3,110,16,54,36,92,51,27,5,0
20,110,28,52,36,88,46,40,13,3
21,111,41,54,43,118,58,34,5,0
18,110,14,56,41,84,34,13,6,0
9,111,17,54,38,98,47,24,5,0
13,114,21,53,39,88,46,24,6,0
16,110,15,55,40,78,37,16,6,0
6,110,30,54,36,83,63,42,6,0
20,110,30,48,40,87,47,31,8,3
2,110,34,54,32,84,70,56,9,0
2,110,27,54,25,92,63,67,19,0
2,110,12,53,35,67,47,26,6,0
8,110,13,54,37,85,43,22,6,0
20,109,20,54,42,87,38,16,6,0
3,111,13,54,36,97,48,24,5,0
9,115,20,51,38,91,49,26,5,0
27,110,42,54,45,89,53,30,5,0
10,110,16,54,39,115,44,20,5,0
6,109,16,54,37,97,48,24,5,0
17,114,19,54,41,88,41,18,5,0
14,110,19,54,40,118,44,20,5,0
21,110,24,54,22,107,41,71,32,3
16,110,20,54,40,66,42,21,6,0
20,110,25,54,19,115,42,80,35,3
20,114,14,54,42,88,33,10,5,0
2,110,13,61,23,74,49,58,21,0
10,113,10,54,38,88,38,17,6,0
6,110,15,53,36,77,47,26,6,0
9,110,19,54,38,94,48,25,5,0
45,110,17,52,5,91,12,108,66,4
6,110,12,54,36,75,45,24,6,0
2,111,37,54,30,88,72,63,12,0
4,107,21,54,36,88,55,33,5,0
41,110,14,58,4,68,13,108,65,4
2,110,27,55,26,97,63,64,17,0
12,109,41,48,39,88,67,45,5,0
2,106,9,54,36,106,44,20,5,0
2,108,37,54,27,62,73,71,16,0
50,110,21,54,21,78,11,71,48,4
2,113,13,54,33,85,49,32,8,0
21,110,30,54,42,106,47,26,6,0
15,110,15,57,40,88,38,16,5,0
2,110,26,53,32,91,61,47,9,0
2,110,10,49,35,88,46,24,5,0
2,105,9,54,32,88,45,30,9,0
6,110,14,54,37,114,47,23,5,0
20,106,19,54,42,86,36,15,6,0
10,105,10,59,38,88,38,16,5,0
31,110,46,54,46,88,53,31,5,0
60,110,36,54,48,70,9,16,21,4
22,115,14,54,43,88,30,7,5,0
63,115,39,58,48,88,9,19,23,4
5,106,19,54,36,88,52,30,6,0
20,108,31,54,39,92,48,34,9,3
13,110,15,56,39,88,40,18,6,0
2,110,9,55,31,93,46,33,10,0
12,115,19,59,39,88,45,23,5,0
2,110,16,54,34,79,52,32,6,0
10,110,22,55,38,70,50,28,6,0
46,110,18,54,11,85,12,94,59,4
20,110,14,53,42,88,32,9,5,0
18,111,17,54,41,82,38,16,6,0
12,29,19,54,39,88,45,22,5,0
3,110,14,54,35,68,49,27,6,0
20,109,31,52,39,85,48,34,9,3
9,110,10,54,37,72,39,18,6,0
21,110,15,55,42,74,32,11,6,0
3,111,39,54,34,88,74,55,7,0
10,109,19,50,38,81,47,25,6,0
2,109,13,54,34,119,49,29,7,0
6,110,14,54,36,77,47,26,6,0
18,110,14,54,41,58,34,13,6,0
2,110,8,54,35,78,43,22,6,0
2,110,10,49,34,79,46,26,6,0
2,115,10,54,35,88,45,24,6,0
5,110,10,55,36,88,43,21,6,0
20,110,26,56,38,88,43,32,11,3
21,110,30,54,36,97,47,41,14,3
9,114,17,52,38,106,47,24,5,0
59,110,35,54,49,92,9,12,19,4
21,108,30,54,38,118,47,36,11,3
21,108,11,48,37,66,28,20,12,3
8,110,28,54,37,76,58,37,6,0
10,110,12,54,39,110,40,16,5,0
9,111,15,54,37,74,44,24,6,0
2,110,39,56,35,84,75,53,6,0
11,111,21,54,39,97,48,24,5,0
50,114,21,54,22,88,11,69,46,4
2,110,23,54,31,92,58,47,11,0
14,107,21,54,40,92,45,22,5,0
2,110,14,54,26,75,50,51,17,0
6,115,22,53,37,106,54,31,5,0
21,115,30,54,41,88,47,28,7,3
2,110,16,54,25,60,52,55,18,0
2,110,23,54,30,97,58,49,12,0
7,110,10,55,37,88,42,19,5,0
11,108,14,47,39,89,41,17,5,0
22,106,39,54,43,88,56,32,5,0
20,110,12,62,23,88,29,57,30,3
50,110,21,57,23,88,11,66,45,4
11,115,15,54,39,88,42,18,5,0
12,110,21,57,39,88,47,25,5,0
18,110,19,54,42,87,38,15,5,0
8,110,12,54,37,82,41,20,6,0
16,110,19,54,41,90,41,17,5,0
14,108,10,54,39,72,35,14,6,0
12,110,21,52,39,85,47,24,5,0
21,110,10,54,11,80,27,86,46,3
18,112,16,54,41,76,36,14,6,0
2,43,9,54,35,88,45,23,6,2
20,110,10,54,25,97,28,50,28,3
2,112,13,54,34,89,49,29,7,0
6,110,8,54,36,86,40,19,6,0
8,110,9,54,38,109,38,15,5,0
11,106,18,51,39,87,45,22,5,0
18,110,42,61,41,84,62,40,6,0
2,106,23,54,31,73,59,47,11,0
28,110,44,52,45,88,55,32,5,0
21,110,11,54,27,87,28,46,25,3
5,111,18,53,36,88,51,29,6,0
2,110,10,54,12,86,47,84,35,0
6,110,14,60,37,111,46,22,5,0
47,110,18,53,18,96,11,76,50,4
2,110,37,54,27,74,73,71,16,0
18,110,17,54,41,66,37,15,6,0
2,110,28,54,25,93,63,67,19,0
2,110,14,54,26,84,50,51,17,0
2,110,13,54,28,82,49,45,14,0
2,110,13,52,32,109,49,35,9,0
10,110,21,60,38,88,49,27,6,0
3,109,24,53,23,83,59,69,21,0
6,109,10,54,37,104,43,19,5,0
21,105,32,54,39,88,49,35,10,3
16,109,17,55,41,88,39,15,5,0
2,110,37,56,30,70,73,64,12,0
9,110,19,56,38,93,49,25,5,0
20,112,14,54,42,88,32,10,5,0
2,110,13,54,36,110,49,24,5,0
12,110,20,52,39,84,46,24,5,0
19,110,41,60,42,88,60,37,5,0
10,110,12,52,39,112,39,15,5,0
47,109,19,50,5,88,12,111,67,4
20,110,6,39,21,94,24,56,32,3
11,115,20,54,39,95,47,24,5,0
10,110,17,54,39,110,44,20,5,0
16,110,14,51,41,89,36,13,5,0
21,110,24,54,19,79,41,79,36,3
18,106,19,54,42,99,39,15,5,0
2,110,14,59,30,88,50,41,12,0
10,108,12,54,38,88,40,18,6,0
18,110,12,54,42,90,31,7,5,0
2,110,14,54,31,85,50,38,10,0
6,110,14,54,37,113,47,23,5,0
14,110,12,57,40,88,36,13,5,0
19,110,10,47,42,88,29,6,5,0
2,110,15,54,34,85,51,31,6,0
17,107,15,54,41,88,36,13,5,0
14,111,11,54,40,88,35,12,5,0
45,111,17,53,7,91,12,104,63,4
2,108,9,54,36,95,45,20,5,0
3,110,29,54,35,64,64,43,6,0
2,109,39,52,35,86,75,52,5,0
8,111,21,52,37,88,51,30,6,0
2,110,36,53,30,84,72,63,12,0
10,113,14,54,38,88,41,20,6,0
10,110,19,56,39,105,47,23,5,0
15,113,11,54,40,88,34,12,6,0
14,110,39,52,39,76,64,43,6,0
47,114,19,54,11,69,12,95,59,4
2,110,11,57,27,88,47,46,16,0
19,113,17,54,42,88,36,13,5,0
18,111,12,54,42,89,31,7,5,0
3,111,10,54,35,67,45,24,6,0
17,110,21,56,41,88,42,20,5,0
21,110,12,54,42,59,29,7,6,0
10,110,13,54,39,97,41,17,5,0
21,105,13,54,43,89,30,6,5,0
6,110,12,54,36,69,44,23,6,0
10,110,13,54,38,85,41,19,6,0
20,110,30,54,38,73,47,36,11,3
21,110,12,53,12,96,30,86,45,3
20,110,10,54,19,75,27,65,35,3
2,110,28,54,28,87,64,60,14,0
6,113,17,54,37,100,49,26,5,0
8,110,12,49,38,111,41,18,5,0
15,112,21,53,40,88,43,22,6,0
2,110,40,54,33,92,76,59,8,0
15,57,21,54,23,61,44,66,28,2
2,70,39,54,34,87,75,55,7,2
6,110,12,52,37,89,44,20,5,0
11,114,9,54,39,98,36,12,5,0
9,111,12,56,37,71,42,21,6,0
14,113,12,55,40,89,36,13,5,0
11,113,10,55,39,88,37,14,5,0
21,110,13,54,43,111,30,6,5,0
20,110,10,53,32,84,27,31,19,3
6,114,14,54,37,98,45,22,5,0
6,110,19,55,37,100,51,28,5,0
21,110,10,54,39,91,28,14,10,3
4,111,16,48,36,88,49,27,5,0
2,110,37,53,27,84,73,71,16,0
20,110,14,49,16,87,32,77,39,3
18,105,13,54,42,101,33,9,5,0
8,107,17,54,37,88,47,26,6,0
2,110,10,54,26,80,47,48,17,0
21,110,28,50,43,95,46,22,5,0
21,113,14,60,18,62,31,71,37,3
10,67,14,54,38,88,42,20,6,2
2,110,13,54,34,64,49,29,6,0
2,110,8,53,33,102,44,27,8,0
2,110,11,54,26,89,48,48,17,0
13,111,19,54,39,88,44,22,6,0
8,110,10,61,37,88,40,18,6,0
46,110,17,54,13,80,12,88,56,4
2,108,13,54,28,88,49,45,14,0
3,107,39,54,36,88,74,50,5,0
6,111,11,54,37,89,43,20,5,0
5,110,9,61,36,88,42,20,6,0
8,110,14,61,37,81,43,22,6,0
50,110,22,61,22,88,12,69,46,4
9,108,12,54,38,94,41,18,5,0
45,114,17,55,4,58,12,111,67,4
2,110,12,54,35,88,48,26,6,0
12,105,41,54,39,88,68,45,5,0
46,110,17,54,14,79,11,86,55,4
60,112,36,60,49,102,9,14,20,4
37,99,9,38,5,94,12,100,62,4
13,110,18,54,39,77,43,22,6,0
20,113,29,60,40,88,47,30,8,3
50,110,21,48,22,88,11,69,46,4
9,108,12,54,38,98,41,18,5,0
6,110,16,54,36,61,48,27,6,0
47,110,18,53,18,90,11,76,50,4
2,110,12,54,23,81,48,57,21,0
6,109,14,54,36,65,46,25,6,0
3,106,15,57,36,88,50,26,5,0
14,110,40,54,39,63,64,43,6,0
2,110,9,52,28,88,45,40,14,0
2,110,12,53,25,98,49,52,18,0
6,110,16,60,37,91,48,25,5,0
11,110,23,54,39,90,50,26,5,0
20,110,11,54,23,103,29,56,30,3
2,110,13,54,35,103,49,27,5,0
2,110,9,54,29,93,46,38,13,0
24,110,19,47,44,111,33,9,5,0
59,110,35,54,48,69,9,15,21,4
20,110,10,57,32,69,28,32,19,3
21,110,28,54,39,113,46,32,10,3
17,112,12,55,41,88,33,10,5,0
2,110,10,54,21,94,47,60,23,0
8,110,14,61,37,87,44,23,6,0
4,110,17,54,36,88,51,29,5,0
2,111,33,54,35,88,70,47,5,0
6,113,11,54,37,82,43,20,5,0
6,110,16,54,36,66,48,27,6,0
11,108,19,54,39,88,47,23,5,0
2,110,9,54,34,73,45,25,6,0
8,110,14,54,38,97,43,20,5,0
16,110,16,54,41,103,38,14,5,0
11,114,9,50,39,88,35,12,5,0
12,107,15,54,39,88,41,18,5,0
20,110,12,57,21,88,29,62,33,3
2,110,9,54,34,69,45,25,6,0
2,109,12,54,30,72,48,38,12,0
8,113,19,54,37,88,48,27,6,0
18,111,14,54,42,88,34,10,5,0
10,108,21,54,38,88,49,27,6,0
11,112,10,54,39,102,38,14,5,0
9,114,12,54,38,99,41,18,5,0
14,110,28,57,40,100,53,29,5,0
2,110,9,62,34,88,45,26,7,0
12,110,19,52,39,84,45,23,5,0
16,110,11,62,40,88,33,12,6,0
14,113,19,54,40,102,44,20,5,0
14,110,21,62,40,88,45,22,5,0
8,108,18,54,37,76,48,27,6,0
2,110,10,50,35,90,46,24,5,0
2,110,9,54,36,108,44,20,5,0
10,110,16,53,38,88,43,22,6,0
18,110,19,54,42,93,38,15,5,0
11,110,23,62,39,88,50,27,5,0
2,110,38,49,32,88,74,60,9,0
9,105,15,54,38,89,44,21,5,0
8,107,14,54,37,77,44,23,6,0
2,110,16,53,34,93,52,33,7,0
2,110,9,52,33,96,45,28,8,0
2,110,37,54,28,101,73,69,14,0
7,110,20,49,37,88,51,29,6,0
12,112,9,54,39,88,35,12,5,0
16,111,19,54,41,108,41,17,5,0
12,109,17,53,39,88,43,20,5,0
21,110,11,54,26,93,28,48,26,3
10,113,21,54,38,117,48,27,6,0
6,108,11,54,36,67,43,22,6,0
2,110,9,54,34,119,45,25,6,0
2,110,11,54,26,102,47,48,17,0
2,110,9,54,31,58,45,33,11,0
44,113,16,54,5,100,12,108,65,4
6,110,14,54,36,60,46,26,6,0
6,113,13,54,37,96,45,22,5,0
20,109,29,54,36,78,47,40,13,3
45,108,17,48,4,60,12,111,67,4
17,109,21,59,41,88,42,20,5,0
2,110,9,54,33,63,45,28,8,0
60,108,36,54,48,76,9,16,21,4
45,114,17,55,7,88,12,104,63,4
2,109,9,54,36,102,45,20,5,0
7,111,12,60,37,88,43,21,5,0
12,110,10,51,39,84,37,14,5,0
20,110,26,55,25,88,43,65,28,3
2,110,10,54,22,65,46,58,22,0
21,110,14,54,22,96,31,61,32,3
9,110,22,53,38,88,51,28,5,0
16,110,19,54,41,115,42,18,5,0
60,108,36,50,48,71,9,16,21,4
2,110,32,47,32,88,67,53,9,0
17,113,21,54,41,85,41,19,5,0
19,110,14,53,42,87,33,10,5,0
2,110,28,54,30,88,64,55,12,0
2,110,10,54,28,99,46,42,14,0
6,111,21,53,36,88,54,33,6,0
2,110,10,54,22,82,46,58,22,0
21,108,19,54,42,67,36,15,6,0
2,110,8,57,30,111,44,35,12,0
20,110,11,54,21,74,29,61,33,3
21,110,30,54,40,85,47,31,8,3
20,110,28,54,38,113,46,34,11,3
11,115,13,54,39,93,40,17,5,0
24,114,17,54,43,87,31,10,6,0
21,111,29,54,40,67,46,30,8,3
24,110,20,54,43,68,34,13,6,0
12,109,41,54,39,88,68,45,5,0
20,110,26,54,25,83,43,65,28,3
9,100,15,54,38,88,44,21,5,0
9,110,20,53,38,88,49,26,5,0
13,108,14,54,39,81,39,18,6,0
2,110,12,54,26,91,48,49,17,0
6,111,11,54,37,93,43,20,5,0
4,110,18,51,36,88,52,29,5,0
20,111,21,57,42,88,38,16,6,0
9,110,10,54,37,59,39,18,6,0
8,110,14,51,37,83,43,22,6,0
2,110,7,54,34,104,43,24,7,0
2,110,9,54,30,90,46,36,12,0
10,110,35,54,39,112,63,39,5,0
2,110,12,54,31,69,49,37,10,0
11,109,19,62,39,88,46,22,5,0
2,110,27,53,24,88,63,69,20,0
59,110,35,54,49,100,9,12,19,4
22,107,12,54,43,88,28,5,5,0
2,110,10,62,36,114,45,21,5,0
20,110,29,54,37,61,47,38,12,3
2,110,13,54,23,119,49,58,21,0
21,112,30,54,41,88,47,28,7,3
14,111,15,54,40,96,39,16,5,0
21,115,24,54,43,95,41,17,5,0
20,110,14,51,16,110,32,77,39,3
2,110,9,54,31,103,45,33,11,0
11,111,14,54,39,91,41,17,5,0
20,108,31,56,36,64,48,42,13,3
20,110,11,59,31,88,29,35,20,3
5,110,10,56,36,88,43,21,6,0
20,110,26,51,28,88,44,58,24,3
61,105,37,51,48,88,9,18,22,4
2,110,14,48,31,73,51,38,10,0
7,109,19,49,37,80,50,28,6,0
2,110,9,54,31,87,45,33,10,0
2,110,27,59,26,88,63,64,17,0
10,112,19,54,38,83,46,25,6,0
9,110,19,53,38,88,49,25,5,0
18,110,19,55,42,108,39,15,5,0
2,110,9,51,27,113,45,44,16,0
47,110,19,54,19,76,11,74,49,4
9,110,14,54,37,65,44,23,6,0
20,110,26,57,38,88,43,32,11,3
10,110,14,49,38,88,42,20,6,0
6,110,14,54,36,83,46,25,6,0
21,110,24,54,42,76,41,20,6,0
20,110,25,54,19,103,42,80,35,3
20,110,26,54,23,88,44,71,30,3
65,109,41,54,48,88,9,21,23,4
2,110,39,54,33,107,75,58,8,0
2,110,13,54,24,106,49,55,19,0
20,110,30,54,39,62,48,34,9,3
19,110,12,58,42,88,31,7,5,0
21,110,10,54,28,93,28,42,24,3
2,110,28,55,24,86,64,70,20,0
19,96,10,54,20,88,29,62,33,3
2,104,39,54,33,88,75,58,8,0
20,109,16,54,42,88,35,12,5,0
8,110,16,57,37,77,46,25,6,0
20,110,10,54,32,88,27,31,19,3
13,110,18,54,39,87,43,22,6,0
11,109,9,47,39,88,36,12,5,0
6,112,14,56,37,89,46,23,5,0
2,111,42,64,31,88,77,66,11,0
9,78,15,54,38,88,44,21,5,0
23,109,13,49,43,88,28,6,5,0
14,107,11,54,40,95,35,12,5,0
20,110,15,54,5,84,32,106,53,3
20,110,10,54,32,119,27,31,19,3
2,108,9,54,35,78,44,22,6,0
2,110,14,54,24,58,50,56,19,0
16,110,17,54,40,78,39,18,6,0
20,113,17,57,42,88,34,13,6,0
24,111,19,56,44,114,34,10,5,0
17,111,19,61,41,88,40,18,5,0
2,110,9,55,31,104,45,33,11,0
63,112,39,62,48,88,10,19,22,4
2,110,8,52,29,88,44,37,13,0
10,106,17,54,38,88,45,23,5,0
4,105,11,54,36,88,45,22,5,0
9,111,16,54,37,68,45,24,6,0
47,112,19,57,5,94,13,111,67,4
21,110,30,54,41,79,47,28,7,3
8,110,11,54,38,102,41,17,5,0
46,110,18,51,11,88,12,94,59,4
15,110,11,52,40,88,34,12,5,0
20,110,10,54,35,72,28,24,15,3
45,104,17,53,5,94,13,109,66,4
2,110,13,54,31,67,49,37,11,0
20,110,28,53,40,83,46,29,8,3
7,110,29,51,37,88,60,38,5,0
16,110,21,59,41,89,42,19,5,0
2,110,9,58,32,77,46,31,9,0
21,110,14,56,12,88,31,87,45,3
2,111,23,54,30,91,58,49,12,0
14,110,17,54,40,114,41,18,5,0
2,110,11,54,22,94,47,58,22,0
8,110,14,50,37,76,43,22,6,0
20,110,28,53,42,88,46,24,6,0
10,115,20,54,38,84,48,26,6,0
9,110,11,54,38,103,40,17,5,0
21,110,17,54,42,71,34,13,6,0
20,110,15,56,42,88,32,11,6,0
13,110,21,54,39,87,46,25,6,0
20,110,14,51,42,84,32,10,5,0
9,85,15,54,38,88,44,21,5,0
21,115,30,53,39,88,46,33,10,3
2,110,17,54,29,101,53,46,13,0
2,106,14,54,35,88,50,27,5,0
6,110,17,54,37,101,50,26,5,0
18,110,14,54,42,92,33,9,5,0
18,105,14,54,42,97,34,10,5,0
20,110,10,53,32,83,27,31,19,3
18,111,19,52,42,90,38,15,5,0
8,110,21,54,38,98,50,27,5,0
21,110,30,54,42,112,47,25,6,0
17,105,15,54,41,88,36,13,5,0
6,110,11,54,36,80,43,22,6,0
2,110,16,54,22,84,52,64,22,0
10,110,19,52,38,78,46,25,6,0
15,110,22,52,40,88,45,23,5,0
21,109,39,54,43,88,56,32,5,0
6,106,10,54,37,88,42,18,5,0
12,114,11,56,39,88,37,15,5,0
6,110,11,54,36,82,43,22,6,0
2,110,11,54,28,75,48,43,14,0
2,110,40,54,32,75,76,61,9,0
9,110,12,54,38,113,41,18,5,0
2,110,12,57,22,82,49,60,22,0
21,110,10,54,11,76,27,86,46,3
9,109,18,54,38,94,47,24,5,0
11,110,9,54,39,91,36,13,5,0
2,110,12,48,24,88,48,55,20,0
17,109,16,52,41,85,37,15,5,0
10,63,12,56,21,88,39,62,28,2
2,110,10,54,34,75,46,26,6,0
24,110,20,54,44,102,34,11,5,0
21,112,21,54,43,89,37,14,5,0
13,111,12,54,39,88,37,15,6,0
20,113,14,53,42,88,32,9,5,0
2,110,16,54,34,84,52,32,6,0
2,111,13,54,24,94,49,55,20,0
9,113,18,54,38,88,47,24,5,0
2,110,8,53,31,76,44,32,10,0
2,110,35,51,35,88,70,49,6,0
20,110,15,59,42,88,32,11,6,0
63,111,40,57,49,90,9,18,22,4
20,112,15,54,42,88,32,11,6,0
20,110,10,54,24,93,28,53,29,3
2,110,8,54,35,109,44,22,5,0
20,109,28,54,42,83,46,24,6,0
9,110,19,54,38,95,48,25,5,0
5,115,14,56,36,88,47,26,6,0
15,112,19,54,40,88,42,20,5,0
2,110,16,54,24,74,52,58,19,0
47,110,18,54,17,84,11,78,51,4
63,116,39,61,49,95,9,17,21,4
20,110,26,47,39,64,43,29,9,3
2,108,9,54,35,71,45,23,6,0
18,107,10,54,42,88,31,6,5,0
9,110,8,54,37,68,37,17,6,0
9,110,18,52,38,88,47,24,5,0
21,107,14,60,43,88,30,7,5,0
2,110,10,54,35,113,46,24,5,0
